"","x","y","z","face","place","object","cluster","category"
"V57",21.11,56.075,-27.889,7.959896231611,3.5177367859999,-11.4776330176109,1,"place"
"V69",17.207,59.493,-27.152,-4.313329889619,4.2390578191375,0.0742720704815172,1,"place"
"V415",17.973,40.325,-16.965,2.1937732887739,2.7738697303447,-4.9676430191186,1,"place"
"V416",21.74,40.374,-16.924,1.1024952581286,8.0606220647829,-9.1631173229115,1,"place"
"V428",-31.143,43.172,-16.714,6.5436319176672,-5.2696032036354,-1.2740287140318,2,"face"
"V429",-27.375,43.219,-16.673,-1.0523262200688,-8.2032261869459,9.2555524070148,2,"face"
"V432",17.837,43.792,-16.187,7.6160014234059,-3.8118745602838,-3.8041268631221,2,"face"
"V433",21.605,43.84,-16.147,-2.8135917627216,2.3223523633713,0.491239399350338,1,"place"
"V436",32.908,43.983,-16.025,-4.822338242427,2.3001035018562,2.5222347405707,3,"object"
"V443",-31.278,46.638,-15.935,6.8261241550275,-9.704524305648,2.8784001506204,2,"face"
"V450",21.47,47.306,-15.368,-2.0444652577996,5.2406157944363,-3.1961505366366,1,"place"
"V453",32.773,47.45,-15.246,-3.5053390344973,4.8628896734814,-1.3575506389841,1,"place"
"V455",-42.716,49.961,-15.279,-2.835472151615,5.8236972862336,-2.9882251346186,1,"place"
"V459",-27.646,50.151,-15.118,-1.5387249940927,-4.2495792627547,5.7883042568474,3,"object"
"V463",21.335,50.773,-14.591,-2.4272394966032,-2.9133242679102,5.3405637645134,3,"object"
"V472",-31.549,53.571,-14.38,6.3088152169357,-10.8634242958607,4.5546090789249,2,"face"
"V473",-27.781,53.618,-14.339,4.3587286605928,0.975084822716028,-5.3338134833088,1,"place"
"V481",21.199,54.239,-13.813,5.2203121277832,-2.5869627509574,-2.6333493768258,2,"face"
"V482",24.967,54.287,-13.772,7.9216974617559,-11.0675977238862,3.1459002621302,2,"face"
"V483",28.735,54.334,-13.732,3.7119332256364,2.3040396038332,-6.0159728294696,1,"place"
"V486",-46.755,56.846,-13.765,-3.887867158903,-1.6484574976178,5.5363246565208,3,"object"
"V487",-42.987,56.893,-13.724,-8.1152726202915,1.5912266890698,6.5240459312216,3,"object"
"V490",-31.684,57.037,-13.602,-0.264191906141146,2.1065680719669,-1.8423761658258,1,"place"
"V491",-27.916,57.084,-13.562,7.0968559443822,-4.625207777597,-2.4716481667851,2,"face"
"V499",21.064,57.705,-13.035,-3.0240103435779,5.4752610229553,-2.4512506793774,1,"place"
"V500",24.832,57.752,-12.995,-6.8265985091008,7.1447105297908,-0.318112020690054,1,"place"
"V501",28.6,57.801,-12.954,-2.1483806506731,6.1225940498445,-3.9742133991714,1,"place"
"V503",36.135,57.896,-12.873,0.966299095078518,1.9761828045246,-2.9424818996031,1,"place"
"V516",17.161,61.124,-12.298,-0.630831381939464,4.1446241521765,-3.5137927702371,1,"place"
"V517",20.929,61.172,-12.258,-0.0833344293344977,4.9611943057828,-4.8778598764483,1,"place"
"V519",28.464,61.267,-12.176,-5.842181895862,9.1198667080898,-3.2776848122278,1,"place"
"V525",-28.187,64.017,-12.006,2.4598736617036,3.4179987705682,-5.8778724322718,1,"place"
"V534",20.794,64.638,-11.479,-3.1963107755225,5.8738064537421,-2.6774956782195,1,"place"
"V536",28.329,64.733,-11.399,-3.6427715636472,7.6070193352981,-3.9642477716509,1,"place"
"V537",32.097,64.781,-11.358,-7.7353024137759,4.9589939767993,2.7763084369766,3,"object"
"V540",-28.322,67.483,-11.229,-5.2348082874644,3.5702632228274,1.664545064637,1,"place"
"V575",24.156,75.085,-9.1059,-0.947435541375752,-5.6977097046664,6.6451452460422,2,"face"
"V579",-24.96,77.93,-8.8547,3.9236346970691,-2.0266249213753,-1.8970097756937,2,"face"
"V586",24.02,78.551,-8.3274,-7.8428448375018,3.9721020211929,3.8707428163088,3,"object"
"V594",16.35,81.922,-7.6315,-3.0812028631631,2.510625852735,0.570577010428055,1,"place"
"V636",-29.058,-10.149,-25.056,-0.988843749184155,-7.5848413890542,8.5736851382383,2,"face"
"V642",38.761,-9.2899,-24.327,-1.5144071700411,-3.7970842416076,5.3114914116487,3,"object"
"V693",49.523,4.7189,-21.094,-1.0175241712831,-6.1741437467442,7.1916679180273,2,"face"
"V746",33.641,25.326,-16.589,2.3331474147695,2.3930437281165,-4.726191142886,1,"place"
"V757",-26.778,28.028,-16.459,3.4367593705406,-8.0559527835281,4.6191934129874,2,"face"
"V760",33.505,28.792,-15.812,-0.673405960743511,-5.6201001485736,6.2935061093171,2,"face"
"V793",-38.487,38.284,-14.248,-0.923638549063846,-5.1724764277538,6.0961149768177,2,"face"
"V796",25.564,39.095,-13.559,-1.5480801930249,-4.3368334751156,5.8849136681406,3,"object"
"V797",29.332,39.143,-13.519,-1.987483321519,-4.4311210932237,6.4186044147428,3,"object"
"V806",-38.622,41.751,-13.47,-3.1802234523842,-2.7940110126941,5.9742344650783,3,"object"
"V807",-23.551,41.941,-13.307,2.52896306132,-10.8766562373671,8.347693176047,2,"face"
"V808",-19.783,41.989,-13.267,6.050206505966,-7.5169608300156,1.4667543240496,2,"face"
"V809",-16.016,42.037,-13.227,2.8567978426939,2.7666962782169,-5.6234941209108,1,"place"
"V811",17.894,42.466,-12.862,5.7919331138664,2.733809670568,-8.5257427844345,1,"place"
"V812",25.429,42.562,-12.781,-2.662813323445,-5.3736593129792,8.0364726364242,2,"face"
"V821",-42.525,45.169,-12.733,5.5410577957275,-1.0414766452191,-4.4995811505083,2,"face"
"V822",-38.757,45.217,-12.692,2.533677384113,1.258324352198,-3.7920017363111,1,"place"
"V823",-34.99,45.264,-12.652,5.3345673492599,-2.1947706859346,-3.1397966633252,2,"face"
"V828",21.526,45.98,-12.044,3.7925671651249,-0.912541237939973,-2.8800259271849,1,"place"
"V829",25.294,46.029,-12.003,8.4782724580696,-8.0145579676536,-0.463714490416013,2,"face"
"V836",-31.357,48.779,-11.833,4.1528049765287,-8.427018554447,4.2742135779182,2,"face"
"V837",-23.822,48.874,-11.753,6.9017871853634,-2.4950722038377,-4.4067149815256,2,"face"
"V841",21.391,49.447,-11.266,4.2358226103165,-8.6996318822898,4.4638092719732,2,"face"
"V842",25.159,49.494,-11.226,-6.5494617010127,5.9688336709843,0.580628030028422,1,"place"
"V848",-31.492,52.244,-11.056,-0.960099822797165,-9.8168061041475,10.7769059269447,2,"face"
"V849",-23.957,52.34,-10.974,-6.3704855511629,0.372281197750838,5.9982043534121,3,"object"
"V852",17.488,52.866,-10.528,-3.7251247370426,3.7763940583412,-0.0512693212986453,1,"place"
"V859",-24.092,55.806,-10.197,5.2364502101167,-2.8672990247964,-2.3691511853202,2,"face"
"V865",17.353,56.331,-9.7514,-4.0156868262612,2.7422723854589,1.2734144408022,1,"place"
"V866",21.12,56.38,-9.71,-3.3214150050107,5.5258622280276,-2.2044472230169,1,"place"
"V886",20.985,59.846,-8.9329,-2.521391572261,5.288545857635,-2.7671542853739,1,"place"
"V887",24.753,59.893,-8.8928,-3.4857025894757,4.5018123572888,-1.0161097678131,1,"place"
"V888",32.288,59.989,-8.8112,-2.0523135727703,4.7473240318958,-2.6950104591255,1,"place"
"V902",20.85,63.312,-8.1553,-0.882022527413202,-6.4461985957811,7.3282211231943,2,"face"
"V903",24.618,63.359,-8.1143,-1.4137574109267,-4.5250439891802,5.938801400107,3,"object"
"V915",20.715,66.778,-7.3769,2.055826528083,4.1624464093059,-6.218272937389,1,"place"
"V918",43.321,67.065,-7.1339,1.9204860529055,3.1072203801279,-5.0277064330335,1,"place"
"V943",24.212,73.758,-5.7812,4.53959964048,-4.1987172871565,-0.340882353323529,2,"face"
"V999",0.79409,94.271,-1.3575,4.2826711134972,-3.076988439973,-1.2056826735241,2,"face"
"V1028",38.817,-10.615,-21.002,-5.8725182041262,-2.6269696617772,8.4994878659034,3,"object"
"V1063",-55.917,2.056,-18.904,8.4055489236341,-10.7874043858403,2.3818554622062,2,"face"
"V1153",29.388,37.818,-10.194,1.902355570658,-3.2677624692915,1.3654068986335,2,"face"
"V1160",-31.03,40.52,-10.064,1.2200433996162,0.913447216125735,-2.133490615742,1,"place"
"V1161",29.253,41.284,-9.4166,-6.7620460907508,0.30140633060635,6.4606397601445,3,"object"
"V1168",-50.004,43.748,-9.4896,-7.4497266717758,7.7384660080705,-0.288739336294624,1,"place"
"V1169",-46.236,43.796,-9.4481,8.0798515374996,-6.5756193839535,-1.5042321535461,2,"face"
"V1170",-42.469,43.843,-9.408,2.461096479406,-5.2014121534686,2.7403156740625,2,"face"
"V1171",-38.701,43.891,-9.3679,-4.6210280982233,7.0615838463143,-2.440555748091,1,"place"
"V1176",29.118,44.75,-8.6382,3.201118059077,-7.121234653624,3.9201165945469,2,"face"
"V1185",-46.372,47.262,-8.671,-5.4287153243154,7.2579533707973,-1.8292380464818,1,"place"
"V1189",25.215,48.169,-7.9008,-1.8247565976857,5.6895490942396,-3.8647924965538,1,"place"
"V1198",-27.668,50.967,-7.6906,6.6833151647894,-5.6771440968904,-1.0061710678989,2,"face"
"V1201",17.544,51.54,-7.2048,-5.7404152334663,3.1718869591902,2.5685282742761,3,"object"
"V1212",-27.804,54.433,-6.9122,0.630415904590885,2.9421731206312,-3.5725890252221,1,"place"
"V1216",17.409,55.006,-6.4263,-2.0761742401896,6.1688285636467,-4.0926543234571,1,"place"
"V1217",21.177,55.054,-6.3862,-0.354251432068524,5.5387472261189,-5.1844957940504,1,"place"
"V1218",24.944,55.101,-6.3452,-3.0927623047994,7.8476301888109,-4.7548678840115,1,"place"
"V1230",-27.939,57.899,-6.1351,0.85012447357099,3.3009270000065,-4.1510514735775,1,"place"
"V1233",17.274,58.472,-5.6493,-0.0258024748044613,2.4186161894115,-2.3928137146071,1,"place"
"V1237",51.183,58.902,-5.2837,-2.0598590624621,-2.9938208895275,5.0536799519897,3,"object"
"V1239",-43.145,61.175,-5.5194,-0.722382322273638,-5.9555538339876,6.6779361562613,2,"face"
"V1240",-39.377,61.223,-5.4788,3.1270581738936,-8.2185245392797,5.0914663653861,2,"face"
"V1244",17.138,61.938,-4.8708,-1.9770271623551,-1.0483252570538,3.025352419409,3,"object"
"V1245",32.209,62.13,-4.709,2.7908818261212,6.5496286390529,-9.3405104651741,1,"place"
"V1246",39.745,62.225,-4.6279,-1.6107850791857,-3.4852047995174,5.0959898787032,3,"object"
"V1247",43.512,62.273,-4.5878,9.1595568677415,-2.2416112202809,-6.9179456474605,2,"face"
"V1249",-43.28,64.641,-4.7418,1.1148845793798,-3.5794464648513,2.4645618854715,2,"face"
"V1250",-39.512,64.689,-4.7008,-0.748384867584585,-5.5768748495304,6.325259717115,2,"face"
"V1255",13.235,65.358,-4.1334,-0.559897287235304,-3.3379549674306,3.8978522546659,3,"object"
"V1258",35.842,65.644,-3.8904,0.833131926498873,6.1219960402445,-6.9551279667434,1,"place"
"V1260",43.377,65.739,-3.8093,2.8322090239907,1.442500774802,-4.2747097987927,1,"place"
"V1273",31.939,69.062,-3.1535,8.7252450879214,-4.538876057758,-4.1863690301634,2,"face"
"V1274",35.706,69.11,-3.1134,-1.359854159685,-1.6676520642181,3.0275062239031,3,"object"
"V1285",9.1973,72.242,-2.6189,2.8151588884006,-0.92045914717886,-1.8946997412218,1,"place"
"V1287",20.5,72.386,-2.4971,2.5647582418032,4.1975583837999,-6.7623166256031,1,"place"
"V1288",24.268,72.433,-2.4562,2.9552555360729,0.976007707774584,-3.9312632438475,1,"place"
"V1289",28.036,72.481,-2.416,-2.2213392431733,-7.0896229478735,9.3109621910468,2,"face"
"V1301",9.062,75.709,-1.8404,-2.3326691233017,-2.202269302071,4.5349384253728,3,"object"
"V1306",27.901,75.948,-1.6385,-0.476174162580104,-2.6293741819045,3.1055483444846,3,"object"
"V1320",5.1591,79.127,-1.1034,2.8590300985127,0.537232788635031,-3.3962628871477,1,"place"
"V1328",-13.815,82.355,-0.5287,-2.2437399521753,2.3948172984744,-0.151077346299127,1,"place"
"V1331",1.2561,82.546,-0.366,-4.8127978271054,3.6861277189415,1.1266701081639,1,"place"
"V1338",-29.021,85.63,0.087041,-6.0529825737648,0.682461673373333,5.3705209003915,3,"object"
"V1368",-36.21,-19.828,-20.043,0.854887252674247,-9.1875489168024,8.3326616641281,2,"face"
"V1369",-32.443,-19.781,-20.003,-1.8766752188517,-5.3937629341482,7.2704381529999,2,"face"
"V1375",-36.346,-16.362,-19.265,7.8971328088584,-5.5303160639714,-2.366816744887,2,"face"
"V1376",-32.578,-16.314,-19.225,-4.1518923185848,5.0111003237684,-0.859208005183635,1,"place"
"V1391",-47.919,-9.5725,-17.831,-4.2650140868312,-5.6220439834756,9.8870580703069,2,"face"
"V1392",-44.151,-9.5248,-17.791,-2.3570937334637,2.202565747643,0.154527985820716,1,"place"
"V1401",-48.054,-6.1058,-17.054,-4.4270213784156,2.0136308149003,2.4133905635153,3,"object"
"V1402",-44.287,-6.0585,-17.013,-3.3548216661467,4.1862469090771,-0.831425242930327,1,"place"
"V1413",-44.422,-2.5917,-16.235,-1.068147991282,-7.577226228113,8.645374219395,2,"face"
"V1521",51.645,47.177,-4.2931,-5.1416714693609,6.0833365558743,-0.941665086513377,1,"place"
"V1539",47.607,54.062,-2.7777,-4.008526852348,-1.0907231059853,5.0992499583333,3,"object"
"V1549",51.239,57.576,-1.96,0.85030825115825,-11.8784766443986,11.0281683932403,2,"face"
"V1550",-50.624,59.753,-2.2759,3.8289834420727,-1.9807376548284,-1.8482457872442,2,"face"
"V1555",5.8916,60.47,-1.6683,-4.5695257797075,-4.6079996749882,9.1775254546957,2,"face"
"V1559",51.104,61.043,-1.1816,4.7443248560316,0.688599017465952,-5.4329238734976,1,"place"
"V1561",-50.759,63.22,-1.4983,-0.643580598169198,2.6643533961589,-2.0207727979897,1,"place"
"V1564",-39.456,63.364,-1.3766,2.8747399169262,-2.8979906328266,0.0232507159004476,2,"face"
"V1567",13.292,64.032,-0.80963,5.6931381648364,-2.9195505424764,-2.77358762236,2,"face"
"V1572",54.737,64.557,-0.36389,-0.577221328100375,1.5905164649027,-1.0132951368024,1,"place"
"V1573",-47.127,66.734,-0.67976,2.6602980735771,-5.8683966257087,3.2080985521315,2,"face"
