"","x","y","z","face","place","object","cluster","category"
"V354",-39.12,57.625,-16.095,-3.186376713077,-11.1113474046432,14.2977241177203,2,"object"
"V356",-31.567,57.754,-15.818,-4.3255073982907,-19.211299816568,23.5368072148588,2,"object"
"V357",-24.014,57.881,-15.539,-2.4024910323197,-23.6672102372781,26.0697012695978,2,"object"
"V358",32.632,58.839,-13.453,-14.8727187972307,0.725476121290133,14.1472426759406,2,"object"
"V360",-46.688,61.723,-15.889,-4.7693376281096,32.3921218279707,-27.622784199861,3,"place"
"V361",-42.911,61.787,-15.75,-4.3339137678174,-19.9552983837602,24.2892121515776,2,"object"
"V363",-31.582,61.979,-15.333,14.7340498633905,-0.986816615658385,-13.7472332477321,1,"face"
"V364",-27.806,62.042,-15.194,9.4974280631197,-19.9302573953839,10.4328293322642,2,"object"
"V365",-24.029,62.106,-15.055,-4.1911783526079,8.5151318025607,-4.3239534499527,1,"face"
"V368",-27.821,66.268,-14.71,-4.7668444659398,16.4188352661521,-11.6519908002122,3,"place"
"V371",-31.612,70.429,-14.365,-2.9480153150002,10.419032705628,-7.4710173906277,3,"place"
"V372",-42.957,74.463,-14.297,-0.889313043915909,6.6401176483163,-5.7508046044004,1,"face"
"V373",-39.18,74.527,-14.158,0.264492743588616,3.6797390692151,-3.9442318128037,1,"face"
"V374",-35.419,78.816,-13.535,-0.687639262932722,15.602755865224,-14.9151166022913,3,"place"
"V466",40.145,53.932,-9.886,-17.8334069890248,29.1147378888418,-11.281330899817,3,"place"
"V467",43.921,53.996,-9.7467,-2.0638856523617,-4.4518587770511,6.5157444294128,1,"face"
"V470",-46.728,56.688,-12.601,1.1812587391178,-19.1135912220025,17.9323324828846,2,"object"
"V4722",-31.622,56.943,-12.044,8.4398118966846,39.1417932874894,-47.5816051841741,3,"place"
"V4732",21.248,57.837,-10.097,-6.849197996683,-6.7745156045827,13.6237136012658,2,"object"
"V474",25.024,57.902,-9.9585,5.7179712319615,31.5290251904415,-37.246996422403,3,"place"
"V475",36.353,58.093,-9.5408,-3.4328528960657,-2.3729509500582,5.8058038461239,1,"face"
"V476",40.13,58.157,-9.4017,7.9893951686702,17.0826606906139,-25.0720558592842,3,"place"
"V478",-50.519,60.849,-12.255,-2.2717842121803,-11.8246854800161,14.0964696921965,2,"object"
"V479",-46.743,60.914,-12.117,12.189371972178,-4.1740423914465,-8.0153295807314,1,"face"
"V480",-35.414,61.105,-11.699,-7.9225437757426,28.6198023638414,-20.6972585880988,3,"place"
"V4811",-31.637,61.169,-11.56,6.1800437400729,11.9339600535113,-18.1140037935842,3,"place"
"V4831",17.456,61.999,-9.7517,-1.3836579886586,33.3621538572998,-31.9784958686412,3,"place"
"V484",25.009,62.127,-9.4742,-7.4560892288264,16.8082560102691,-9.3521667814425,3,"place"
"V4871",36.338,62.319,-9.0565,7.4496666117043,6.9181641917243,-14.3678308034286,3,"place"
"V4911",-42.982,65.203,-11.493,-7.6773401327314,2.7660059774623,4.911334155269,1,"face"
"V493",-27.876,65.458,-10.936,0.325174077015776,-9.7776356106259,9.4524615336101,2,"object"
"V496",17.441,66.224,-9.2674,-4.9749517757281,-7.1426038148689,12.1175555905972,2,"object"
"V497",21.217,66.288,-9.128,-1.2819094644906,-7.9792203284793,9.26112979297,2,"object"
"V498",28.77,66.416,-8.8505,-3.1453358106715,-4.0869085003565,7.232244311028,1,"face"
"V5002",36.323,66.544,-8.5722,-2.7336958782949,-9.4683667223767,12.2020626006717,2,"object"
"V5011",-42.997,69.428,-11.009,7.2974098977229,-2.1410621516029,-5.1563477461199,1,"face"
"V502",-39.22,69.491,-10.87,-6.3460997879102,10.9225107429944,-4.5764109550842,1,"face"
"V5031",-31.667,69.62,-10.591,11.0767577655717,0.477699058724607,-11.5544568242963,1,"face"
"V509",13.649,70.386,-8.9221,6.1830928742941,-3.1759462458346,-3.0071466284594,1,"face"
"V511",21.202,70.514,-8.6446,9.9588554939047,-13.0096732053375,3.0508177114327,1,"face"
"V5121",28.755,70.641,-8.3663,-7.4900032247736,4.1175814622273,3.3724217625463,1,"face"
"V5172",-43.012,73.653,-10.524,-2.860769032274,7.4397707250154,-4.5790016927413,1,"face"
"V518",-35.459,73.781,-10.246,-4.0540083025021,2.5621747910741,1.491833511428,1,"face"
"V5191",-24.13,73.973,-9.8291,10.7252284453776,-0.0449568310452145,-10.6802716143324,1,"face"
"V527",-43.027,77.878,-10.04,8.1309043199951,-1.0596276987868,-7.0712766212082,1,"face"
"V528",-39.251,77.943,-9.9007,9.0393241937006,-3.6908622228222,-5.3484619708783,1,"face"
"V529",-35.474,78.006,-9.7616,-2.8532697376818,-14.8927421927178,17.7460119303996,2,"object"
"V531",-24.145,78.198,-9.3448,2.6012283569268,-16.7220112284341,14.1207828715072,2,"object"
"V533",-12.816,78.39,-8.9271,1.3415391372511,-32.3043866057156,30.9628474684644,2,"object"
"V538",36.277,79.22,-7.1189,-1.5396739572012,4.9071375207756,-3.3674635635743,1,"face"
"V545",-31.728,86.52,-8.6537,7.4441387479508,-16.3024685133841,8.8583297654332,2,"object"
"V549",-38.942,-24.276,-17.752,9.6161802626601,-8.0770459937937,-1.5391342688663,1,"face"
"V554",-42.734,-20.115,-17.407,-1.4323018529026,6.3370341701895,-4.9047323172868,1,"face"
"V624",43.881,48.961,-6.4585,-11.9683670739219,-12.4352892724219,24.4036563463438,2,"object"
"V631",47.642,53.25,-5.8349,10.4820768909855,1.7997363455653,-12.2818132365508,1,"face"
"V6351",-27.901,56.197,-8.1323,8.4431978421159,18.43025288994,-26.873450732056,3,"place"
"V638",13.64,56.901,-6.6025,-0.927866402950993,12.4830495872001,-11.5551831842491,3,"place"
"V6492",-43.022,60.167,-8.2038,-3.0813722849212,14.6028615007846,-11.5214892158634,3,"place"
"V653",13.624,61.126,-6.1182,-0.203293140735811,-9.6599463155594,9.8632394562952,2,"object"
"V654",21.177,61.253,-5.8399,7.0946816324155,-6.7923460065947,-0.302335625820796,1,"face"
"V655",24.954,61.318,-5.7005,4.8182821607461,-1.9529160451472,-2.8653661155988,1,"face"
"V6661",17.386,65.415,-5.4946,1.4119890879189,4.7602822730238,-6.1722713609428,3,"place"
"V667",21.162,65.478,-5.3556,-5.1807042635104,-7.4721111086561,12.6528153721666,2,"object"
"V668",24.938,65.543,-5.2162,2.9051469235463,2.2410810536908,-5.1462279772372,1,"face"
"V669",28.715,65.606,-5.0772,5.0824513436972,17.3936107356333,-22.4760620793305,3,"place"
"V677",9.8178,69.513,-5.2887,-5.8162592414322,-15.8621230354836,21.6783822769158,2,"object"
"V678",13.594,69.576,-5.1497,13.5026602324135,-31.5952754552833,18.0926152228698,2,"object"
"V679",17.371,69.64,-5.0103,6.4946735382499,2.9301438005021,-9.4248173387521,1,"face"
"V680",24.923,69.768,-4.7319,-7.7264655104602,7.0024975617565,0.72396794870368,1,"face"
"V685",-39.291,72.907,-6.6125,-2.5749810199657,-4.8074255602433,7.3824065802091,1,"face"
"V688",6.0262,73.674,-4.9428,-3.1864120127466,-8.0356981043923,11.222110117139,2,"object"
"V691",17.355,73.865,-4.526,-4.8641899502535,-3.9517118070245,8.815901757278,1,"face"
"V6921",21.132,73.93,-4.3866,5.9281352511683,5.8511944500368,-11.7793297012053,3,"place"
"V6931",24.908,73.993,-4.2476,6.518897287131,-7.4857057577391,0.966808470608053,1,"face"
"V7031",21.117,78.155,-3.9023,-5.8227036438724,2.8838862284163,2.9388174154561,1,"face"
"V778",51.53,6.0248,-7.2507,-6.8634989577742,7.0221086971552,-0.158609739381065,1,"face"
"V791",-61.807,16.784,-9.9703,4.9095256604052,-5.564575701229,0.655050040823751,1,"face"
"V8171",51.409,39.828,-3.3763,4.6552869487364,-6.0328310860592,1.3775441373228,1,"face"
"V8211",51.394,44.053,-2.892,6.7551783576098,-9.0395849561155,2.2844065985057,1,"face"
"V8221",55.17,44.117,-2.7527,10.5619994078104,1.6307008345225,-12.1927002423329,1,"face"
"V8251",-61.913,46.362,-6.5795,9.2391468324112,-2.7203981712303,-6.5187486611809,1,"face"
"V827",-58.152,50.652,-5.9558,-3.5069354472794,1.2986988258174,2.2082366214619,1,"face"
"V833",36.243,56.474,-1.9946,-6.0651073730681,-2.6068795476266,8.6719869206948,1,"face"
"V834",40.019,56.537,-1.8556,-4.9061679938926,8.11212469059,-3.2059566966973,1,"face"
"V840",-54.406,59.165,-4.8482,-4.6463101754543,-2.8510652955272,7.4973754709815,1,"face"
"V843",40.004,60.762,-1.3713,-6.0562437097183,-1.2506582883497,7.306901998068,1,"face"
"V8491",24.883,64.733,-1.4438,12.8309722669887,-2.296701964447,-10.5342703025416,1,"face"
"V8552",32.421,69.086,-0.68073,-0.0301461979868705,1.9294361985373,-1.8992900005504,1,"face"
"V861",36.182,73.375,-0.057409,-2.0094445229128,3.314295785881,-1.3048512629682,1,"face"
"V8621",-46.914,76.195,-2.6332,11.9124230707522,-7.9134106284161,-3.999012442336,1,"face"
"V863",-43.137,76.259,-2.4939,-2.0574938447748,1.9306145849312,0.126879259843633,1,"face"
"V877",-43.152,80.484,-2.0096,-0.858045826175487,1.1035007198336,-0.245454893658203,1,"face"
"V878",-39.376,80.548,-1.8702,-6.6940360240694,6.6668644747738,0.0271715492955275,1,"face"
"V9651",-54.295,11.877,-6.4031,11.7153756544654,-5.3985816510779,-6.3167940033874,1,"face"
"V1014",-46.908,58.483,-0.79706,-1.6629606316036,6.1428743925696,-4.4799137609659,1,"face"
"V1024",39.934,64.178,2.8858,-1.9866790130264,-9.1606428657085,11.1473218787349,2,"object"
"V1029",-20.504,67.382,1.1455,6.4145361546793,-4.7278958263021,-1.6866403283772,1,"face"
"V10341",-50.73,71.096,0.51682,6.3055014403197,1.4396014324011,-7.7451028727208,1,"face"
"V1041",13.469,72.182,2.8808,2.0784834661661,6.3847917229185,-8.4632751890847,3,"place"
"V10421",17.245,72.246,3.0202,-1.4128485416018,-3.2560667425608,4.6689152841627,1,"face"
"V10431",21.021,72.309,3.1592,4.5073988746276,-2.0789171086138,-2.4284817660138,1,"face"
"V1050",9.6771,76.344,3.2261,-3.1139626320997,-4.9041743322169,8.0181369643167,1,"face"
"V1051",13.454,76.407,3.3651,-3.1979685391732,-0.267010592322915,3.4649791314961,1,"face"
"V10521",17.23,76.471,3.5045,-1.7822278969573,-10.521983096574,12.3042109935314,2,"object"
"V1059",-20.549,80.058,2.5974,-2.3960644528783,-16.8740776804263,19.2701421333047,2,"object"
"V1145",51.389,12.856,1.264,0.823614497460796,7.7958513958678,-8.6194658933286,3,"place"
"V11911",-54.516,57.546,2.697,-7.4120436209824,-2.7476384587724,10.1596820797548,1,"face"
"V1209",-16.783,66.636,5.0573,6.2469161760044,0.628696588797615,-6.8756127648021,1,"face"
"V1210",9.6522,67.083,6.0309,-5.1547675127837,7.4032530087375,-2.2484854959537,1,"face"
"V1211",17.205,67.211,6.3083,10.1666739667511,-7.4441541549146,-2.7225198118364,1,"face"
"V12161",-50.785,70.286,4.2893,-5.311444544971,2.8220354149614,2.4894091300095,1,"face"
"V1221",13.413,71.373,6.6536,-3.4431929250956,4.2215077969963,-0.778314871900681,1,"face"
"V12291",-13.036,75.15,6.1652,6.2122880302445,-1.8197338354297,-4.3925541948147,1,"face"
"V12321",2.0692,75.406,6.7211,3.626859265151,1.9911909656067,-5.6180502307577,1,"face"
"V1234",13.398,75.598,7.1379,8.7467365263638,-6.3022191606303,-2.4445173657334,1,"face"
"V1235",17.175,75.661,7.2769,-4.0174268445303,3.1782925377575,0.839134306772822,1,"face"
"V1241",-31.934,79.056,5.9534,-4.9177614027782,-0.950941493841247,5.8687028966195,1,"face"
"V12491",-35.725,83.217,6.2983,-3.6921125152603,8.4068047413309,-4.7146922260705,1,"face"
"V1256",5.8153,83.92,7.829,-2.9327000414958,-9.3376571165021,12.270357157998,2,"object"
"V1269",-31.979,91.732,7.4063,-2.6133414886156,-11.0212907812465,13.6346322698622,2,"object"
"V12791",6.2444,-52.101,-3.8972,-4.3940477560411,1.348409185556,3.0456385704851,1,"face"
"V1284",6.2293,-47.876,-3.4129,-11.3190067081805,-10.0788356955977,21.3978424037782,2,"object"
"V1373",51.228,41.624,8.4274,-3.6747049688699,5.8052321916781,-2.1305272228082,1,"face"
"V13791",51.213,45.849,8.9117,-2.4680681599087,10.4911803052842,-8.0231121453754,3,"place"
"V1396",-54.602,65.187,7.4393,4.9762295710377,4.2841090907538,-9.2603386617915,3,"place"
"V1397",-50.825,65.251,7.5787,-13.0814394651072,13.42858083887,-0.347141373762778,1,"face"
"V1398",-9.285,65.953,9.1081,12.6371546990018,-2.4272435923871,-10.2099111066147,1,"face"
"V13991",9.597,66.273,9.8033,5.6280844093942,-3.0443899342982,-2.583694475096,1,"face"
"V1400",13.373,66.337,9.9427,9.2179102034702,-11.1149222920403,1.89701208857,1,"face"
"V14011",17.15,66.4,10.082,0.904001801082778,7.4246150666781,-8.3286168677609,3,"place"
"V1405",-9.3001,70.178,9.5924,-0.128477888786047,2.7698702621255,-2.6413923733394,1,"face"
"V1410",-50.856,73.701,8.5473,3.0658542777157,8.590494162097,-11.6563484398128,3,"place"
"V1414",-5.5388,74.468,10.216,-13.4251304734877,1.5348863435971,11.8902441298905,2,"object"
"V1415",-1.7624,74.532,10.355,-3.4684117460145,5.3738749977294,-1.9054632517149,1,"face"
"V1421",-31.989,78.246,9.7268,13.1247305309731,3.2565486004578,-16.381279131431,1,"face"
"V14321",-32.004,82.471,10.211,-5.4465959313085,4.9626959462519,0.483899985056661,1,"face"
"V14331",-28.227,82.535,10.35,2.1686421588309,5.8034166276924,-7.9720587865233,3,"place"
"V1451",20.851,87.591,12.642,-3.0236497260021,4.4123974100691,-1.3887476840669,1,"face"
"V15181",51.37,-14.116,5.9037,1.2278348163716,2.5948552406405,-3.8226900570122,1,"face"
"V15491",51.158,45.039,12.684,8.3476338217978,-9.003649879085,0.656016057287142,1,"face"
"V1553",-54.596,47.476,9.2749,-3.50552777416,-2.8597783692618,6.3653061434218,1,"face"
"V1554",-47.044,47.603,9.553,-1.4946375901855,-19.9868302660822,21.4814678562678,2,"object"
"V1578",-43.313,60.343,11.145,5.1394463006666,7.6720009347031,-12.8114472353699,3,"place"
"V1579",13.333,61.301,13.231,-2.3388037893455,10.3476202916328,-8.0088165022872,3,"place"
"V15872",9.5419,65.463,13.576,-2.6935869670954,-3.0545975880847,5.7481845551802,1,"face"
"V1593",-50.896,68.666,11.835,0.0571959308812622,-10.42892601617,10.3717300852887,2,"object"
"V1594",-47.119,68.73,11.975,4.3997984287713,-3.9134221236353,-0.486376305136043,1,"face"
"V15992",13.303,69.752,14.2,-7.8542249899069,7.1679935588357,0.686231431071217,1,"face"
"V1600",28.409,70.008,14.756,-6.5257801061716,-7.8381984969008,14.3639786030725,2,"object"
"V1611",-43.373,77.245,13.083,6.1327407415752,14.3761591914373,-20.5088999330125,3,"place"
"V16121",-35.82,77.373,13.36,10.4719168926259,-11.3092614573715,0.837344564745561,1,"face"
"V1613",-32.044,77.437,13.499,4.9913643245792,-2.1211143571006,-2.8702499674786,1,"face"
"V1614",-28.268,77.5,13.639,9.4550087262546,-6.863157227254,-2.5918514990005,1,"face"
"V1624",-32.059,81.662,13.984,-6.871352207809,-1.5542173521458,8.4255695599548,1,"face"
"V1625",-28.283,81.725,14.123,9.9635347997624,-11.4843998742725,1.52086507451,1,"face"
"V1633",-16.969,86.142,15.025,6.146267984644,-1.2247058919839,-4.9215620926601,1,"face"
"V1639",-16.984,90.368,15.509,3.1087545287198,0.935406505790778,-4.0441610345105,1,"face"
"V1653",-8.9564,-58.201,2.6088,-2.6591021970932,3.9597136678334,-1.3006114707402,1,"face"
"V1669",25.016,-53.401,4.3441,-2.1624886232237,11.4291130865509,-9.2666244633271,3,"place"
"V1713",-39.289,-24.91,5.3706,-4.7819059978894,-3.7625042584173,8.5444102563067,1,"face"
"V1799",32.16,60.811,17.699,-7.5384639281845,7.4007543703935,0.137709557790929,1,"face"
"V1805",-20.725,64.142,16.237,11.8154071375821,-6.4263460594613,-5.3890610781207,1,"face"
"V1807",13.263,64.717,17.489,12.3344381042398,-11.9580615733958,-0.376376530843958,1,"face"
"V1808",32.145,65.037,18.184,0.156399871718597,1.3472057472,-1.5036056189186,1,"face"
"V18101",-50.951,67.857,15.609,-5.73497365377,9.0514930243194,-3.3165193705494,1,"face"
"V1811",-47.174,67.92,15.748,-3.4241879131266,1.7709870693035,1.6532008438231,1,"face"
"V1816",13.248,68.942,17.973,5.0799821095361,10.7767707459585,-15.8567528554946,3,"place"
"V1824",-35.86,72.337,16.649,-0.194046644372328,1.6158471978244,-1.421800553452,1,"face"
"V1829",-9.4256,72.784,17.623,-3.5373205397416,3.955188028938,-0.417867489196328,1,"face"
"V18341",13.233,73.168,18.457,4.9143861111539,-6.1677487313652,1.2533626202112,1,"face"
"V1839",-35.876,76.562,17.133,-14.0806562954943,19.0771463777327,-4.9964900822384,3,"place"
"V1840",-28.323,76.691,17.412,-4.7870705079415,2.8245626499024,1.962507858039,1,"face"
"V18471",32.1,77.712,19.637,-6.4660510536028,0.667680732644242,5.7983703209585,1,"face"
"V1849",-39.667,80.724,17.479,8.6223094681236,-1.2522407888408,-7.3700686792827,1,"face"
"V1863",16.964,85.907,20.049,-4.9889517055684,6.3688968041152,-1.3799450985468,1,"face"
"V18641",-13.263,89.622,19.421,-5.6034346312144,-1.7551873434208,7.3586219746352,1,"face"
"V1875",9.8704,-58.692,7.0764,2.9654796309243,3.3255738013562,-6.2910534322806,1,"face"
"V1876",13.647,-58.628,7.2158,1.8819072043616,-3.5524073644833,1.6705001601217,1,"face"
"V1891",-24.147,-50.816,6.794,-0.690985125098841,-0.207401082491132,0.898386207589973,1,"face"
"V19231",-46.882,-30.073,8.3803,-3.400442954527,2.18595676353,1.214486190997,1,"face"
"V1925",43.752,-28.539,11.719,-4.5368555210358,4.8458736765065,-0.309018155470684,1,"face"
"V1944",54.99,-2.9959,15.042,5.4074614845676,-6.138639784494,0.731178299926449,1,"face"
"V2003",-28.332,63.204,19.732,-4.830504931336,8.6922068667292,-3.8617019353931,1,"face"
"V2015",-1.9128,67.877,21.19,17.8382877785342,-9.6760542706482,-8.1622335078859,1,"face"
"V2022",-35.916,71.528,20.422,-1.3672847416431,2.19237617571,-0.825091434066909,1,"face"
"V2028",-5.7044,72.038,21.535,-1.7263330108174,-5.3948604921949,7.1211935030123,1,"face"
"V2029",-1.928,72.102,21.674,-3.1997487605889,7.7194863900041,-4.5197376294151,1,"face"
"V2031",13.178,72.358,22.23,-0.311823002694181,4.8961653118755,-4.5843423091814,1,"face"
"V2042",-17.049,76.072,21.602,1.5543252870162,4.8148069188534,-6.3691322058696,3,"place"
"V2045",-1.9431,76.328,22.158,8.2986788752008,-8.7591543335532,0.460475458352411,1,"face"
"V2049",16.939,76.647,22.854,-6.5432796495195,10.6322985275869,-4.0890188780673,1,"face"
"V2058",13.147,80.809,23.199,3.675855415441,1.0488004159567,-4.7246558313978,1,"face"
"V2059",16.924,80.872,23.338,3.7642739127615,-3.9197684376315,0.155494524869957,1,"face"
"V2091",-1.5291,-55.468,10.917,-1.9761491761338,2.2311367257486,-0.254987549614767,1,"face"
"V2096",-9.097,-51.37,11.123,1.8495775368244,6.6451273402821,-8.4947048771065,3,"place"
"V2098",2.2322,-51.179,11.54,4.0938806405206,0.293054489875836,-4.3869351303965,1,"face"
"V2117",-31.786,-43.303,11.257,1.2652826126295,-5.3852525558695,4.1199699432399,1,"face"
"V2132",43.712,-33.575,15.007,1.2322277785292,13.4249227070785,-14.6571504856078,3,"place"
"V2133",-50.713,-30.947,12.015,7.5116893547272,-4.8097223508883,-2.7019670038388,1,"face"
"V2134",-46.937,-30.883,12.154,6.6763948079048,-6.5502365852861,-0.126158222618659,1,"face"
"V21361",43.697,-29.349,15.492,-7.0257802565583,0.554677806568796,6.4711024499896,1,"face"
"V2139",-46.952,-26.657,12.638,-4.142458648457,1.0401531448998,3.1023055035572,1,"face"
"V2203",-58.584,57.658,21.908,-5.5253603725486,-2.0719572896224,7.597317662171,1,"face"
"V22041",-54.807,57.722,22.047,1.5220978563835,5.1940739506851,-6.7161718070687,3,"place"
"V2213",-9.5057,62.714,24.2,5.968098642218,-0.889397844326572,-5.0787007978914,1,"face"
"V2214",-5.7293,62.777,24.339,-4.8383958556599,-0.300396019114918,5.1387918747748,1,"face"
"V2225",-5.7444,67.004,24.823,-1.4651359423612,2.0901312476886,-0.624995305327366,1,"face"
"V2230",32.02,67.642,26.214,6.4770794171138,-18.2456670218298,11.7685876047159,2,"object"
"V2255",-24.657,75.135,25.097,-2.3107523042889,4.4144264525612,-2.1036741482722,1,"face"
"V22991",-39.379,-48.466,14.268,-2.6923292384504,3.6489389347327,-0.956609696282263,1,"face"
"V23041",2.1619,-47.764,15.797,-1.0603570826913,4.037774456568,-2.9774173738766,1,"face"
"V2369",47.236,20.608,25.216,-1.4060807547901,9.875238908454,-8.4691581536639,3,"place"
"V24011",-51.071,52.75,25.474,-4.5341141619423,-5.6984493657268,10.2325635276692,1,"face"
"V2421",-39.787,65.619,27.345,9.197733535296,-9.4792571896866,0.281523654390578,1,"face"
"V24241",-9.576,66.129,28.457,5.4041233333635,2.5026834978611,-7.9068068312247,1,"face"
"V2435",-39.802,69.844,27.829,-1.9596526715608,1.7230139873357,0.236638684225117,1,"face"
"V24371",-28.473,70.036,28.246,-0.928271240738697,3.5548905377278,-2.6266192969891,1,"face"
"V2456",-28.503,78.486,29.215,-7.3991634736305,22.4392177461961,-15.0400542725656,3,"place"
"V24611",-24.742,82.775,29.838,-8.9165243930564,-5.174811810662,14.0913362037184,2,"object"
"V24861",-5.4461,-48.701,19.292,0.496915056381542,3.6748002629513,-4.1717153193328,1,"face"
"V24981",5.8679,-44.285,20.194,9.570152759726,-14.0955842169311,4.525431457205,1,"face"
"V25922",58.435,41.117,31.828,-0.91111077616305,-0.341469318963774,1.2525800951268,1,"face"
"V26211",-47.365,56.23,29.871,-5.8014320918103,12.90913447174,-7.1077023799296,1,"face"
"V26891",-5.4862,-53.736,22.581,-1.3072375116811,0.541875076392579,0.765362435288561,1,"face"
"V2697",-5.5013,-49.511,23.066,-2.5543939190465,4.3821684589839,-1.8277745399373,1,"face"
"V2706",-9.2928,-45.35,23.411,-2.214785515634,-0.116477470584086,2.3312629862181,1,"face"
"V2862",-5.8797,56.122,35.174,4.8371543923941,0.616834996055175,-5.4539893884493,1,"face"
"V2880",43.198,61.178,37.466,8.0011578270879,-3.2537027562732,-4.7474550708146,1,"face"
"V3054",-54.983,41.807,35.685,6.2830534056289,0.919191557645265,-7.2022449632742,1,"face"
"V3084",-2.1433,51.151,38.601,-2.2154726693111,5.5338844177564,-3.3184117484452,1,"face"
"V3096",-47.475,54.61,37.417,9.8982241879557,1.7285513221058,-11.6267755100616,1,"face"
"V3104",43.158,56.144,40.755,-9.9963317712217,17.9617671026967,-7.9654353314748,3,"place"
"V3123",-36.191,67.478,39.287,-1.2252265197752,5.5702287816547,-4.3450022618794,1,"face"
"V3139",-5.6117,-51.13,30.611,1.6628185543795,9.0187469897277,-10.6815655441074,3,"place"
"V3157",-20.763,-38.71,31.508,-0.547456983979163,4.3781647321312,-3.8307077481521,1,"face"
"V3166",-32.107,-34.676,31.575,-9.9287758198152,16.5395176128706,-6.6107417930553,3,"place"
"V3176",-20.793,-30.26,32.477,-5.7371929403169,-8.5804336412263,14.3176265815432,2,"object"
"V31921",-35.929,-22.064,32.889,-11.6621105965607,10.1785926293761,1.4835179671846,1,"face"
"V3196",28.27,-20.979,35.254,-6.6236528790435,-1.1915975217539,7.8152504007974,1,"face"
"V32131",-43.527,-9.5161,34.064,1.6554586824435,2.4943579124669,-4.1498165949105,1,"face"
"V3306",46.91,46.947,43.697,-9.335075666461,-7.330297079321,16.6653727457821,2,"object"
"V33461",-9.8118,67.115,44.034,3.2504420612169,14.9515360374445,-18.2019780986615,3,"place"
"V33641",13.17,-38.945,36.533,2.9619302650211,-0.337292534814217,-2.6246377302069,1,"face"
"V33741",-32.177,-31.261,35.833,4.619950407024,5.6367439974244,-10.2566944044485,3,"place"
"V3376",-20.848,-31.069,36.249,-1.8771521847145,-5.3069377314507,7.1840899161652,1,"face"
"V3383",-35.969,-27.1,36.178,-7.6378788112023,5.4413062162122,2.19657259499,1,"face"
"V3386",-20.863,-26.844,36.734,-5.6153941113849,11.2725529921058,-5.6571588807208,1,"face"
"V3406",-24.67,-18.457,37.563,7.8631731453234,8.5641748045865,-16.42734794991,3,"place"
"V3412",-39.791,-14.487,37.492,-5.265138723252,0.247206689266585,5.0179320339855,1,"face"
"V34131",-36.014,-14.424,37.631,3.073705263535,2.7124358796457,-5.7861411431808,1,"face"
"V3414",-24.685,-14.232,38.047,-4.1626269068048,-1.5276662863564,5.6902931931613,1,"face"
"V34212",-39.806,-10.262,37.976,-5.0637318961971,0.394269581915611,4.6694623142815,1,"face"
"V3543",-32.48,53.247,45.519,-4.3186144886535,-5.0922799443933,9.4108944330468,1,"face"
"V3584",-5.8128,-27.398,41.063,-8.9145247270114,9.9774155209294,-1.0628907939179,1,"face"
"V3606",-32.293,-15.169,41.543,-4.4372730803455,2.0280943516478,2.4091787286977,1,"face"
"V3607",-24.74,-15.042,41.821,-2.1355976085035,5.1519543187824,-3.0163567102789,1,"face"
"V36141",-32.308,-10.944,42.027,-1.3795430288469,4.869129008985,-3.489585980138,1,"face"
"V3615",-28.532,-10.88,42.166,-1.8557228919588,4.672032412152,-2.8163095201932,1,"face"
"V3766",-5.8377,-36.659,43.868,0.489179756154596,5.4125219482069,-5.9017017043615,3,"place"
