"","x","y","z","face","place","object","cluster","category"
"V2842",-46.526,56.752,17.692,-0.921456321093797,-3.0326811329488,3.9541374540426,3,"object"
"V28581",-27.986,64.542,20.048,-1.8600269334925,-15.7526199675595,17.612646901052,3,"object"
"V2937",-1.7723,-59.191,6.8086,8.6395229651402,-0.565751991929945,-8.0737709732103,1,"face"
"V2972",-39.842,-42.115,6.9088,7.9896209688774,-6.7136284958764,-1.275992473001,1,"face"
"V3045",48.12,29.389,23.245,6.7887291695209,6.7069027448714,-13.4956319143924,1,"face"
"V30551",44.149,36.539,24.057,4.3054910883861,-1.3117008077578,-2.9937902806282,1,"face"
"V3079",-57.596,48.172,19.249,-3.8685300411249,-0.258403678218342,4.1269337193432,3,"object"
"V3086",-5.177,53.295,23.386,5.3062414339141,3.5338591949564,-8.8401006288706,1,"face"
"V3118",-24.377,67.276,24.238,-6.1488847140208,-3.9068327419447,10.0557174559656,3,"object"
"V3201",16.845,-56.03,12.028,-9.4390695864578,4.9218506519053,4.5172189345524,2,"place"
"V3248",-2.5742,-34.793,13.95,-1.0235867975072,-14.2829813674002,15.3065681649075,3,"object"
"V3249",1.1779,-34.686,14.207,9.784249620969,-10.5472549507526,0.763005329783466,1,"face"
"V32741",-55.981,-7.2577,14.625,5.3035869646584,-2.1338038401625,-3.1697831244958,1,"face"
"V33531",-9.0719,55.815,27.061,8.676462891046,-8.6287249198752,-0.0477379711707998,1,"face"
"V3441",5.5558,-57.352,14.654,-7.401924358829,9.4612831187757,-2.0593587599467,2,"place"
"V3447",-20.818,-54.471,13.387,-6.1123115041957,3.0605652938495,3.0517462103462,2,"place"
"V3455",27.958,-53.084,16.733,-1.1764510999914,-16.5779413570975,17.754392457089,3,"object"
"V34611",27.848,-49.455,17.267,14.3348442496982,-6.7679697372525,-7.5668745124456,1,"face"
"V3577",-4.8038,36.777,28.043,16.1996660927681,-10.671630406248,-5.52803568652,1,"face"
"V3582",-4.9137,40.406,28.578,-10.8441014507955,11.9484977957617,-1.1043963449662,2,"place"
"V3591",32.497,45.101,31.686,-5.3314009906463,16.5182548881674,-11.186853897521,2,"place"
"V36341",-16.939,65.486,31.549,-12.4965661851825,19.0860699157437,-6.5895037305612,2,"place"
"V3641",39.342,67.087,35.409,5.093801214785,2.1643642187364,-7.2581654335214,1,"face"
"V3687",20.421,-54.299,19.616,10.9710823655153,-5.2593791944806,-5.7117031710346,1,"face"
"V3688",24.173,-54.191,19.873,8.7808461359044,-7.9232507450084,-0.857595390895911,1,"face"
"V3707",-21.181,-44.587,18.39,1.6982835191374,7.9143688373096,-9.6126523564471,1,"face"
"V3737",38.303,-24.736,25.181,14.1596710879825,-5.6385787262214,-8.521092361761,1,"face"
"V37381",42.055,-24.63,25.438,-8.874679313486,16.141164956233,-7.2664856427469,2,"place"
"V3825",-53.723,38.017,28.631,3.1439452309053,-19.0701442000973,15.9261989691919,3,"object"
"V38441",32.354,47.729,35.619,-14.6939427092839,8.5817581525774,6.1121845567065,2,"place"
"V39031",-17.081,68.113,35.482,-4.2219335613042,-12.0197347625254,16.2416683238296,3,"object"
"V39051",1.6787,68.646,36.768,6.828226933071,4.4621067727704,-11.2903337058414,1,"face"
"V3907",16.687,69.073,37.797,11.1060007052925,-10.5249166009722,-0.581084104320253,1,"face"
"V39201",20.219,76.437,39.125,7.8676412961821,-3.6362581219441,-4.231383174238,1,"face"
"V3948",-21.214,-45.588,21.787,4.5224845318533,6.4209983086407,-10.9434828404941,1,"face"
"V4067",-4.6503,27.516,33.769,10.1624949286148,3.5027652540271,-13.665260182642,1,"face"
"V41061",28.569,46.62,38.759,6.1570191338655,2.529522861211,-8.6865419950765,1,"face"
"V4249",-52.252,-14.787,27.94,-0.309980138689285,12.6409048264841,-12.3309246877948,1,"face"
"V4367",-9.0944,48.18,40.118,-5.8707318125655,-4.9075751000253,10.7783069125908,3,"object"
"V47021",23.162,-29.17,37.743,-4.3691397247319,-10.0948391971233,14.4639789218553,3,"object"
"V4742",-26.163,-12.415,37.072,-4.9101119096338,-6.9345083402317,11.8446202498656,3,"object"
"V47681",37.292,0.2858,43.05,8.093915593905,3.8615530838232,-11.9554686777283,1,"face"
"V4927",4.6985,-41.591,38.25,-5.9634058661658,-12.4253613410262,18.3887672071921,3,"object"
"V4945",23.129,-30.172,41.141,-7.383930354797,13.9306175877512,-6.5466872329541,2,"place"
"V4946",26.881,-30.066,41.398,-10.0605355841705,-4.1457682480953,14.2063038322658,3,"object"
"V5000",41.23,-7.8668,45.636,6.6551981994369,1.1519047644444,-7.8071029638813,1,"face"
"V5012",33.507,-0.82305,46.191,9.3196645888561,1.2462394174687,-10.5659040063249,1,"face"
"V5018",-4.1235,1.7384,44.153,5.3951982090881,-1.6614152919463,-3.7337829171418,1,"face"
"V5028",-0.48133,5.4737,44.945,4.2309053017379,-12.4345239849564,8.2036186832184,3,"object"
"V5074",-38.551,22.549,45.045,2.7338974452365,-11.936015245805,9.2021178005684,3,"object"
"V5078",28.986,24.47,49.676,4.4674376767424,-0.156053095564088,-4.3113845811783,1,"face"
"V5222",-37.595,-11.109,43.63,-5.7470554581959,11.0749671421103,-5.3279116839142,2,"place"
"V5232",33.693,-9.0819,48.519,20.4158757846808,-17.3904135139669,-3.0254622707139,1,"face"
"V5254",40.978,-1.6111,50.104,-6.5427915385248,10.3415363304894,-3.7987447919646,2,"place"
"V5469",-37.848,-4.8539,48.098,5.0233332787253,4.5570614824207,-9.580394761146,1,"face"
"V5549",13.802,25.669,55.979,-2.0535632095249,3.1319527931036,-1.0783895835787,2,"place"
"V5578",-24.048,35.487,55.009,3.5159344151495,-1.3494611581217,-2.1664732570278,1,"face"
"V5603",20.647,47.654,59.701,-5.0258773473847,20.7495662143587,-15.7236888669739,2,"place"
"V56231",-7.2059,-26.773,50.346,-9.4523030776088,9.9536618131827,-0.501358735573859,2,"place"
"V5631",-11.287,-15.994,51.693,-6.1853752313251,10.3206032720984,-4.1352280407732,2,"place"
"V5638",-7.6453,-12.259,52.485,-8.0643862244339,8.3689174766466,-0.30453125221271,2,"place"
"V5704",-16.028,16.556,56.248,7.1917742549386,-2.956016376434,-4.2357578785046,1,"face"
"V5715",25.135,21.359,59.614,-7.1456555469038,7.1571362918071,-0.0114807449033311,2,"place"
"V5745",17.301,32.031,60.703,1.5186708375157,8.9123998336449,-10.4310706711607,1,"face"
"V5770",7.4396,-16.462,56.377,6.2680788940611,-0.0654977506287017,-6.2025811434324,1,"face"
