"","x","y","z","face","place","object","cluster","category"
"V6541",-40.548,42.105,-14.409,3.7367274675166,-14.4362718872815,10.6995444197649,1,"object"
"V656",17.127,44.656,-17.014,3.6387797011431,-2.04216637791,-1.5966133232331,2,"face"
"V6651",-29.916,46.333,-14.74,-2.5877490685797,9.421049782026,-6.8333007134462,3,"place"
"V6662",34.968,49.203,-17.67,-3.1939829507576,-15.0605656599873,18.2545486107449,1,"object"
"V6751",-37.307,49.764,-14.257,1.5467959899165,-19.0593778522118,17.5125818622952,1,"object"
"V689",12.976,55.746,-16.378,2.9262190463178,-13.667452386049,10.7412333397312,1,"object"
"V699",-44.881,56.945,-13.616,8.7960458879202,2.0223889427388,-10.8184348306592,2,"face"
"V700",-41.277,57.104,-13.779,-1.2784248618549,-6.5012993010798,7.7797241629347,1,"object"
"V710",-45.063,60.694,-13.459,-2.0244307187716,14.6906532571506,-12.6662225383789,3,"place"
"V711",-41.459,60.854,-13.621,1.5057735105897,-14.0016358281408,12.4958623175511,1,"object"
"V722",16.216,63.405,-16.226,-5.3675954315213,10.8558885874642,-5.4882931559428,3,"place"
"V723",19.82,63.565,-16.389,4.7324500017742,-15.5533405636522,10.820890561878,1,"object"
"V729",-41.641,64.604,-13.464,5.1698636379629,-16.0048088804006,10.8349452424377,1,"object"
"V7301",-38.036,64.763,-13.627,-5.3626764305321,17.0882946469624,-11.7256182164302,3,"place"
"V742",16.034,67.155,-16.068,-4.6509222581826,-7.4123455055699,12.0632677637525,1,"object"
"V743",19.638,67.314,-16.23,8.7185751977313,-15.8194362542241,7.1008610564927,1,"object"
"V7491",-23.8,69.151,-14.12,-4.8802176330365,15.833742221613,-10.9535245885764,3,"place"
"V7571",15.851,70.905,-15.911,-7.1058673519052,9.5103891140754,-2.4045217621702,3,"place"
"V769",-4.2196,-31.852,-15.16,0.945160047643554,-12.7037962104276,11.758636162784,1,"object"
"V901",28.364,40.99,-13.793,7.5707726677309,-17.9341813590689,10.363408691338,1,"object"
"V906",28.182,44.741,-13.636,5.505788821178,7.2200499375323,-12.7258387587103,2,"face"
"V9151",35.209,48.809,-13.804,0.929998116256139,-10.537907021666,9.6079089054098,1,"object"
"V916",38.814,48.969,-13.967,-2.1995997280447,14.593831044712,-12.3942313166672,3,"place"
"V925",35.027,52.559,-13.647,-5.4802028610157,-8.5488013159477,14.0290041769635,1,"object"
"V926",38.632,52.718,-13.809,-0.946393963616124,7.993095082053,-7.0467011184369,3,"place"
"V928",49.446,53.197,-14.297,-1.8515774987679,-12.992316709142,14.84389420791,1,"object"
"V934",-44.458,52.801,-9.9078,-7.2822437796534,7.655396058018,-0.373152278364602,3,"place"
"V9381",31.24,56.15,-13.326,1.9513578850375,-18.5403635232615,16.5890056382239,1,"object"
"V939",34.845,56.309,-13.489,-1.2387744495711,8.7999512729358,-7.5611768233646,3,"place"
"V954",31.058,59.899,-13.169,5.0557820544141,1.4538142830495,-6.5095963374637,2,"face"
"V959",-44.822,60.3,-9.593,8.7562606517664,-9.1174361864539,0.361175534687502,2,"face"
"V960",-41.217,60.461,-9.7553,6.8639753883203,0.893563480972038,-7.7575388692923,2,"face"
"V961",-37.613,60.62,-9.9187,7.3911366637594,-4.9182803120868,-2.4728563516725,2,"face"
"V970",12.852,62.852,-12.197,9.9998745348823,-5.304561608427,-4.6953129264552,2,"face"
"V971",30.876,63.649,-13.011,5.5164387630097,0.661809164830821,-6.1782479278405,2,"face"
"V973",-41.4,64.21,-9.5979,6.6904500940482,-3.5052554932288,-3.1851946008194,2,"face"
"V975",-34.19,64.529,-9.9238,-5.7788734284624,5.8289313180434,-0.0500578895809478,3,"place"
"V978",-23.376,65.007,-10.412,-1.2459814986081,-14.9029145485514,16.1488960471596,1,"object"
"V989",16.275,66.761,-12.202,0.315670204090055,-12.8969724393038,12.5813022352137,1,"object"
"V9901",19.88,66.921,-12.366,6.636962755357,-13.794186580383,7.1572238250259,1,"object"
"V9972",-27.163,68.598,-10.092,-3.5603971160469,-5.6634839149285,9.2238810309755,1,"object"
"V9981",-23.559,68.757,-10.255,-6.2058493755674,5.4869186412009,0.71893073436652,3,"place"
"V1006",12.488,70.352,-11.882,-4.8610399233997,8.4191141043157,-3.558074180916,3,"place"
"V1007",19.697,70.67,-12.207,0.389435282136027,5.4745596610702,-5.8639949432062,3,"place"
"V1022",15.91,74.261,-11.887,-5.4955144565296,-1.8347208934313,7.3302353499609,1,"object"
"V10291",-16.714,76.576,-10.264,-3.8498902919826,-5.8466416128369,9.6965319048195,1,"object"
"V1089",49.18,-11.105,-12.947,-0.58790871419175,14.4999747231463,-13.9120660089545,3,"place"
"V11521",-57.541,29.27,-6.3369,-10.2300298182274,10.3539676864662,-0.12393786823881,3,"place"
"V11532",-14.286,31.184,-8.2896,3.8745971845623,1.7880099112794,-5.6626070958418,2,"face"
"V1202",-26.193,53.204,-6.8559,4.1832833145479,3.7415007440287,-7.9247840585766,2,"face"
"V1205",31.482,55.756,-9.4602,-4.5495007246169,-6.8581652083496,11.4076659329665,1,"object"
"V1207",45.9,56.394,-10.112,12.9828189641085,-13.0193215728298,0.0365026087213454,2,"face"
"V12171",24.09,59.187,-8.977,2.1161921099653,-13.3793599745144,11.2631678645491,1,"object"
"V12181",31.299,59.505,-9.3028,3.9165733639565,-2.3241706158407,-1.5924027481158,2,"face"
"V1222",45.718,60.143,-9.9544,8.5244290276267,-3.9440423240239,-4.5803867036027,2,"face"
"V1223",49.323,60.302,-10.117,11.4474267432276,-3.1510751118899,-8.2963516313376,2,"face"
"V12292",-22.953,60.864,-6.7035,16.1977365454052,-6.4981375380083,-9.6995990073969,2,"face"
"V12341",20.303,62.777,-8.6572,7.1986423105207,-6.212340476982,-0.986301833538665,2,"face"
"V12461",-23.135,64.613,-6.5461,-6.4249121308244,5.8859063572858,0.539005773538554,3,"place"
"V1252",12.912,66.208,-8.174,-9.2271646206838,0.776704920601647,8.4504597000822,1,"object"
"V1253",20.121,66.527,-8.4998,8.3532441374755,7.753744668839,-16.1069888063146,2,"face"
"V12631",-23.317,68.364,-6.3886,13.2269410490235,-3.9280218013853,-9.2989192476381,2,"face"
"V1270",16.334,70.117,-8.179,5.5552999026364,-13.3755574355305,7.820257532894,1,"object"
"V1271",19.939,70.276,-8.3415,-3.5226625635652,5.3781566002715,-1.8554940367063,3,"place"
"V12861",12.547,73.708,-7.8592,15.5067725382287,-16.9223804109793,1.4156078727506,2,"face"
"V12871",16.152,73.867,-8.0216,-2.2486222327326,-3.6866551922566,5.9352774249893,1,"object"
"V1293",-27.286,75.704,-5.9104,-4.6213793555712,-1.2343885229495,5.8557678785208,1,"object"
"V1302",12.365,77.458,-7.7007,-4.8924860330227,-5.4934217658799,10.3859077989027,1,"object"
"V1303",15.97,77.617,-7.8641,-2.5327638026745,8.7301126324843,-6.1973488298097,3,"place"
"V1308",-31.073,79.294,-5.5906,-5.8786710763145,9.7277644658792,-3.8490933895647,3,"place"
"V1309",-27.469,79.453,-5.7531,5.8825072920432,-22.3959287296114,16.5134214375682,1,"object"
"V13961",56.084,0.070342,-8.935,0.6598593212056,-9.2324416857781,8.5725823645725,1,"object"
"V1525",45.777,63.5,-5.9301,-7.0165682959403,-5.1013359926692,12.1179042886096,1,"object"
"V1526",-55.336,62.785,-1.2157,6.8123606408626,4.7768781175898,-11.5892387584524,2,"face"
"V15391",41.99,67.09,-5.6103,6.7301983589037,-13.6515700482142,6.9213716893104,1,"object"
"V1540",45.595,67.249,-5.7727,-3.631224616647,-6.595573165963,10.2267977826101,1,"object"
"V15941",-27.227,79.059,-1.8873,8.0715925608217,-4.0234947324442,-4.0480978283774,2,"face"
"V1615",26.66,85.201,-4.1717,5.0064093906473,5.0916456470899,-10.0980550377374,2,"face"
"V1661",43.547,-34.71,-5.8361,-2.2181618985509,-3.8192816076076,6.0374435061585,1,"object"
"V17131",49.299,-4.3923,-4.9011,-5.7137195975843,6.3274015375936,-0.613681940009294,3,"place"
"V1714",52.903,-4.2328,-5.0638,-0.249584128037157,-8.755508325114,9.0050924531511,1,"object"
"V17171",45.512,-0.80185,-4.5807,-4.734187153114,2.3208004203609,2.4133867327531,3,"place"
"V17182",56.326,-0.32354,-5.069,-1.9989274271367,-3.7103836289673,5.709311056104,1,"object"
"V1721",41.725,2.7886,-4.2604,-3.5204700319684,-2.645688085552,6.1661581175205,1,"object"
"V1762",-64.633,35.663,2.0354,-4.6297908619998,1.6766793743049,2.9531114876949,3,"place"
"V1768",-61.21,39.573,2.0303,-10.7031857288254,16.6343397369799,-5.9311540081545,3,"place"
"V17731",-64.997,43.163,2.3506,1.1469722986176,14.4360294440659,-15.5830017426836,3,"place"
"V1826",-44.462,66.619,2.3194,6.0330656381683,-3.0552808413754,-2.9777847967929,2,"face"
"V1836",-51.854,70.05,2.8025,10.8016495583634,-6.1794124750458,-4.6222370833175,2,"face"
"V1837",-48.249,70.209,2.6397,7.4912673270698,-6.7739191173376,-0.717348209732165,2,"face"
"V2077",-57.911,50.588,6.2059,6.2580193451277,-0.649634529779473,-5.6083848153482,2,"face"
"V2088",-18.442,56.092,4.5731,-4.2968715693043,-10.6703710301141,14.9672425994184,1,"object"
"V20961",49.864,62.871,1.6382,-3.9459452252144,1.7155873892678,2.2303578359465,3,"place"
"V2121",13.453,68.776,3.5809,5.08565024053,-0.805316306953491,-4.2803339335765,2,"face"
"V2130",-15.566,71.25,5.0405,-3.5607739470041,-6.1018389951622,9.6626129421664,1,"object"
"V2144",-22.958,74.681,5.5237,10.5706793257781,-7.9055596542649,-2.6651196715131,2,"face"
"V23042",-63.603,23.626,9.2942,5.2853934267606,0.622193444238468,-5.9075868709991,2,"face"
"V23242",-57.123,38.944,9.599,-4.5584154299835,1.821182494038,2.7372329359455,3,"place"
"V2333",-57.487,46.445,9.9142,-5.665942142088,4.9435482776035,0.722393864484522,3,"place"
"V23351",-46.673,46.922,9.4258,-6.1759265392814,6.9289556680101,-0.753029128728699,3,"place"
"V2342",-54.065,50.353,9.9089,-2.3050887639057,-4.0189458134754,6.3240345773811,1,"object"
"V2343",-50.46,50.513,9.7461,-2.0111608912857,2.7491659666961,-0.738005075410438,3,"place"
"V2347",-57.852,53.944,10.229,-5.0312936607348,5.671936552632,-0.64064289189714,3,"place"
"V2348",-54.247,54.104,10.067,-1.5343771531127,4.6398717414424,-3.1054945883297,3,"place"
"V2350",-7.3865,56.177,7.9506,-2.7176759220908,-4.7709594441254,7.4886353662163,1,"object"
"V23561",-58.034,57.694,10.387,2.0317602268141,3.4461164371897,-5.4778766640039,3,"place"
"V2359",-43.615,58.332,9.7358,-4.8193026542874,-8.2702976235208,13.0896002778083,1,"object"
"V23681",-43.798,62.082,9.8934,3.241208290221,-1.3652141314061,-1.8759941588149,2,"face"
"V23691",-40.193,62.241,9.7306,3.1855132050832,-0.398278535617097,-2.7872346694661,2,"face"
"V2378",-40.375,65.99,9.8881,3.2837280170589,-1.4657902216067,-1.8179377954522,2,"face"
"V2387",13.695,68.383,7.4466,8.6487503186129,-2.6213812875654,-6.0273690310474,2,"face"
"V24111",-44.344,73.331,10.366,4.8321881636054,5.0407188946813,-9.8729070582868,2,"face"
"V24121",-40.74,73.491,10.203,12.2831821849216,-7.4069948444347,-4.8761873404867,2,"face"
"V24242",-37.317,77.4,10.198,5.6230484508887,0.808795615550177,-6.4318440664388,2,"face"
"V2427",-26.503,77.878,9.7098,1.5559447347992,-10.9214533817478,9.3655086469485,1,"object"
"V2428",-22.899,78.038,9.5471,6.1191757957434,-10.0012198112464,3.8820440155029,2,"face"
"V2436",13.148,79.632,7.9194,-7.1710699042342,9.3270884266572,-2.156018522423,3,"place"
"V2442",-26.685,81.629,9.8674,-2.5274967544475,-7.0743393561023,9.6018361105498,1,"object"
"V2615",-53.277,38.71,13.302,-4.8183127601545,9.8451287330197,-5.0268159728651,3,"place"
"V26161",-49.672,38.87,13.139,1.0986123343185,-12.1311332837135,11.032520949395,1,"object"
"V26212",-57.064,42.3,13.622,3.0119630868025,-11.6440583189723,8.6320952321697,1,"object"
"V2631",-53.823,49.96,13.775,-2.7905852233201,-6.6965293335761,9.4871145568963,1,"object"
"V26321",-50.219,50.12,13.612,-2.6416384357224,5.6855637580198,-3.0439253222974,3,"place"
"V2640",-50.401,53.869,13.77,-5.4977331483762,8.4452354558056,-2.9475023074293,3,"place"
"V2641",46.925,58.174,9.3748,-1.3358828105104,-6.5541532809033,7.8900360914138,1,"object"
"V2642",50.529,58.334,9.2121,3.6295932447953,-9.2492612306218,5.6196679858264,2,"face"
"V2648",-39.769,58.097,13.439,-5.7152755790785,0.34776293616602,5.3675126429125,1,"object"
"V2649",50.347,62.084,9.3697,-3.4457873897079,-2.7702870708298,6.2160744605378,1,"object"
"V2656",-39.952,61.847,13.596,5.8636809335075,-3.3950607686497,-2.4686201648578,2,"face"
"V2659",14.118,64.239,11.155,2.205551423044,-7.136259567919,4.930708144875,2,"face"
"V26741",13.936,67.989,11.312,-3.5693690567147,-0.809834558651174,4.3792036153659,1,"object"
"V26892",13.754,71.738,11.47,-5.7883582674165,5.2411174188084,0.547240848608046,3,"place"
"V2690",28.172,72.376,10.819,-5.7679503666325,-0.854194039319504,6.622144405952,1,"object"
"V2694",49.8,73.333,9.8424,-1.4558284847466,-5.3231261540726,6.7789546388192,1,"object"
"V26971",-36.894,73.256,13.906,0.092439083468118,11.5093931348484,-11.6018322183165,3,"place"
"V2711",-33.471,77.166,13.901,-6.4434944990566,-4.6665687368092,11.1100632358659,1,"object"
"V2746",23.839,87.216,11.612,-2.1329860912427,-4.1775082756339,6.3104943668767,1,"object"
"V27541",-23.065,-58.064,11.931,-7.8112092032543,5.3192596373713,2.4919495658829,3,"place"
"V2775",12.8,-52.72,10.462,-10.020455412204,7.9610726169596,2.0593827952443,3,"place"
"V28441",-39.488,-17.454,14.315,4.0017214898358,1.4402562420018,-5.4419777318376,2,"face"
"V29221",47.713,46.531,12.768,5.8219177575987,-5.7914744563344,-0.0304433012642275,2,"face"
"V2933",-53.582,49.566,17.64,9.9933456078944,-0.648689472442092,-9.3446561354523,2,"face"
"V29341",-49.977,49.726,17.478,6.4764249801129,0.0586156821317957,-6.5350406622447,2,"face"
"V2943",-50.16,53.475,17.635,4.8208935427362,-4.2229179666265,-0.597975576109633,2,"face"
"V2947",50.771,57.94,13.078,-5.3703155380649,4.9540447018875,0.41627083617741,3,"place"
"V29541",0.12328,59.458,15.514,-3.6639823621866,3.020168224939,0.643814137247613,3,"place"
"V2956",46.984,61.531,13.398,-4.6596630646487,4.4897830199514,0.169880044697311,3,"place"
"V29571",50.588,61.69,13.235,-2.4182033525933,-2.7301286904782,5.1483320430716,1,"object"
"V2958",54.193,61.849,13.073,-6.083559062696,-1.2504108665411,7.3339699292371,1,"object"
"V2960",-54.129,60.815,18.113,-1.4041752198776,3.6488236810332,-2.2446484611555,3,"place"
"V2963",-25.292,62.091,16.811,-4.8875395623195,6.794345989665,-1.9068064273454,3,"place"
"V29641",-21.687,62.25,16.648,-6.612097067441,7.7865447974896,-1.1744477300486,3,"place"
"V2976",-21.869,66.001,16.806,3.4811061148798,-2.0572083555904,-1.4238977592894,2,"face"
"V29802",14.177,67.595,15.178,-2.9763210329097,2.7496064460861,0.226714586823597,3,"place"
"V2991",13.995,71.345,15.336,5.7620847438927,-1.7561060871869,-4.0059786567058,2,"face"
"V3013",-33.23,76.772,17.767,0.474546216819216,-6.889155229821,6.4146090130018,1,"object"
"V3017",-15.207,77.569,16.953,-2.4069332314448,0.640071234407964,1.7668619970368,3,"place"
"V3042",-33.594,84.272,18.082,-2.9582657725687,4.6990385774912,-1.7407728049224,3,"place"
"V30681",13.223,-56.864,14.17,-4.8394593846818,6.0018393254846,-1.1623799408028,3,"place"
"V3081",13.041,-53.114,14.328,-4.5261705907963,5.3309370046757,-0.804766413879438,3,"place"
"V3120",-2.1066,-38.752,15.609,5.7290750241977,-1.1908007588772,-4.5382742653205,2,"face"
"V32481",-17.476,54.517,20.036,-2.0148134481355,6.2977338338334,-4.2829203856978,3,"place"
"V32591",43.621,60.977,17.427,-0.847905610999774,8.3226087559031,-7.4747031449034,3,"place"
"V32601",47.225,61.137,17.264,-6.5619516206299,-1.8850155439199,8.4469671645498,1,"object"
"V3261",50.83,61.296,17.101,-4.3127113552513,11.2828701274158,-6.9701587721644,3,"place"
"V32671",-21.446,61.857,20.514,-1.6800853271215,-3.8007470150096,5.4808323421312,1,"object"
"V3268",-17.841,62.017,20.351,-9.0848750264215,3.8934481360209,5.1914268904006,1,"object"
"V3273",47.043,64.886,17.422,-2.880900591559,7.0396771170784,-4.1587765255194,3,"place"
"V3275",54.252,65.206,17.096,-1.5466533510768,-3.0752036359746,4.6218569870515,1,"object"
"V32761",-50.465,64.331,21.974,-0.677242314059762,-5.2144235549601,5.8916658690198,1,"object"
"V3280",-3.6045,66.404,19.858,-4.0064347233345,1.0160611193248,2.9903736040096,3,"place"
"V3281",0.00016258,66.563,19.695,-4.0053520173088,1.1685366073234,2.8368154099853,3,"place"
"V3287",-54.252,67.922,22.294,-1.7231409387513,-0.81265779741101,2.5357987361623,3,"place"
"V3288",-50.647,68.081,22.132,-4.1711375096878,-4.9176075797688,9.0887450894567,1,"object"
"V3292",-29.019,69.038,21.155,0.607614952108244,-7.6209580239623,7.0133430718541,1,"object"
"V3295",-0.18207,70.314,19.853,4.9460260354219,0.614168203588782,-5.5601942390107,2,"face"
"V33061",-29.202,72.788,21.312,5.6949844570539,-0.64717878687882,-5.0478056701751,2,"face"
"V3319",-29.384,76.537,21.47,-1.1723439616742,-6.4021589966377,7.574502958312,1,"object"
"V3329",35.5,79.408,18.54,-3.1041503829292,2.5412728325114,0.562877550417875,3,"place"
"V3330",-29.566,80.288,21.627,-4.7554640692038,2.1717503599662,2.5837137092375,3,"place"
"V3341",-29.748,84.037,21.785,7.7799087490394,-7.4231353798801,-0.356773369159327,2,"face"
"V3350",13.647,-61.007,17.878,0.384616252690395,-8.1553702359894,7.770753983299,1,"object"
"V3589",-43.379,71.756,25.829,-7.4314802426045,4.4363151117306,2.9951651308739,3,"place"
"V3592",-32.565,72.235,25.341,4.163929663601,-2.9906940182806,-1.1732356453204,2,"face"
"V3603",32.319,75.104,22.411,-5.7145186194865,2.8941046632085,2.8204139562779,3,"place"
"V3604",35.924,75.263,22.248,-9.3218701479963,0.666413499965439,8.6554566480309,1,"object"
"V3610",-32.747,75.984,25.498,6.5488676552063,-6.0771491357294,-0.47171851947687,2,"face"
"V3611",-29.142,76.143,25.336,7.1218416733864,0.762860753514369,-7.8847024269008,2,"face"
"V3613",-11.119,76.941,24.522,-2.7107315437435,3.3018475895659,-0.59111604582242,3,"place"
"V36202",-36.534,79.575,25.819,-6.2940063109446,-0.28731837474477,6.5813246856893,1,"object"
"V36211",-29.325,79.894,25.493,-3.3085064441401,3.1530494218257,0.155457022314367,3,"place"
"V36251",-11.301,80.691,24.679,-3.8636373696568,5.0156729334495,-1.1520355637927,3,"place"
"V36311",-29.507,83.644,25.651,-0.0966972333033734,4.0533519897432,-3.9566547564398,3,"place"
"V36551",-15.496,-51.427,23.519,-6.9032192842079,0.595388317809178,6.3078309663987,1,"object"
"V3714",-34.43,-33.474,25.12,-3.7918436687408,4.7294511861821,-0.937607517441329,3,"place"
"V3731",-42.186,-22.544,25.919,-4.272169379156,10.0118695325596,-5.7397001534035,3,"place"
"V3733",40.721,-18.876,22.175,-5.3462351581851,4.4085436594851,0.937691498700008,3,"place"
"V3829",58.704,57.077,24.35,-8.7765538282196,11.1604965503344,-2.3839427221147,3,"place"
"V38811",18.324,70.323,26.771,-1.9363824449944,8.5364225229677,-6.6000400779732,3,"place"
"V39621",13.036,-39.296,26.555,-3.8855960215423,-6.5511688534271,10.4367648749695,1,"object"
"V4136",58.763,60.434,28.373,2.4936355781551,0.724928527550062,-3.2185641057052,2,"face"
"V4170",14.961,69.77,30.799,3.5686968946563,-14.0045284999284,10.435831605272,1,"object"
"V41841",11.174,73.361,31.119,9.854446019623,-7.6118227673275,-2.2426232522955,2,"face"
"V4190",10.991,77.11,31.277,6.0415868788612,-8.6326874245092,2.5911005456479,2,"face"
"V4206",-4.1991,-51.736,30.761,3.2040190895528,13.6519757655796,-16.8559948551325,3,"place"
"V4210",24.638,-50.461,29.459,4.7991523652742,-12.6380806992852,7.8389283340109,1,"object"
"V4211",31.847,-50.142,29.134,1.0572854135437,11.0407013124018,-12.0979867259456,3,"place"
"V4214",-11.591,-48.305,31.244,-9.6169137543036,3.3590565058572,6.2578572484463,1,"object"
"V4218",24.456,-46.711,29.617,-7.3726697467616,-10.987203046475,18.3598727932367,1,"object"
"V4219",28.061,-46.551,29.454,6.7349610563849,-7.0661258497392,0.331164793354292,2,"face"
"V4285",-45.49,-19.741,33.97,5.2655258068014,-3.6383849195205,-1.6271408872809,2,"face"
"V4376",52.889,37.221,31.619,5.0397018397567,-11.3450136726601,6.3053118329033,1,"object"
"V4423",-49.135,55.256,37.122,-5.3431626632651,2.7674602997207,2.5757023635444,3,"place"
"V4438",-49.317,59.006,37.279,-2.3047289146478,8.3972287385236,-6.0924998238757,3,"place"
"V4474",15.202,69.376,34.665,0.233062744501274,-14.5696973723104,14.3366346278091,1,"object"
"V45081",13.883,-47.583,33.972,1.8417325584731,4.2143141141853,-6.0560466726584,3,"place"
"V4518",17.306,-43.674,33.965,-7.6647582030404,0.821924746869164,6.8428334561712,1,"object"
"V4528",17.123,-39.924,34.124,10.1677640154515,-1.1594667453593,-9.0082972700921,2,"face"
"V4673",49.525,36.668,35.647,-0.710821134543037,-6.6387343650039,7.3495554995469,1,"object"
"V4729",-48.894,54.862,40.987,-4.7286657168733,5.4691091028017,-0.740443385928398,3,"place"
"V4743",-49.076,58.613,41.145,-8.2412016307602,5.4197490196473,2.8214526111128,3,"place"
"V48941",30.326,-9.6806,38.599,-4.0050580831586,8.2874115073891,-4.2823534242305,3,"place"
"V5050",-8.6368,48.723,42.747,-2.5427932937264,-13.2251335869062,15.7679268806327,1,"object"
"V5083",-30.811,59.016,44.197,6.1113077322126,1.0407514602764,-7.1520591924891,2,"face"
"V5119",-20.726,74.494,44.339,4.6475494058524,0.303655756010825,-4.9512051618633,2,"face"
"V5200",30.567,-10.075,42.464,-6.597026552059,-1.4376537638062,8.0346803158653,1,"object"
"V5208",30.385,-6.3245,42.622,-2.8157756001224,6.1347839750607,-3.3190083749382,3,"place"
"V5359",-8.3954,48.33,46.613,-4.0285128775085,4.9593830539159,-0.930870176407412,3,"place"
"V5435",-18.746,-31.45,47.822,-7.6949807648954,8.3959273983582,-0.700946633462736,3,"place"
"V5441",13.696,-30.015,46.356,-6.6897149606748,-5.3397799377336,12.0294948984085,1,"object"
"V5445",-18.928,-27.701,47.979,-1.6276857533839,-10.7290556742244,12.3567414276083,1,"object"
"V54461",-15.323,-27.54,47.816,-5.1093206934817,11.5061889416981,-6.3968682482163,3,"place"
"V54471",-11.719,-27.381,47.653,-3.9927672891458,-4.0167419528876,8.0095092420335,1,"object"
"V5452",13.514,-26.265,46.514,-7.8051643097013,11.7071264746828,-3.9019621649814,3,"place"
"V5461",13.332,-22.515,46.672,-3.1020477344354,-12.8030793661713,15.9051271006067,1,"object"
"V5484",23.781,-14.537,46.498,2.9328238024771,-10.4965826869123,7.5637588844352,1,"object"
"V5496",30.808,-10.468,46.33,-8.8316622400975,10.2424167909365,-1.4107545508389,3,"place"
"V5509",30.626,-6.7184,46.488,-4.5077841387212,9.7671008171017,-5.2593166783805,3,"place"
"V5513",-30.835,-5.6792,49.413,-0.127545479792529,10.737233099209,-10.6096876194165,3,"place"
"V5515",-12.812,-4.8819,48.599,-3.9389213955571,-3.9115959827018,7.8505173782589,1,"object"
"V5518",30.444,-2.9685,46.645,0.421186849541982,-4.1725731632207,3.7513863136787,1,"object"
"V5533",-42.014,1.3423,50.216,-2.1203357442356,-1.9766138838556,4.0969496280913,1,"object"
"V55491",-42.196,5.0924,50.373,-3.4833754572327,3.63546811336,-0.152092656127294,3,"place"
"V5583",51.161,16.738,46.457,1.6155445511654,11.675142757801,-13.2906873089664,3,"place"
"V5709",42.129,53.917,48.358,-3.7782590835031,0.306419846831936,3.4718392366712,3,"place"
"V5756",-18.687,-28.094,51.845,-1.4618036852215,-3.1789236805113,4.6407273657329,1,"object"
"V5757",-15.082,-27.934,51.681,-2.4692053110834,-1.8833048714501,4.3525101825335,1,"object"
