"x","y","z","subject"
-16.838,62.53,-26.739,10
-13.07,62.577,-26.698,10
-9.3027,62.625,-26.658,10
-1.7672,62.721,-26.576,10
2.0005,62.769,-26.536,10
5.7682,62.817,-26.496,10
9.5359,62.864,-26.455,10
13.304,62.912,-26.415,10
17.071,62.96,-26.374,10
-16.973,65.996,-25.96,10
-13.206,66.044,-25.92,10
-1.9025,66.187,-25.799,10
1.8652,66.236,-25.758,10
5.6329,66.283,-25.717,10
9.4007,66.331,-25.677,10
1.73,69.701,-24.98,10
-36.762,-6.2677,-35.11,10
-32.994,-6.2199,-35.07,10
-29.227,-6.1726,-35.029,10
-25.459,-6.1249,-34.989,10
23.521,-5.5037,-34.462,10
27.289,-5.456,-34.422,10
-36.897,-2.8009,-34.333,10
-33.13,-2.7536,-34.292,10
-29.362,-2.7059,-34.252,10
-25.594,-2.6581,-34.212,10
19.618,-2.0856,-33.725,10
23.386,-2.0379,-33.685,10
27.154,-1.9892,-33.644,10
30.921,-1.942,-33.603,10
-37.033,0.66447,-33.555,10
-33.265,0.71223,-33.515,10
-25.729,0.80815,-33.433,10
19.483,1.3811,-32.947,10
23.251,1.4284,-32.906,10
27.018,1.4762,-32.866,10
30.786,1.5239,-32.826,10
34.554,1.5721,-32.785,10
-37.168,4.1312,-32.777,10
-33.4,4.179,-32.737,10
-29.632,4.2263,-32.696,10
-25.865,4.2749,-32.656,10
23.116,4.8952,-32.129,10
26.883,4.9429,-32.089,10
30.651,4.9902,-32.047,10
-37.303,7.5975,-31.999,10
-33.535,7.6453,-31.959,10
-29.768,7.693,-31.919,10
-26,7.7403,-31.878,10
22.98,8.3619,-31.351,10
30.516,8.457,-31.27,10
-41.206,11.016,-31.262,10
-33.671,11.112,-31.181,10
-29.903,11.159,-31.14,10
-22.367,11.255,-31.06,10
26.613,11.875,-30.533,10
30.38,11.924,-30.492,10
34.148,11.971,-30.451,10
37.916,12.019,-30.411,10
-33.806,14.578,-30.403,10
-30.038,14.626,-30.363,10
26.478,15.342,-29.755,10
30.245,15.389,-29.714,10
34.013,15.437,-29.674,10
-33.941,18.044,-29.625,10
-30.173,18.092,-29.585,10
-26.406,18.14,-29.544,10
26.342,18.808,-28.977,10
30.11,18.856,-28.937,10
-34.076,21.511,-28.848,10
-26.541,21.606,-28.767,10
26.207,22.274,-28.2,10
33.742,22.37,-28.118,10
-36.571,-11.06,-32.564,10
-32.803,-11.012,-32.523,10
-29.035,-10.964,-32.483,10
-25.267,-10.916,-32.442,10
23.713,-10.296,-31.916,10
-40.474,-7.641,-31.827,10
-32.938,-7.546,-31.745,10
-29.17,-7.4973,-31.705,10
-25.403,-7.45,-31.664,10
23.578,-6.8293,-31.138,10
27.345,-6.782,-31.097,10
-40.609,-4.1747,-31.048,10
-36.841,-4.127,-31.008,10
-29.306,-4.0319,-30.927,10
-25.538,-3.9842,-30.887,10
-21.77,-3.936,-30.845,10
19.675,-3.4103,-30.401,10
23.442,-3.363,-30.36,10
27.21,-3.3153,-30.319,10
30.978,-3.268,-30.278,10
34.745,-3.2202,-30.238,10
-44.512,-0.7566,-30.311,10
-40.744,-0.70885,-30.271,10
-36.976,-0.66021,-30.23,10
-33.209,-0.61292,-30.189,10
-29.441,-0.56516,-30.149,10
-21.905,-0.47012,-30.068,10
23.307,0.10285,-29.582,10
30.842,0.19878,-29.501,10
34.61,0.24653,-29.461,10
38.378,0.29382,-29.42,10
-48.415,2.6624,-29.574,10
-44.647,2.7102,-29.534,10
-40.879,2.7574,-29.493,10
-37.112,2.8052,-29.453,10
-33.344,2.8538,-29.412,10
-29.576,2.9011,-29.371,10
-25.808,2.9489,-29.331,10
-22.041,2.9966,-29.291,10
-18.273,3.0439,-29.25,10
19.404,3.5218,-28.845,10
23.172,3.5691,-28.804,10
26.94,3.6169,-28.764,10
30.707,3.6655,-28.723,10
34.475,3.7128,-28.682,10
38.243,3.7606,-28.642,10
-48.55,6.1291,-28.796,10
-41.015,6.2242,-28.715,10
-37.247,6.2719,-28.675,10
-29.711,6.367,-28.594,10
-25.944,6.4156,-28.553,10
-22.176,6.4629,-28.512,10
-18.408,6.5107,-28.472,10
19.269,6.9881,-28.067,10
23.037,7.0359,-28.026,10
26.804,7.0836,-27.986,10
30.572,7.1309,-27.945,10
34.34,7.1787,-27.905,10
38.107,7.2273,-27.865,10
-41.15,9.6909,-27.938,10
-37.382,9.7382,-27.897,10
-33.614,9.786,-27.856,10
-29.847,9.8337,-27.816,10
-26.079,9.881,-27.775,10
-22.311,9.9297,-27.735,10
-18.544,9.9774,-27.695,10
19.134,10.454,-27.29,10
22.901,10.503,-27.249,10
26.669,10.55,-27.208,10
30.437,10.598,-27.168,10
37.972,10.693,-27.087,10
-45.053,13.109,-27.201,10
-41.285,13.157,-27.159,10
-37.517,13.205,-27.119,10
-33.75,13.253,-27.079,10
-29.982,13.3,-27.038,10
-26.214,13.348,-26.998,10
-18.679,13.443,-26.916,10
18.998,13.921,-26.512,10
22.766,13.968,-26.471,10
26.534,14.016,-26.431,10
30.301,14.064,-26.39,10
-41.42,16.623,-26.382,10
-33.885,16.719,-26.301,10
-30.117,16.767,-26.261,10
-22.582,16.862,-26.179,10
18.863,17.387,-25.733,10
33.934,17.578,-25.572,10
-37.788,20.137,-25.564,10
-30.252,20.233,-25.482,10
-26.485,20.28,-25.442,10
-22.717,20.328,-25.402,10
18.728,20.854,-24.956,10
30.031,20.997,-24.835,10
33.799,21.044,-24.794,10
37.566,21.092,-24.753,10
-37.923,23.604,-24.786,10
-30.388,23.699,-24.705,10
26.128,24.415,-24.097,10
29.896,24.463,-24.056,10
33.663,24.511,-24.016,10
-38.058,27.07,-24.008,10
-34.291,27.118,-23.968,10
-30.523,27.166,-23.927,10
-32.611,-15.804,-29.976,10
-25.076,-15.708,-29.895,10
-36.514,-12.385,-29.239,10
-32.747,-12.337,-29.199,10
-25.211,-12.242,-29.118,10
23.769,-11.621,-28.59,10
31.304,-11.526,-28.509,10
35.072,-11.478,-28.469,10
38.84,-11.431,-28.429,10
-44.185,-9.0148,-28.542,10
-40.417,-8.967,-28.502,10
-36.65,-8.9184,-28.461,10
-32.882,-8.8711,-28.42,10
-29.114,-8.8233,-28.38,10
-25.346,-8.7756,-28.34,10
-21.579,-8.7283,-28.299,10
19.866,-8.2031,-27.853,10
23.634,-8.1553,-27.813,10
31.169,-8.0594,-27.732,10
34.937,-8.0116,-27.692,10
38.705,-7.9644,-27.651,10
42.472,-7.9166,-27.61,10
-40.553,-5.5003,-27.724,10
-36.785,-5.453,-27.683,10
-33.017,-5.4052,-27.643,10
-29.249,-5.3571,-27.602,10
-21.714,-5.2615,-27.522,10
19.731,-4.7363,-27.076,10
23.499,-4.689,-27.035,10
27.266,-4.6413,-26.995,10
31.034,-4.5935,-26.955,10
34.802,-4.5454,-26.913,10
42.337,-4.4498,-26.833,10
46.105,-4.4026,-26.792,10
-51.991,-2.1777,-27.068,10
-48.223,-2.129,-27.027,10
-44.455,-2.0813,-26.987,10
-36.92,-1.9862,-26.906,10
-21.849,-1.7953,-26.743,10
19.596,-1.2701,-26.297,10
23.363,-1.2223,-26.257,10
30.899,-1.1273,-26.176,10
34.666,-1.0795,-26.136,10
42.202,-0.98357,-26.055,10
45.97,-0.93581,-26.014,10
-48.358,1.3364,-26.249,10
-44.591,1.3841,-26.209,10
-40.823,1.4328,-26.169,10
-37.055,1.48,-26.128,10
-21.984,1.6706,-25.966,10
-18.217,1.7192,-25.925,10
-14.449,1.7665,-25.884,10
19.46,2.1958,-25.52,10
42.067,2.4823,-25.277,10
45.834,2.5305,-25.236,10
-48.494,4.8031,-25.472,10
-44.726,4.8509,-25.431,10
-40.958,4.8982,-25.39,10
-29.655,5.0418,-25.269,10
-18.352,5.1846,-25.148,10
-14.584,5.2333,-25.107,10
15.557,5.6148,-24.783,10
19.325,5.6626,-24.743,10
23.093,5.7099,-24.702,10
38.164,5.9013,-24.54,10
-48.629,8.2699,-24.694,10
-44.861,8.3171,-24.653,10
-41.094,8.3649,-24.613,10
-37.326,8.4127,-24.573,10
-29.79,8.5086,-24.491,10
-22.255,8.6036,-24.41,10
30.493,9.2719,-23.843,10
38.028,9.3673,-23.762,10
-44.996,11.784,-23.876,10
-37.461,11.879,-23.794,10
-18.622,12.117,-23.592,10
-14.855,12.165,-23.551,10
-11.087,12.213,-23.511,10
30.358,12.739,-23.066,10
37.893,12.834,-22.984,10
41.661,12.882,-22.944,10
45.429,12.929,-22.903,10
-45.132,15.25,-23.098,10
-41.364,15.297,-23.057,10
-37.596,15.345,-23.017,10
-30.061,15.441,-22.936,10
30.223,16.204,-22.287,10
33.99,16.252,-22.247,10
37.758,16.3,-22.207,10
45.293,16.396,-22.126,10
49.061,16.443,-22.084,10
-49.035,18.668,-22.36,10
-45.267,18.716,-22.32,10
-41.499,18.764,-22.28,10
-37.732,18.811,-22.239,10
-33.964,18.859,-22.198,10
15.016,19.48,-21.672,10
30.087,19.671,-21.51,10
33.855,19.719,-21.47,10
37.623,19.766,-21.428,10
-52.938,22.087,-21.623,10
-49.17,22.135,-21.583,10
-41.635,22.23,-21.502,10
-37.867,22.278,-21.461,10
-34.099,22.326,-21.421,10
-30.331,22.373,-21.38,10
26.184,23.09,-20.773,10
29.952,23.137,-20.732,10
33.72,23.185,-20.691,10
37.487,23.233,-20.651,10
48.791,23.376,-20.53,10
-53.073,25.553,-20.846,10
-41.77,25.697,-20.724,10
-38.002,25.744,-20.684,10
-30.467,25.84,-20.602,10
-26.699,25.888,-20.562,10
-22.931,25.935,-20.521,10
33.584,26.651,-19.914,10
37.352,26.699,-19.873,10
44.888,26.795,-19.792,10
-45.673,29.115,-19.987,10
-41.905,29.163,-19.947,10
-34.37,29.258,-19.865,10
-30.602,29.306,-19.824,10
-26.834,29.354,-19.784,10
-23.066,29.402,-19.744,10
25.914,30.023,-19.217,10
29.682,30.07,-19.177,10
33.449,30.118,-19.136,10
40.985,30.213,-19.055,10
44.752,30.26,-19.014,10
-42.04,32.629,-19.168,10
-34.505,32.724,-19.087,10
-30.737,32.773,-19.047,10
-26.969,32.82,-19.006,10
-23.202,32.868,-18.965,10
22.011,33.441,-18.48,10
25.779,33.488,-18.439,10
29.546,33.536,-18.398,10
33.314,33.584,-18.358,10
40.849,33.679,-18.277,10
48.385,33.775,-18.196,10
52.153,33.822,-18.156,10
55.92,33.871,-18.115,10
-57.246,35.904,-18.553,10
-53.479,35.952,-18.512,10
-45.943,36.048,-18.431,10
-38.408,36.143,-18.35,10
-34.64,36.191,-18.31,10
-30.872,36.239,-18.27,10
-23.337,36.334,-18.188,10
18.108,36.86,-17.742,10
21.876,36.907,-17.702,10
25.643,36.955,-17.661,10
29.411,37.002,-17.621,10
33.179,37.05,-17.581,10
36.946,37.097,-17.54,10
48.25,37.241,-17.418,10
52.017,37.289,-17.378,10
-53.614,39.418,-17.734,10
-46.078,39.514,-17.654,10
-38.543,39.61,-17.572,10
-34.775,39.657,-17.532,10
-31.008,39.705,-17.491,10
-27.24,39.753,-17.451,10
-23.472,39.8,-17.411,10
14.205,40.278,-17.005,10
17.973,40.325,-16.965,10
21.74,40.374,-16.924,10
25.508,40.422,-16.884,10
29.276,40.469,-16.843,10
33.043,40.517,-16.802,10
36.811,40.564,-16.762,10
44.347,40.66,-16.681,10
48.114,40.708,-16.641,10
-57.517,42.837,-16.997,10
-53.749,42.885,-16.956,10
-49.981,42.933,-16.916,10
-38.678,43.076,-16.795,10
-34.911,43.124,-16.754,10
-31.143,43.172,-16.714,10
-27.375,43.219,-16.673,10
-23.607,43.267,-16.632,10
-19.84,43.314,-16.592,10
17.837,43.792,-16.187,10
21.605,43.84,-16.147,10
25.373,43.887,-16.106,10
29.141,43.935,-16.065,10
32.908,43.983,-16.025,10
36.676,44.031,-15.984,10
44.211,44.126,-15.904,10
47.979,44.173,-15.863,10
51.747,44.222,-15.822,10
-42.581,46.495,-16.058,10
-35.046,46.59,-15.977,10
-31.278,46.638,-15.935,10
-27.51,46.686,-15.895,10
-23.743,46.733,-15.855,10
-19.975,46.781,-15.814,10
-16.207,46.828,-15.774,10
13.934,47.211,-15.449,10
17.702,47.259,-15.409,10
21.47,47.306,-15.368,10
25.238,47.354,-15.328,10
29.005,47.401,-15.288,10
32.773,47.45,-15.246,10
36.541,47.497,-15.206,10
-42.716,49.961,-15.279,10
-38.949,50.009,-15.239,10
-35.181,50.056,-15.198,10
-31.413,50.104,-15.158,10
-27.646,50.151,-15.118,10
-23.878,50.2,-15.076,10
-20.11,50.247,-15.036,10
17.567,50.725,-14.631,10
21.335,50.773,-14.591,10
25.102,50.82,-14.55,10
28.87,50.868,-14.509,10
32.638,50.915,-14.469,10
40.173,51.011,-14.388,10
43.941,51.059,-14.348,10
-42.852,53.427,-14.502,10
-39.084,53.475,-14.461,10
-35.316,53.523,-14.421,10
-31.549,53.571,-14.38,10
-27.781,53.618,-14.339,10
-24.013,53.666,-14.299,10
-20.245,53.714,-14.259,10
-12.71,53.809,-14.178,10
-1.4069,53.952,-14.056,10
9.8962,54.096,-13.935,10
13.664,54.143,-13.894,10
17.432,54.191,-13.854,10
21.199,54.239,-13.813,10
24.967,54.287,-13.772,10
28.735,54.334,-13.732,10
32.502,54.382,-13.692,10
43.806,54.525,-13.57,10
-46.755,56.846,-13.765,10
-42.987,56.893,-13.724,10
-39.219,56.941,-13.684,10
-35.452,56.989,-13.643,10
-31.684,57.037,-13.602,10
-27.916,57.084,-13.562,10
-24.148,57.132,-13.522,10
-20.381,57.18,-13.481,10
-16.613,57.227,-13.441,10
-9.0776,57.323,-13.359,10
5.9933,57.514,-13.198,10
13.529,57.61,-13.116,10
17.296,57.657,-13.076,10
21.064,57.705,-13.035,10
24.832,57.752,-12.995,10
28.6,57.801,-12.954,10
32.367,57.849,-12.913,10
36.135,57.896,-12.873,10
43.67,57.991,-12.792,10
-39.355,60.408,-12.906,10
-35.587,60.455,-12.865,10
-31.819,60.503,-12.825,10
-28.051,60.551,-12.784,10
-24.284,60.599,-12.743,10
-20.516,60.646,-12.703,10
-16.748,60.694,-12.662,10
-12.981,60.741,-12.622,10
2.0903,60.933,-12.46,10
5.858,60.98,-12.419,10
9.6257,61.028,-12.379,10
17.161,61.124,-12.298,10
20.929,61.172,-12.258,10
24.697,61.219,-12.216,10
28.464,61.267,-12.176,10
32.232,61.314,-12.136,10
43.535,61.458,-12.015,10
-43.257,63.827,-12.169,10
-39.49,63.874,-12.128,10
-35.722,63.922,-12.088,10
-28.187,64.017,-12.006,10
-24.419,64.065,-11.966,10
-20.651,64.113,-11.925,10
-13.116,64.208,-11.845,10
-5.5804,64.303,-11.764,10
-1.8127,64.352,-11.723,10
5.7228,64.447,-11.642,10
13.258,64.542,-11.561,10
17.026,64.59,-11.521,10
20.794,64.638,-11.479,10
24.561,64.686,-11.439,10
28.329,64.733,-11.399,10
32.097,64.781,-11.358,10
-39.625,67.341,-11.35,10
-35.857,67.388,-11.309,10
-28.322,67.483,-11.229,10
-20.786,67.579,-11.148,10
-17.019,67.627,-11.107,10
-9.4833,67.722,-11.026,10
-5.7156,67.77,-10.986,10
-1.9479,67.817,-10.945,10
1.8198,67.865,-10.905,10
9.3552,67.961,-10.823,10
13.123,68.009,-10.783,10
16.891,68.056,-10.742,10
24.426,68.152,-10.661,10
28.194,68.2,-10.62,10
-39.76,70.806,-10.572,10
-35.993,70.854,-10.532,10
-24.689,70.998,-10.41,10
-20.922,71.045,-10.37,10
-17.154,71.093,-10.329,10
5.4523,71.379,-10.086,10
9.22,71.428,-10.046,10
12.988,71.475,-10.005,10
16.755,71.523,-9.9645,10
24.291,71.618,-9.8834,10
28.059,71.665,-9.8433,10
31.826,71.714,-9.8027,10
-43.663,74.225,-9.8347,10
-39.896,74.273,-9.7945,10
-36.128,74.32,-9.7544,10
-28.592,74.416,-9.6728,10
-17.289,74.559,-9.5516,10
-13.522,74.606,-9.5106,10
-9.7538,74.654,-9.4705,10
5.317,74.846,-9.3087,10
9.0847,74.893,-9.2677,10
12.852,74.941,-9.2276,10
16.62,74.989,-9.187,10
24.156,75.085,-9.1059,10
27.923,75.132,-9.0657,10
-40.031,77.74,-9.017,10
-36.263,77.787,-8.976,10
-24.96,77.93,-8.8547,10
-21.192,77.978,-8.8142,10
-17.424,78.025,-8.7732,10
-13.657,78.073,-8.7331,10
-2.3536,78.216,-8.6118,10
8.9495,78.36,-8.4901,10
12.717,78.407,-8.45,10
24.02,78.551,-8.3274,10
-40.166,81.205,-8.239,10
-36.398,81.254,-8.1984,10
-32.631,81.301,-8.1574,10
-21.327,81.444,-8.0362,10
-2.4889,81.683,-7.8343,10
5.0465,81.779,-7.7527,10
8.8142,81.826,-7.7126,10
16.35,81.922,-7.6315,10
23.885,82.017,-7.5503,10
27.653,82.065,-7.5098,10
-40.301,84.672,-7.4615,10
-28.998,84.815,-7.3398,10
-25.23,84.863,-7.2988,10
-13.927,85.005,-7.1775,10
1.1436,85.197,-7.0157,10
4.9113,85.244,-6.9747,10
8.679,85.292,-6.9346,10
12.447,85.341,-6.894,10
16.214,85.388,-6.853,10
27.518,85.531,-6.7318,10
-21.598,88.377,-6.4811,10
8.5437,88.759,-6.157,10
12.311,88.806,-6.116,10
12.176,92.273,-5.3385,10
-36.188,-20.643,-27.47,10
-32.42,-20.596,-27.43,10
-28.652,-20.548,-27.389,10
-36.323,-17.177,-26.693,10
-32.555,-17.129,-26.651,10
-28.787,-17.081,-26.611,10
-25.02,-17.034,-26.571,10
23.961,-16.413,-26.044,10
27.728,-16.366,-26.004,10
31.496,-16.318,-25.963,10
35.264,-16.27,-25.922,10
-43.993,-13.806,-25.995,10
-40.226,-13.758,-25.955,10
-36.458,-13.711,-25.914,10
-32.69,-13.663,-25.874,10
-28.923,-13.615,-25.834,10
-25.155,-13.568,-25.793,10
-17.619,-13.472,-25.712,10
23.825,-12.947,-25.266,10
27.593,-12.899,-25.226,10
31.361,-12.852,-25.186,10
-44.129,-10.339,-25.218,10
-40.361,-10.292,-25.177,10
-36.593,-10.244,-25.137,10
-32.826,-10.197,-25.096,10
-29.058,-10.149,-25.056,10
-25.29,-10.102,-25.016,10
-21.522,-10.053,-24.974,10
16.155,-9.5764,-24.57,10
23.69,-9.4805,-24.488,10
31.226,-9.3854,-24.407,10
38.761,-9.2899,-24.327,10
42.529,-9.2417,-24.285,10
-44.264,-6.8741,-24.44,10
-40.496,-6.8263,-24.4,10
-32.961,-6.7304,-24.318,10
-29.193,-6.6826,-24.278,10
-25.425,-6.6353,-24.237,10
-21.658,-6.5876,-24.197,10
16.019,-6.1101,-23.791,10
19.787,-6.0624,-23.751,10
23.555,-6.0146,-23.711,10
42.393,-5.7759,-23.508,10
46.161,-5.7281,-23.468,10
-48.167,-3.4551,-23.703,10
-44.399,-3.4073,-23.662,10
-21.793,-3.1208,-23.419,10
-14.258,-3.0258,-23.338,10
19.652,-2.5956,-22.974,10
23.42,-2.5483,-22.933,10
27.187,-2.5006,-22.893,10
34.723,-2.4047,-22.811,10
38.49,-2.3569,-22.771,10
42.258,-2.3096,-22.73,10
46.026,-2.2618,-22.69,10
-55.838,-0.084713,-23.006,10
-52.07,-0.036957,-22.965,10
-48.302,0.011683,-22.925,10
-44.534,0.05897,-22.884,10
-18.16,0.39321,-22.601,10
-14.393,0.4405,-22.56,10
-6.8574,0.5369,-22.479,10
15.749,0.82338,-22.236,10
23.284,0.91842,-22.155,10
27.052,0.96618,-22.115,10
38.355,1.1094,-21.992,10
42.123,1.1571,-21.952,10
45.891,1.2049,-21.912,10
-59.741,3.3343,-22.268,10
-52.205,3.4298,-22.188,10
-48.437,3.4771,-22.147,10
-44.67,3.5257,-22.106,10
-25.831,3.7636,-21.904,10
-22.063,3.8122,-21.863,10
-18.296,3.8595,-21.823,10
-6.9926,4.0023,-21.701,10
-3.2249,4.05,-21.661,10
4.3105,4.146,-21.579,10
11.846,4.2415,-21.499,10
15.614,4.2888,-21.458,10
41.988,4.623,-21.175,10
45.755,4.6712,-21.134,10
49.523,4.7189,-21.094,10
-56.108,6.8488,-21.451,10
-52.34,6.8961,-21.41,10
-48.573,6.9438,-21.369,10
-44.805,6.9916,-21.329,10
-33.502,7.1348,-21.207,10
-29.734,7.1826,-21.167,10
-14.663,7.374,-21.005,10
-10.896,7.4211,-20.964,10
-3.3601,7.5169,-20.884,10
23.014,7.8509,-20.599,10
41.852,8.0895,-20.397,10
45.62,8.1374,-20.357,10
49.388,8.1853,-20.316,10
-60.011,10.267,-20.713,10
-52.476,10.363,-20.632,10
-44.94,10.458,-20.551,10
-33.637,10.601,-20.429,10
-14.799,10.84,-20.227,10
26.646,11.365,-19.781,10
41.717,11.556,-19.619,10
45.485,11.604,-19.579,10
-45.075,13.924,-19.773,10
-41.308,13.972,-19.732,10
-37.54,14.02,-19.692,10
-11.166,14.354,-19.409,10
7.6725,14.593,-19.206,10
18.976,14.736,-19.085,10
45.35,15.07,-18.801,10
-60.282,17.2,-19.158,10
-48.978,17.343,-19.036,10
-41.443,17.438,-18.955,10
-37.675,17.486,-18.915,10
-3.7659,17.916,-18.549,10
15.073,18.155,-18.348,10
33.911,18.393,-18.145,10
41.447,18.489,-18.064,10
45.214,18.537,-18.023,10
-60.417,20.666,-18.379,10
-56.649,20.714,-18.339,10
-52.881,20.762,-18.299,10
-45.346,20.857,-18.218,10
-37.811,20.952,-18.136,10
-11.437,21.287,-17.853,10
41.311,21.955,-17.286,10
45.079,22.003,-17.245,10
48.847,22.05,-17.205,10
52.615,22.098,-17.165,10
-53.017,24.228,-17.521,10
-49.249,24.276,-17.48,10
-41.713,24.371,-17.399,10
-37.946,24.419,-17.359,10
14.802,25.087,-16.792,10
33.641,25.326,-16.589,10
44.944,25.469,-16.468,10
48.712,25.517,-16.427,10
52.479,25.564,-16.386,10
60.015,25.66,-16.305,10
-64.455,27.551,-16.865,10
-53.152,27.694,-16.743,10
-49.384,27.742,-16.703,10
-45.616,27.79,-16.662,10
-38.081,27.885,-16.581,10
-30.546,27.98,-16.5,10
-26.778,28.028,-16.459,10
-19.242,28.124,-16.379,10
25.97,28.697,-15.892,10
33.505,28.792,-15.812,10
37.273,28.839,-15.771,10
41.041,28.888,-15.73,10
48.576,28.983,-15.649,10
-53.287,31.161,-15.966,10
-49.519,31.208,-15.925,10
-45.752,31.256,-15.885,10
-38.216,31.352,-15.803,10
-30.681,31.447,-15.722,10
-26.913,31.494,-15.682,10
25.835,32.163,-15.114,10
29.603,32.211,-15.074,10
37.138,32.306,-14.993,10
40.906,32.353,-14.952,10
48.441,32.45,-14.871,10
52.209,32.497,-14.831,10
55.977,32.545,-14.79,10
-60.958,34.531,-15.269,10
-57.19,34.579,-15.227,10
-53.422,34.627,-15.187,10
-49.655,34.675,-15.147,10
-45.887,34.722,-15.106,10
-42.119,34.77,-15.066,10
25.7,35.629,-14.337,10
29.467,35.677,-14.296,10
37.003,35.772,-14.215,10
40.77,35.82,-14.175,10
48.306,35.915,-14.094,10
-61.093,37.997,-14.491,10
-57.325,38.045,-14.45,10
-53.558,38.093,-14.41,10
-46.022,38.189,-14.329,10
-42.254,38.236,-14.289,10
-38.487,38.284,-14.248,10
-30.951,38.379,-14.167,10
10.493,38.904,-13.722,10
25.564,39.095,-13.559,10
29.332,39.143,-13.519,10
36.867,39.239,-13.437,10
40.635,39.287,-13.397,10
48.171,39.382,-13.316,10
51.938,39.43,-13.276,10
-57.461,41.512,-13.673,10
-53.693,41.559,-13.632,10
-49.925,41.607,-13.592,10
-46.157,41.655,-13.552,10
-38.622,41.751,-13.47,10
-23.551,41.941,-13.307,10
-19.783,41.989,-13.267,10
-16.016,42.037,-13.227,10
14.126,42.419,-12.903,10
17.894,42.466,-12.862,10
25.429,42.562,-12.781,10
29.197,42.609,-12.74,10
36.732,42.705,-12.66,10
40.5,42.752,-12.619,10
44.268,42.801,-12.579,10
55.571,42.944,-12.457,10
-57.596,44.978,-12.894,10
-53.828,45.026,-12.854,10
-46.293,45.121,-12.773,10
-42.525,45.169,-12.733,10
-38.757,45.217,-12.692,10
-34.99,45.264,-12.652,10
-31.222,45.312,-12.611,10
2.6876,45.741,-12.246,10
10.223,45.837,-12.166,10
13.991,45.885,-12.125,10
21.526,45.98,-12.044,10
25.294,46.029,-12.003,10
40.365,46.219,-11.842,10
44.132,46.267,-11.802,10
51.668,46.363,-11.72,10
-57.731,48.444,-12.117,10
-53.963,48.493,-12.077,10
-35.125,48.73,-11.874,10
-31.357,48.779,-11.833,10
-23.822,48.874,-11.753,10
-16.286,48.969,-11.672,10
10.088,49.304,-11.387,10
13.855,49.352,-11.347,10
21.391,49.447,-11.266,10
25.159,49.494,-11.226,10
32.694,49.59,-11.144,10
36.462,49.638,-11.104,10
43.997,49.733,-11.023,10
-46.563,52.054,-11.217,10
-35.26,52.197,-11.096,10
-31.492,52.244,-11.056,10
-23.957,52.34,-10.974,10
-12.654,52.483,-10.853,10
9.9525,52.77,-10.61,10
17.488,52.866,-10.528,10
36.326,53.103,-10.326,10
40.094,53.152,-10.286,10
43.862,53.2,-10.245,10
-58.002,55.377,-10.561,10
-39.163,55.616,-10.358,10
-35.395,55.663,-10.318,10
-24.092,55.806,-10.197,10
-16.557,55.902,-10.116,10
-12.789,55.95,-10.075,10
2.2818,56.141,-9.9128,10
9.8172,56.236,-9.8325,10
13.585,56.284,-9.7916,10
17.353,56.331,-9.7514,10
21.12,56.38,-9.71,10
24.888,56.427,-9.6698,10
32.424,56.522,-9.5887,10
36.191,56.57,-9.5486,10
39.959,56.618,-9.5085,10
