"","face","place","object","x","y","z","subject","class","cluster"
"10282",0.57550436514252,-0.24978075468054,-0.32572361046198,38.817,-10.615,-21.002,10,"face",1
"1063",0.696509041301114,-1.42024199007313,0.723732948772016,-55.917,2.056,-18.904,10,"object",3
"10672",-0.0973499586112269,0.134788297457204,-0.0374383388459774,-14.472,2.5812,-18.458,10,"face",1
"10681",-0.124260501753267,0.29926595786415,-0.175005456110883,-10.704,2.629,-18.418,10,"face",1
"10751",0.512109526866133,-0.960492573961382,0.448383047095248,-56.052,5.5228,-18.126,10,"object",3
"11534",-1.43798772014295,1.19826477535869,0.239722944784268,29.388,37.818,-10.194,10,"place",2
"1160",-1.02293479473912,1.49338086245357,-0.470446067714443,-31.03,40.52,-10.064,10,"place",2
"11611",-1.0624673956562,1.10522009688075,-0.0427527012245541,29.253,41.284,-9.4166,10,"place",2
"11681",2.41047313526323,-1.22095839592081,-1.18951473934242,-50.004,43.748,-9.4896,10,"face",1
"1170",0.962477104860804,-1.74218753269557,0.779710427834769,-42.469,43.843,-9.408,10,"object",3
"1171",1.69702597997124,-2.04300478423506,0.345978804263813,-38.701,43.891,-9.3679,10,"object",3
"11761",-0.954409807879285,0.600530445513297,0.353879362365987,29.118,44.75,-8.6382,10,"place",2
"1185",0.367284234228818,-1.77927578925774,1.41199155502892,-46.372,47.262,-8.671,10,"object",3
"1189",-0.860943478391096,0.789249180232473,0.0716942981586228,25.215,48.169,-7.9008,10,"place",2
"11981",-0.636497507588481,1.25083165514786,-0.614334147559382,-27.668,50.967,-7.6906,10,"place",2
"1201",-1.04437123948369,1.09563798924071,-0.0512667497570177,17.544,51.54,-7.2048,10,"place",2
"1212",-0.639165272007593,1.31390867600381,-0.674743403996214,-27.804,54.433,-6.9122,10,"place",2
"12161",-1.01523811271373,1.15199559171721,-0.136757479003486,17.409,55.006,-6.4263,10,"place",2
"12171",-0.9463567433615,1.18234956712832,-0.235992823766821,21.177,55.054,-6.3862,10,"place",2
"12181",-0.936278618499772,1.53587745931804,-0.599598840818263,24.944,55.101,-6.3452,10,"place",2
"12301",-0.335169318302931,1.10649656166502,-0.771327243362086,-27.939,57.899,-6.1351,10,"place",2
"12332",-0.752922310051879,1.20836114917436,-0.455438839122478,17.274,58.472,-5.6493,10,"place",2
"1237",-1.25278104688638,-0.522927760000535,1.7757088068869,51.183,58.902,-5.2837,10,"object",3
"1239",-0.350483741567618,-1.2555289576923,1.60601269925992,-43.145,61.175,-5.5194,10,"object",3
"1240",-0.439071672375228,-0.459652460360584,0.898724132735812,-39.377,61.223,-5.4788,10,"object",3
"1244",-0.502444012788449,0.97040949054787,-0.467965477759421,17.138,61.938,-4.8708,10,"place",2
"12453",-0.980777546145645,-0.212227450876083,1.19300499702173,32.209,62.13,-4.709,10,"object",3
"12461",-0.841275556495484,-0.135641311188793,0.976916867684277,39.745,62.225,-4.6279,10,"object",3
"12471",-0.931047445118593,-0.265225277253039,1.19627272237163,43.512,62.273,-4.5878,10,"object",3
"12491",-0.391245180440304,-0.817912522760573,1.20915770320088,-43.28,64.641,-4.7418,10,"object",3
"12502",-0.583570868089804,-0.547973837132178,1.13154470522198,-39.512,64.689,-4.7008,10,"object",3
"12552",0.150363022794837,0.588495356296743,-0.73885837909158,13.235,65.358,-4.1334,10,"face",1
"1258",-0.78088010534808,0.06583521341139,0.71504489193669,35.842,65.644,-3.8904,10,"object",3
"1260",-0.69154376380579,-0.646143098668419,1.33768686247421,43.377,65.739,-3.8093,10,"object",3
"12681",-0.113528945924288,1.13421824209516,-1.02068929617087,9.3325,68.776,-3.3964,10,"place",2
"12731",-1.11586876663083,-0.10365460198103,1.21952336861186,31.939,69.062,-3.1535,10,"object",3
"12743",-0.795321799680564,0.0431933510833266,0.752128448597237,35.706,69.11,-3.1134,10,"object",3
"12851",0.0729850931099644,1.15591318351071,-1.22889827662068,9.1973,72.242,-2.6189,10,"place",2
"12871",0.93541855289359,-1.75702577797169,0.821607225078102,20.5,72.386,-2.4971,10,"object",3
"1288",0.0767471393835901,-1.98358418678424,1.90683704740065,24.268,72.433,-2.4562,10,"object",3
"1289",-0.32761101493013,-0.978006171611752,1.30561718654188,28.036,72.481,-2.416,10,"object",3
"1300",0.46810725494277,0.565035500675141,-1.03314275561791,5.2943,75.661,-1.8814,10,"face",1
"1301",0.263728013028899,0.923318548146632,-1.18704656117553,9.062,75.709,-1.8404,10,"face",1
"13061",-0.14520393686974,-2.04588614707542,2.19109008394516,27.901,75.948,-1.6385,10,"object",3
"13201",0.558904635428077,0.49332935918175,-1.05223399460983,5.1591,79.127,-1.1034,10,"face",1
"1331",-0.0424937062451681,1.16673435258019,-1.12424064633503,1.2561,82.546,-0.366,10,"place",2
"13681",1.13997415875641,-0.649974477806851,-0.489999680949554,-36.21,-19.828,-20.043,10,"face",1
"1369",0.642875657880964,-0.195330534245443,-0.447545123635521,-32.443,-19.781,-20.003,10,"face",1
"1375",0.977281696892008,-0.57945175954327,-0.397829937348739,-36.346,-16.362,-19.265,10,"face",1
"1376",0.933241460112226,-0.389618380632041,-0.543623079480185,-32.578,-16.314,-19.225,10,"face",1
"13911",1.21235167355913,-0.742561480539726,-0.469790193019404,-47.919,-9.5725,-17.831,10,"face",1
"13922",1.27825320743993,-0.678519274438455,-0.599733933001471,-44.151,-9.5248,-17.791,10,"face",1
"14011",0.90190871616261,-0.161174403996633,-0.740734312165977,-48.054,-6.1058,-17.054,10,"face",1
"1402",1.11953787268467,-0.409529825486395,-0.710008047198277,-44.287,-6.0585,-17.013,10,"face",1
"1413",1.29487827500306,-0.358981893167895,-0.935896381835167,-44.422,-2.5917,-16.235,10,"face",1
"1472",0.119018658299881,-1.09216152842983,0.973142870129951,-60.575,24.948,-10.175,10,"object",3
"1521",-1.66480548122289,-0.684516367378388,2.34932184860127,51.645,47.177,-4.2931,10,"object",3
"15381",-0.735900187671468,-0.323597935912514,1.05949812358398,43.839,54.014,-2.8187,10,"object",3
"15391",-1.5310348480212,-0.130294578016664,1.66132942603787,47.607,54.062,-2.7777,10,"object",3
"1544",0.336692740594336,0.426472158486741,-0.763164899081077,-5.2763,56.861,-2.5671,10,"face",1
"15491",-1.60698213377585,-0.465663970429459,2.0726461042053,51.239,57.576,-1.96,10,"object",3
"15501",1.3817944178362,-1.87387123542005,0.492076817583851,-50.624,59.753,-2.2759,10,"object",3
"1555",-0.172376624198688,0.461008050498275,-0.288631426299587,5.8916,60.47,-1.6683,10,"face",1
"1559",-0.834006210805124,-0.841007501117577,1.6750137119227,51.104,61.043,-1.1816,10,"object",3
"15611",1.71755747358102,-1.87132889695186,0.153771423370841,-50.759,63.22,-1.4983,10,"object",3
"15631",0.40932263915674,-1.4755822829354,1.06625964377866,-43.224,63.315,-1.4172,10,"object",3
"1564",-0.0921115975852589,-1.30076244353883,1.39287404112409,-39.456,63.364,-1.3766,10,"object",3
"15671",-0.10921179926683,0.463482723401586,-0.354270924134757,13.292,64.032,-0.80963,10,"face",1
"15711",-1.39638244465038,0.560545834037967,0.835836610612411,47.201,64.462,-0.44412,10,"place",2
"1572",-1.07790037428091,-0.863860247683806,1.94176062196471,54.737,64.557,-0.36389,10,"object",3
"1573",1.26581862856424,-0.327776310253417,-0.938042318310819,-47.127,66.734,-0.67976,10,"face",1
"15831",-0.0754849531156736,0.368488240534451,-0.293003287418778,13.156,67.498,-0.031196,10,"face",1
"15861",1.25628726531564,0.112331879129907,-1.36861914444555,-47.262,70.201,0.097796,10,"face",1
"15921",0.693275395311836,0.328398159235875,-1.02167355454771,-9.585,70.678,0.50296,10,"face",1
"15961",-0.273444045411289,0.782548096064196,-0.509104050652908,9.2535,70.916,0.70577,10,"place",2
"15972",-0.0237009313160957,0.309446704747729,-0.285745773431633,13.021,70.965,0.74636,10,"face",1
"15982",0.151634796971028,0.649894692740119,-0.801529489711147,16.789,71.012,0.78736,10,"face",1
"15992",0.0992845845032408,1.26212778005503,-1.36141236455827,20.557,71.06,0.82747,10,"place",2
"1601",0.616182663013207,-2.11481201512411,1.4986293521109,31.86,71.203,0.94871,10,"object",3
"16021",0.71520695193635,-1.68019539445829,0.964988442521945,35.628,71.251,0.98929,10,"object",3
"16031",1.59442690905612,-1.48130790224269,-0.113119006813427,39.395,71.299,1.0303,10,"face",1
"16153",-0.0913587910015038,0.557693749526058,-0.466334958524554,9.1183,74.383,1.4833,10,"face",1
"1618",0.39417571066914,0.73384177370385,-1.12801748437299,20.421,74.527,1.605,10,"face",1
"16271",0.986342759156396,0.157935937522873,-1.14427869667927,-21.159,77.467,1.9372,10,"face",1
"1636",0.532017051975884,0.389296277905805,-0.921313329881688,16.518,77.945,2.342,10,"face",1
"1660",0.90122451724082,-0.141404324079012,-0.759820193161808,-10.126,84.543,3.6145,10,"face",1
"1676",0.416925713522099,0.102198939227688,-0.519124652749787,1.0419,88.153,4.5137,10,"face",1
"16841",-1.72972200542202,1.80560515203437,-0.0758831466123473,31.184,88.535,4.8378,10,"place",2
"16951",-2.0603834101769,1.71404911498212,0.34633429519478,23.513,91.905,5.5346,10,"place",2
"17172",0.546463099551644,-0.221282532964885,-0.325180566586759,-28.889,-14.126,-15.082,10,"face",1
"17271",0.800397667799211,-0.511421618054716,-0.288976049744494,-47.863,-10.898,-14.507,10,"face",1
"17281",1.0288929552305,-0.845503753368071,-0.183389201862424,-44.095,-10.851,-14.466,10,"object",3
"1735",0.851601210444538,-0.0455214676135314,-0.806079742831007,-47.998,-7.4318,-13.729,10,"face",1
"1737",0.564550879169897,-0.374395754626721,-0.190155124543176,27.356,-6.4775,-12.919,10,"face",1
"1743",1.10236321184974,-0.237452448777048,-0.864910763072689,-48.133,-3.9653,-12.951,10,"face",1
"17731",0.799657893595827,-0.850589210609257,0.0509313170134306,-48.674,9.8998,-9.8402,10,"object",3
"1778",0.775156429146599,-0.213274496836479,-0.56188193231012,-63.88,13.175,-9.2244,10,"face",1
"1779",0.654584449768855,-0.0675156826545384,-0.587068767114317,-60.113,13.223,-9.1842,10,"face",1
"1782",0.680944646085639,-0.761823757326866,0.0808791112412265,-48.81,13.366,-9.0627,10,"object",3
"17881",0.642909277713232,0.104832839983581,-0.747742117696813,-60.248,16.689,-8.4059,10,"face",1
"179",0.502892168017008,-1.15000535548522,0.647113187468213,-33.344,2.8538,-29.412,10,"object",3
"1851",-0.45097126646187,-0.547812163692899,0.998783430154768,40.533,42.242,-1.8681,10,"object",3
"1862",-0.859099128784916,-0.392633551703212,1.25173268048813,40.398,45.709,-1.0897,10,"object",3
"1872",-0.534468777842247,-0.46075622469468,0.995225002536927,44.031,49.223,-0.27202,10,"object",3
"18731",-0.750907521652848,-0.460323682860216,1.21123120451306,47.798,49.27,-0.23102,10,"object",3
"18781",0.222775591971122,0.337647951775684,-0.560423543746806,-5.0848,52.068,-0.020911,10,"face",1
"18792",-0.919734327211955,-0.269412669119831,1.18914699633179,43.895,52.689,0.50642,10,"object",3
"1880",-1.132812477695,-0.352724561412229,1.48553703910723,47.663,52.737,0.54654,10,"object",3
"1889",-1.53798786484626,-0.0537489303002959,1.59173679514656,51.296,56.251,1.3651,10,"object",3
"18942",-0.183502959872579,0.423473982318238,-0.239971022445659,-16.658,58.858,1.4134,10,"face",1
"1899",-0.45792951499768,-0.821218073325886,1.27914758832357,51.16,59.717,2.1422,10,"object",3
"1902",1.57811755667693,-0.741327531065693,-0.836790025611239,-46.935,61.943,1.8669,10,"face",1
"1905",-0.110368683203211,0.499907178634885,-0.389538495431675,-13.026,62.372,2.2319,10,"face",1
"1906",-0.106768291264234,0.587752677842895,-0.480984386578661,-9.2583,62.419,2.2721,10,"face",1
"19121",-0.243079884536521,-1.16791455047951,1.41099443501603,47.257,63.136,2.8796,10,"object",3
"1914",1.62291038646938,-0.715502137621219,-0.907408248848157,-43.303,65.457,2.6854,10,"face",1
"1915",1.31147070647025,-0.103986834340374,-1.20748387212987,-39.535,65.504,2.7264,10,"face",1
"19181",-0.224894588736742,0.380990430356624,-0.156095841619883,1.9096,66.029,3.1722,10,"face",1
"1919",-0.574259279326564,0.539951747793415,0.0343075315331491,5.6773,66.077,3.2123,10,"place",2
"19231",1.41076661987407,-0.260356468206578,-1.15041015166749,-47.206,68.875,3.4224,10,"face",1
"19241",1.71107981648779,-0.868334752603305,-0.842745063884486,-43.438,68.922,3.4634,10,"face",1
"19301",-0.27711328327106,0.898712684901224,-0.621599401630164,5.5421,69.544,3.9899,10,"place",2
"19381",-0.650662213070961,-0.33541835477498,0.986080567845941,50.755,70.116,4.4766,10,"object",3
"19691",-0.994222141858731,0.514752495569433,0.479469646289298,-43.844,79.321,5.7965,10,"place",2
"1984",-1.06029843450582,0.731712283009389,0.328586151496427,-43.979,82.788,6.574,10,"place",2
"19861",-1.59581064487082,1.39564761661998,0.200163028250839,-36.444,82.884,6.6556,10,"place",2
"19871",-1.80895193368087,1.39200511000575,0.416946823675121,-32.676,82.932,6.6958,10,"place",2
"2041",0.596802969926444,-1.02578998604891,0.428987016122465,-16.989,-29.174,-14.747,10,"object",3
"2143",0.133306008968373,0.516393569180408,-0.64969957814878,59.969,27.291,-1.4517,10,"face",1
"21481",0.821882303338081,-0.382020829957103,-0.439861473380977,-45.662,29.419,-1.8082,10,"face",1
"21491",1.55064282404775,-0.085817341967756,-1.46482548208,52.299,30.661,-0.75489,10,"face",1
"22201",1.47745732151408,0.209488196742358,-1.68694551825644,-39.344,60.712,5.2726,10,"face",1
"2222",-0.486134102396648,0.778384442877298,-0.29225034048065,5.8689,61.285,5.7585,10,"place",2
"22311",1.27332617747646,-1.19803357620749,-0.0752926012689658,-47.014,64.083,5.9699,10,"face",1
"22321",1.98379389068394,-1.37510466180769,-0.608689228876246,-43.247,64.131,6.0101,10,"face",1
"2233",1.24751151228665,-0.119440033537662,-1.12807147874899,-39.479,64.179,6.0502,10,"face",1
"2234",0.266002095936733,0.630375764492969,-0.896377860429702,-20.64,64.417,6.253,10,"face",1
"2235",-0.122034494712257,0.417289238353745,-0.295254743641488,-1.8018,64.656,6.4558,10,"face",1
"2236",-0.250887452374346,0.473355611678434,-0.222468159304088,5.7336,64.751,6.5369,10,"face",1
"2244",-0.243257697782454,0.776150395180471,-0.532892697398017,1.8307,68.17,7.2744,10,"place",2
"22451",-0.107288623529591,0.930122589328999,-0.822833965799408,9.3661,68.266,7.3546,10,"place",2
"22461",1.28277741232862,-1.24122166081167,-0.0415557515169502,35.74,68.599,7.6385,10,"face",1
"2249",0.529961974197976,-1.00106633624436,0.471104362046383,47.043,68.743,7.7602,10,"object",3
"2257",0.202488540973328,0.660915080991391,-0.863403621964719,9.2308,71.732,8.133,10,"face",1
"2272",-0.242975596102465,1.00193417522992,-0.758958579127457,-47.555,77.949,9.0806,10,"place",2
"22731",-1.44555046378088,1.04604694906151,0.399503514719367,-43.788,77.996,9.1207,10,"place",2
"2284",0.915588847832772,-0.128323541630498,-0.787265306202273,35.334,78.998,9.9716,10,"face",1
"2285",-1.20052956559731,1.39524887765423,-0.194719312056925,-43.923,81.463,9.8991,10,"place",2
"2286",-1.12505103746418,1.88697356515854,-0.761922527694365,-36.387,81.558,9.9803,10,"place",2
"23001",-0.757380840936884,1.40435440985004,-0.646973568913152,-36.523,85.025,10.758,10,"place",2
"2312",1.07335411436148,0.304393171131074,-1.37774728549255,23.761,85.788,11.406,10,"face",1
"23223",-0.768772913627018,1.3366612356522,-0.567888322025179,19.858,89.207,12.143,10,"place",2
"2323",-1.36691128386655,1.7441178817755,-0.37720659790895,27.393,89.302,12.225,10,"place",2
"23561",0.4805700135599,-0.937972088310781,0.457402074750881,35.545,-22.898,-9.2995,10,"object",3
"23701",0.418165108784227,0.00857080396388002,-0.426735912748107,38.772,-8.9847,-6.1479,10,"face",1
"24142",-0.503956055598212,0.846035122014261,-0.342079066416049,56.528,18.984,0.27659,10,"place",2
"24441",-0.697374484309951,-0.374621641045776,1.07199612535573,-61.082,38.302,3.6873,10,"object",3
"2445",-0.802496447867804,-0.364905452781043,1.16740190064885,-53.547,38.398,3.7689,10,"object",3
"2452",-0.143590557441518,-1.39718463395339,1.54077519139491,-57.45,41.816,4.5058,10,"object",3
"24612",0.602993186091709,-1.33657909183621,0.733585905744498,-57.585,45.283,5.2834,10,"object",3
"24941",-0.0210373707824795,0.508492571223555,-0.487455200441075,-1.6103,59.864,9.002,10,"face",1
"25002",1.27839817407748,-0.710893048158021,-0.567505125919458,-43.19,62.805,9.3347,10,"face",1
"2501",0.86583383187577,0.280999342350392,-1.14683317422616,-39.423,62.852,9.3748,10,"face",1
"2503",-0.0598081989261763,0.890587411160045,-0.830779212233869,-1.7455,63.33,9.7804,10,"place",2
"2507",0.753282567708203,-0.62257436358,-0.130708204128203,39.699,63.855,10.226,10,"face",1
"2512",-0.419812332112336,0.900386612594363,-0.480574280482026,9.4223,66.939,10.679,10,"place",2
"2529",-0.418387878561942,1.34757655630893,-0.929188677746992,-47.364,73.156,11.627,10,"place",2
"253",1.81268061765928,-6.00775447851644,4.19507386085716,23.769,-11.621,-28.59,10,"object",3
"25391",-0.498997627667613,1.50739185350778,-1.00839422584017,-47.499,76.623,12.405,10,"place",2
"2554",-0.678468183952322,1.15332790593286,-0.474859721980539,-36.331,80.232,13.304,10,"place",2
"2562",-0.832963584627497,1.65025031953975,-0.817286734912251,16.417,80.901,13.871,10,"place",2
"25683",-0.540659241165347,1.1732967251369,-0.632637483971556,-40.234,83.651,14.041,10,"place",2
"2569",-0.697002461544739,0.973443811390144,-0.276441349845405,-36.466,83.698,14.082,10,"place",2
"25812",-0.490590780615122,1.16929918336166,-0.678708402746535,16.282,84.367,14.649,10,"place",2
"25922",-1.36474330769583,1.04587767573231,0.318865631963523,23.682,87.929,15.509,10,"place",2
"25931",0.335432807659761,-1.58167249909765,1.24623969143789,-29.202,90.727,15.719,10,"object",3
"2601",-0.869981606546529,0.698056303314653,0.171925303231877,16.011,91.3,16.205,10,"place",2
"26161",0.266545501137647,0.562618019418161,-0.829163520555808,6.0006,-38.471,-9.4103,10,"face",1
"2636",-1.10214535649128,0.450040361032401,0.652104995458878,43.272,-27.594,-6.6716,10,"place",2
"2637",-0.445416273243238,-0.214826520890958,0.660242794134196,47.04,-27.547,-6.6312,10,"object",3
"265",-3.53564068224123,-2.49468417538748,6.03032485762871,23.634,-8.1553,-27.813,10,"object",3
"27001",-0.889452025800817,-0.222217514177657,1.11166953997847,-63.982,16.131,2.3048,10,"object",3
"27642",0.588871904670123,-0.283804676067294,-0.305067228602828,-46.226,44.1,8.7297,10,"face",1
"2788",0.366851803657783,0.419790169342537,-0.786641973000319,-1.4188,55.072,11.55,10,"face",1
"2797",0.276513572470266,0.664057418333064,-0.940570990803329,-1.554,58.539,12.327,10,"face",1
"2801",-1.18015152854378,0.431492128932111,0.748659399611672,47.426,59.159,12.854,10,"place",2
"28061",0.760607041482785,-0.184796721938706,-0.575810319544079,-50.67,61.384,12.578,10,"face",1
"28071",1.26680300166687,-0.157629067878777,-1.1091739337881,-46.902,61.431,12.618,10,"face",1
"2809",0.66593920786798,0.662956644547428,-1.32889585241541,-39.366,61.527,12.7,10,"face",1
"2810",-0.610426385876647,1.0429830518673,-0.432556665990648,-24.296,61.719,12.862,10,"place",2
"28111",0.89547195821297,-1.3364565873964,0.440984629183432,32.22,62.434,13.47,10,"object",3
"2819",0.487896411161062,0.472300248869994,-0.960196660031056,-43.269,64.945,13.437,10,"face",1
"2821",-0.430370585396297,1.0754387740485,-0.645068188652198,-13.128,65.328,13.761,10,"place",2
"2823",-0.400386136721512,0.622297433548127,-0.221911296826615,13.246,65.662,14.044,10,"place",2
"2824",0.668422644924757,-1.18966497020323,0.521242325278473,32.085,65.901,14.247,10,"object",3
"2833",-0.265198453061454,1.02650654749413,-0.761308094432672,-13.263,68.795,14.539,10,"place",2
"28351",-0.714019462048308,1.11884473219901,-0.404825270150705,13.111,69.128,14.823,10,"place",2
"2838",1.06769028173799,-1.39111223608487,0.323421954346884,35.717,69.415,15.066,10,"object",3
"2839",0.950664555138411,-0.907531970842791,-0.0431325842956198,39.485,69.463,15.106,10,"object",3
"28441",-0.3130191766854,1.25751132427858,-0.944492147593182,-47.308,71.831,14.952,10,"place",2
"2847",0.180643341293307,0.786899709026598,-0.967543050319905,-17.166,72.213,15.276,10,"face",1
"2848",-0.185485723492577,0.820173297493042,-0.634687574000465,-9.6304,72.308,15.357,10,"place",2
"2849",-0.488095987767809,0.763696549073567,-0.275600561305758,-5.8627,72.356,15.398,10,"place",2
"28581",-0.321223959644524,1.15895776248629,-0.837733802841768,-39.907,75.393,15.81,10,"place",2
"28591",-0.750940814286157,1.55392111095285,-0.802980296666694,-36.14,75.44,15.851,10,"place",2
"2860",-0.329932155749237,1.43829510314636,-1.10836294739712,-32.372,75.488,15.892,10,"place",2
"28641",0.618921032365418,0.74374547353712,-1.36266650590254,-9.7657,75.775,16.135,10,"face",1
"28741",-0.634006294652428,1.05327387442599,-0.419267579773562,-40.043,78.858,16.588,10,"place",2
"28751",-0.642897367902058,1.74509204985515,-1.1021946819531,-32.507,78.955,16.669,10,"place",2
"2883",-0.717847688526607,1.04350158367276,-0.325653895146149,16.473,79.575,17.196,10,"place",2
"2884",-1.09107775917931,1.74206486958156,-0.650987110402245,24.008,79.67,17.277,10,"place",2
"28961",-0.936704614237295,0.908602082671333,0.0281025315659617,20.106,83.089,18.015,10,"place",2
"2897",-1.24000657735124,1.71126062474446,-0.471254047393219,23.873,83.137,18.055,10,"place",2
"28991",-0.511066966590525,0.669265730504825,-0.158198763914299,-36.545,85.839,18.185,10,"place",2
"2907",-0.649641060926911,0.761973094098214,-0.112332033171302,16.203,86.508,18.752,10,"place",2
"2908",-1.09076556135655,1.15583627141245,-0.0650707100558944,19.97,86.556,18.792,10,"place",2
"29091",-1.85838118666061,1.97343851935449,-0.115057332693878,23.738,86.603,18.833,10,"place",2
"29131",-0.37009157681592,1.54397806776732,-1.1738864909514,-2.7713,89.735,19.327,10,"place",2
"2931",0.0880493738287868,-0.954820600452263,0.866771226623477,-39.02,-43.836,-7.35,10,"object",3
"29421",0.219974838099603,-1.12747472912589,0.907499891026289,-39.156,-40.37,-6.5716,10,"object",3
"29624",-0.629674303572476,-0.494433159987995,1.12410746356047,47.231,-32.339,-4.0844,10,"object",3
"29641",1.10172825442358,-0.692808588925726,-0.408919665497851,39.561,-28.967,-3.388,10,"face",1
"29681",0.881329845460768,-0.284096744182679,-0.597233101278089,39.425,-25.501,-2.6095,10,"face",1
"29721",0.431519002987732,-0.064593463923543,-0.366925539064189,39.29,-22.035,-1.8324,10,"face",1
"29803",0.508489466432693,-0.429081750715341,-0.0794077157173516,-47.638,-16.2,-1.2084,10,"face",1
"3070",0.541488732171885,-0.424668767606912,-0.116819964564974,-0.41578,29.482,9.4291,10,"face",1
"3142",1.55466212761145,-1.1165744633038,-0.438087664307643,36.044,61.157,16.835,10,"face",1
"31501",0.6613668383209,0.89073050176719,-1.55209734008809,-39.445,63.668,16.802,10,"face",1
"31511",-0.653801356937534,1.59692991711187,-0.943128560174338,-24.375,63.86,16.964,10,"place",2
