"","face","place","object","x","y","z","subject","class","cluster"
"1547",1.5509697551284,-0.979916668832139,-0.571053086296262,-44.022,52.72,-13.629,9,"face",1
"1548",-0.9423588447205,1.75897772578102,-0.816618881060524,-32.737,53.474,-13.631,9,"place",2
"15541",-2.0734713664014,1.1725008123343,0.9009705540671,23.688,57.248,-13.64,9,"place",2
"1574",-1.76856308626022,1.84777996884952,-0.0792168825893007,23.468,60.745,-13.565,9,"place",2
"1596",-1.76782662593065,1.52942486844961,0.238401757481038,15.725,63.737,-13.489,9,"place",2
"15981",1.10735677428075,-0.5021155599965,-0.605241214284247,34.534,64.995,-13.492,9,"face",1
"16041",-1.17129735906061,0.649307639247179,0.521989719813426,-37.158,63.71,-13.405,9,"place",2
"16051",-0.96465780587394,0.438855133373884,0.525802672500056,-33.397,63.962,-13.406,9,"place",2
"16152",-0.958879537747074,0.546841472174373,0.412038065572701,23.029,67.736,-13.415,9,"place",2
"1623",-1.20953862743341,0.661578107500264,0.547960519933148,-37.378,67.207,-13.329,9,"place",2
"16241",-1.17121471820999,0.458960510196131,0.712254208013858,-33.616,67.459,-13.33,9,"place",2
"16301",-1.53499310910407,0.560450516249948,0.974542592854123,15.286,70.729,-13.338,9,"place",2
"16311",-0.967736861598943,0.574977244965745,0.392759616633197,19.047,70.981,-13.339,9,"place",2
"16321",-1.41630266928204,0.427963292453702,0.988339376828338,22.809,71.233,-13.34,9,"place",2
"1643",1.28814693016741,0.118127802693661,-1.40627473286107,-18.789,71.96,-13.258,9,"face",1
"1650",-1.22497697366704,1.08229805014398,0.142678923523053,15.066,74.225,-13.263,9,"place",2
"16511",-0.81409568285931,0.743611076883288,0.0704846059760224,18.828,74.477,-13.264,9,"place",2
"1652",-1.89731588152929,1.27350059962307,0.623815281906216,22.589,74.728,-13.265,9,"place",2
"1655",1.66179848457704,-0.403839852226877,-1.25795863235016,-49.103,73.444,-13.178,9,"face",1
"1658",1.69600898375249,0.8841860681834,-2.58019505193589,-22.771,75.205,-13.182,9,"face",1
"1659",0.154684885042594,1.31017921735867,-1.46486410240127,-19.009,75.457,-13.183,9,"place",2
"1678",2.81379607498544,-1.56187032712214,-1.2519257478633,25.911,81.972,-13.115,9,"face",1
"16811",-0.222898501231022,1.53454182362983,-1.31164332239881,-26.972,81.945,-13.031,9,"place",2
"16821",0.0162214653100246,1.76955588175364,-1.78577734706367,-23.211,82.196,-13.031,9,"place",2
"16891",2.25436239663052,-0.511065973481024,-1.7432964231495,18.168,84.964,-13.038,9,"face",1
"1700",0.833555311163299,-0.277328045947851,-0.556227265215447,-7.347,-50.676,-12.083,9,"face",1
"17571",0.638180692686134,-0.307732842692249,-0.330447849993885,-27.474,-30.958,-11.629,9,"face",1
"18091",0.586990704666676,0.753370866866359,-1.34036157153303,-48.481,2.7435,-10.874,9,"face",1
"18121",-0.755585647308743,0.816382336399221,-0.060796689090478,56.847,9.7884,-10.892,9,"place",2
"182",0.421018451838324,-0.875852494135144,0.45483404229682,23.064,10.704,-33.72,9,"object",3
"18221",0.75045346871443,-0.217301376508361,-0.533152092206068,-52.682,9.4838,-10.723,9,"face",1
"1830",0.7678766982372,-0.216580563107167,-0.551296135130033,-49.14,13.232,-10.649,9,"face",1
"18342",-1.00665572604304,-0.455202026275364,1.4618577523184,-60.645,15.973,-10.572,9,"object",3
"18982",-1.00246460953697,-0.779350006895745,1.78181461643272,-51.338,48.19,-9.8975,9,"object",3
"1907",-0.716722288743345,-1.39027792394744,2.10700021269078,-51.558,51.687,-9.8221,9,"object",3
"1918",-0.993438895823357,-1.07766918221923,2.07110807804259,-55.539,54.931,-9.7459,9,"object",3
"1928",-1.92723754207408,1.22219709211318,0.705040449960902,23.456,60.214,-9.7597,9,"place",2
"1933",-1.18638603835742,-0.895138563982016,2.08152460233944,46.027,61.724,-9.7636,9,"object",3
"1939",-1.02324953232499,0.486644294666265,0.536605237658724,-33.189,59.937,-9.6745,9,"place",2
"1948",0.0845231688007841,-2.00653392363649,1.9220107548357,38.283,64.717,-9.6874,9,"object",3
"1955",-1.15873371015997,0.464132985440235,0.694600724719734,-33.409,63.432,-9.6003,9,"place",2
"1956",-1.06776729355739,-0.223582640396533,1.29134993395392,-29.647,63.684,-9.6003,9,"object",3
"1965",-1.55673464541633,0.41758873318704,1.13914591222929,26.778,67.458,-9.6101,9,"place",2
"1969",-0.742276755920804,-0.47980045097157,1.22207720689237,45.587,68.716,-9.613,9,"object",3
"1985",-1.21982288910729,0.524443483804287,0.695379405303007,19.035,70.45,-9.5339,9,"place",2
"1987",-0.61821915842537,-1.47429561951649,2.09251477794186,26.559,70.954,-9.5348,9,"object",3
"1988",-1.05022542730443,-0.535370298119094,1.58559572542353,34.082,71.457,-9.5358,9,"object",3
"1990",1.07857471314801,-1.53863687636403,0.460062163216017,-52.657,69.167,-9.4467,9,"object",3
"2005",0.258512930382984,-1.1093375375646,0.850824607181614,7.5303,73.192,-9.4566,9,"object",3
"20081",-1.74070986149374,0.884827489037954,0.855882372455782,18.815,73.947,-9.4586,9,"place",2
"2011",2.09361892681531,-1.85342104700984,-0.240197879805471,-45.353,73.165,-9.3725,9,"face",1
"2023",1.62516086483446,-0.995061462993008,-0.630099401841454,3.5488,76.436,-9.3803,9,"face",1
"2026",-1.57553874205897,2.38992987756701,-0.814391135508036,14.834,77.191,-9.3824,9,"place",2
"2030",2.19415338578998,-1.39709620246425,-0.797057183325729,-45.573,76.661,-9.2973,9,"face",1
"2056",-0.0561284011291971,-0.979452064187049,1.03558046531625,-0.65245,83.177,-9.2298,9,"object",3
"209",-0.675121185796617,1.9323398153751,-1.25721862957848,-23.872,-24.561,-30.583,9,"place",2
"21012",-0.221747103866193,-0.24978913997182,0.471536243838013,-22.846,-45.22,-8.1246,9,"object",3
"21141",-0.118631454617758,-0.467460437705743,0.586091892323501,-30.589,-42.227,-8.0482,9,"object",3
"21151",-0.231799595368763,-0.699820744260763,0.931620339629525,-26.827,-41.976,-8.0488,9,"object",3
"2138",-0.203204317005297,-0.419098198355066,0.622302515360363,29.159,-31.209,-7.9079,9,"object",3
"216",1.65556220463295,-0.893449067392092,-0.762113137240861,24.81,-17.793,-30.516,9,"face",1
"2165",0.515648276546442,-0.223507852300082,-0.29214042424636,35.803,-16.723,-7.6087,9,"face",1
"21701",0.410501342537369,-0.694201559077455,0.283700216540087,-39.651,-18.259,-7.5209,9,"object",3
"22081",0.810991497967552,-0.165074273969577,-0.645917223997975,-52.694,8.9538,-6.9177,9,"face",1
"22131",-0.590087225877445,-0.520189609962475,1.11027683583992,-60.437,11.947,-6.8412,9,"object",3
"22631",-0.129666103837877,1.55091159314455,-1.42124548930668,-54.233,33.426,-6.3916,9,"place",2
"2309",-1.37412019363083,0.0850483469546647,1.28907184667616,46.454,54.202,-6.1079,9,"object",3
"23151",-1.09318980052347,-1.61360185422223,2.7067916547457,-51.57,51.157,-6.0168,9,"object",3
"23222",-1.59102980580988,0.251059231098338,1.33997057471154,46.234,57.698,-6.0326,9,"object",3
"23343",-1.74532948859531,-0.78724627565928,2.53257576425459,46.014,61.194,-5.9573,9,"object",3
"23353",-1.0575936418309,-0.470364862267012,1.52795850409791,49.776,61.446,-5.9583,9,"object",3
"23371",1.74619366273019,-1.13723813372106,-0.608955529009131,-52.01,58.148,-5.8664,9,"face",1
"2346",-0.304617428515003,-1.25540046498443,1.56001789349944,38.271,64.187,-5.8811,9,"object",3
"23512",2.5457937903167,-1.93858802341966,-0.607205766897039,-55.991,61.393,-5.79,9,"face",1
"23521",2.41176314993273,-1.80614964808494,-0.605613501847785,-52.229,61.645,-5.791,9,"face",1
"2360",-1.45987752330475,0.021330107294327,1.43854741601042,26.766,66.928,-5.8038,9,"object",3
"2361",-1.61419438098683,0.0646796671347572,1.54951471385208,30.528,67.179,-5.8048,9,"object",3
"2379",-1.97134793429118,-0.0278873193641532,1.99923525365533,26.547,70.423,-5.7286,9,"object",3
"23841",1.92185161309735,-1.87568953574307,-0.0461620773542776,-56.431,68.384,-5.6396,9,"face",1
"23851",0.93788451304935,-1.64025420654444,0.702369693495086,-52.669,68.636,-5.6406,9,"object",3
"2391",2.32212769310682,-0.73100976102304,-1.59111793208378,-30.099,70.146,-5.6444,9,"face",1
"24051",-0.749596048116332,-0.538390479414145,1.28798652753048,26.327,73.92,-5.6543,9,"object",3
"2407",0.799727003118213,-1.64103512373485,0.841308120616635,-52.889,72.132,-5.5652,9,"object",3
"2413",2.17021123715701,1.0962164794688,-3.26642771662581,-30.319,73.641,-5.5692,9,"face",1
"24271",0.236282922218318,-1.20716830626984,0.970885384051517,-49.347,75.879,-5.491,9,"object",3
"24381",1.59177765879679,-1.13759523721664,-0.454182421580157,-0.44475,79.15,-5.4988,9,"face",1
"2454",1.73534545786182,-1.16676611210369,-0.56857934575813,-0.66455,82.646,-5.4236,9,"face",1
"2467",1.39008242335069,0.586426020009445,-1.97650844336013,6.6391,86.646,-5.3502,9,"face",1
"2487",0.119943166859009,0.284599889591865,-0.404543056450874,-25.96,-56.489,-4.5436,9,"face",1
"25001",0.175463718899423,0.306189494047174,-0.481653212946597,-29.941,-53.245,-4.4679,9,"face",1
"25101",0.175333578926027,0.198678291610739,-0.374011870536766,30.246,-49.219,-4.478,9,"face",1
"2627",0.714716139400841,0.323402796256295,-1.03811893565714,56.603,12.225,-3.2053,9,"face",1
"26332",0.581536344509774,0.296913856379422,-0.878450200889196,56.383,15.72,-3.1302,9,"face",1
"2693",-1.3294051419695,0.998103943367287,0.331301198602213,12.426,-1.0691,-30.138,9,"place",2
"27112",-1.3125139608403,2.53188290045954,-1.21936893961924,20.33,48.415,-2.373,9,"place",2
"2724",-0.101686586817326,2.34472579713674,-2.24303921031942,20.11,51.911,-2.2979,9,"place",2
"27561",1.03881148071605,-1.81944770315358,0.780636222437536,-55.783,57.367,-2.0598,9,"object",3
"2770",1.46497415883162,-1.5330721056719,0.0680979468402819,-56.003,60.863,-1.9846,9,"object",3
"2783",1.51365127670531,-1.23470123344776,-0.278950043257548,-56.223,64.359,-1.9095,9,"face",1
"2806",1.08562664956551,-0.908946192709021,-0.176680456856485,-56.443,67.854,-1.8344,9,"face",1
"2807",1.98927206907821,-1.38191597133052,-0.60735609774769,-52.681,68.106,-1.835,9,"face",1
"2808",2.12640609662259,-0.528192978407203,-1.59821311821538,-48.919,68.358,-1.8357,9,"face",1
"2817",-0.32312726687519,0.538168020031436,-0.215040753156246,-7.5407,71.125,-1.8425,9,"place",2
"2830",1.66034960927678,-1.2071455543393,-0.453204054937475,-52.901,71.603,-1.7597,9,"face",1
"2831",1.56355761649543,-0.905461857764131,-0.658095758731298,-49.139,71.854,-1.7604,9,"face",1
"2891",0.240809391173146,1.67060484716364,-1.91141423833679,2.8653,85.864,-1.5439,9,"place",2
"2937",-0.723136920660965,0.986431986042286,-0.263295065381322,-33.715,-54.026,-0.66151,9,"place",2
"3088",1.09172980029294,-0.359264920539781,-0.732464879753154,-61.121,21.374,0.99559,9,"face",1
"31481",3.06188312068754,-1.26565036624315,-1.79623275444439,-51.594,50.096,1.595,9,"face",1
"31871",1.45242215700119,-0.53732109370866,-0.915101063292526,-48.492,60.837,1.8199,9,"face",1
"32311",-1.23770568693467,1.24639106497303,-0.00868537803836903,-11.314,70.344,1.9639,9,"place",2
"3232",-0.878569233527333,0.540031023665563,0.338538209861771,-7.5528,70.596,1.9632,9,"place",2
"32592",0.719989183378976,-1.6086660772806,0.888676893901619,14.798,75.601,2.0347,9,"object",3
"32672",-1.16344279313177,0.798625744416628,0.364817048715146,-41.848,75.323,2.1191,9,"place",2
"32681",-1.85866918684149,1.1972269985979,0.661442188243586,-38.086,75.574,2.1185,9,"place",2
"3285",-0.882167468036341,0.769366878221743,0.112800589814598,-42.067,78.819,2.1944,9,"place",2
"32921",1.72539277659961,-0.749592054007783,-0.975800722591829,3.073,81.838,2.1868,9,"face",1
"332",0.226554916608484,-0.739055419221114,0.51250050261263,-26.29,13.895,-29.757,9,"object",3
"33591",0.0114519501444879,-1.02640693830034,1.01495498815585,-14.919,-53.298,3.141,9,"object",3
"3388",0.567436780097564,0.00209140609258559,-0.569528186190149,-0.31163,-45.3,3.2886,9,"face",1
"35272",-0.753521528688233,-0.644438626523347,1.39796015521158,58.362,42.88,5.0819,9,"object",3
"3532",0.650174971841982,-0.422252390124384,-0.227922581717598,-34.253,20.383,-29.604,9,"face",1
"3547",0.918086619615064,0.00134303684685583,-0.91942965646192,-55.148,45.819,5.3262,9,"face",1
"35481",2.10288621625034,-0.739327618252771,-1.36355859799757,-51.386,46.071,5.3255,9,"face",1
"3559",0.510356592337521,0.188770317940452,-0.699126910277974,-55.368,49.315,5.4013,9,"face",1
"35811",1.51370777323331,0.020496781654641,-1.53420455488795,-52.046,56.559,5.551,9,"face",1
"35822",1.96735062566034,-0.411507142225365,-1.55584348343497,-48.284,56.81,5.5504,9,"face",1
"3596",1.8745736951441,-1.82702289357855,-0.0475508015655504,-48.504,60.306,5.6255,9,"face",1
"36011",-1.10955170088174,1.26518253381817,-0.155630832936431,0.39813,63.577,5.6173,9,"place",2
"3626",-1.08084433651009,-1.17657921256439,2.25742354907448,-41.42,67.801,5.7745,9,"object",3
"36292",1.99473476449193,-1.30176299831504,-0.692971766176897,-26.373,68.808,5.7721,9,"face",1
"3643",-1.22999154008029,-0.306342335679286,1.53633387575958,-41.64,71.297,5.8498,9,"object",3
"3647",1.35148799434591,-0.974615974993018,-0.376872019352896,-22.831,72.555,5.8466,9,"face",1
"3663",-1.29667064794925,0.458043796388734,0.838626851560519,-41.86,74.793,5.9249,9,"place",2
"3664",-2.07757114994259,1.40819963639765,0.669371513544936,-38.098,75.045,5.9242,9,"place",2
"3681",-1.81933820723298,0.824069827542838,0.995268379690144,-42.08,78.289,6,9,"place",2
"36821",-2.26160104206962,1.37693582068777,0.884665221381841,-38.318,78.54,5.9993,9,"place",2
"3683",-2.316560160197,3.71464042386409,-1.39808026366709,-34.556,78.793,5.9989,9,"place",2
"3708",1.5912450005451,-0.316268638156435,-1.27497636238866,-31.234,86.035,6.1484,9,"face",1
"3743",-0.409741817768396,-0.545057854541233,0.954799672309629,-18.473,-57.576,6.8719,9,"object",3
"3755",-0.345652997676734,-0.762203248192618,1.10785624586935,-22.454,-54.331,6.9483,9,"object",3
"3756",0.0840127560611831,-1.33635020116011,1.25233744509892,-18.693,-54.079,6.9473,9,"object",3
"37591",1.00642183236839,0.577692775287726,-1.58411460765612,0.11586,-52.822,6.9443,9,"face",1
"3773",0.798920390010534,0.432556474704785,-1.23147686471532,-3.8656,-49.578,7.0195,9,"face",1
"3774",0.963913077568632,0.179366427404705,-1.14327950497334,-0.10393,-49.326,7.0195,9,"face",1
"3785",1.18943288728779,-0.501662000706771,-0.687770886581014,14.723,-44.824,7.0919,9,"face",1
"381",0.755898944890606,-0.164375250296445,-0.591523694594161,-31.407,-25.594,-26.776,9,"face",1
"38191",0.417949850112455,0.068825322172739,-0.486775172285194,-38.82,-34.362,7.4019,9,"face",1
"3941",0.741640344739899,0.953424911978938,-1.69506525671884,-54.941,41.793,9.0567,9,"face",1
"3975",-0.93679734451547,1.55228916626785,-0.615491821752382,-25.506,54.294,9.2771,9,"place",2
"39761",-0.864725123159308,1.63276293255418,-0.768037809394876,-21.745,54.545,9.2765,9,"place",2
"3977",-0.60974649081183,1.29619025147056,-0.686443760658732,-17.983,54.797,9.2758,9,"place",2
"4005",0.836791604699155,-0.206552609790559,-0.630238994908597,-43.352,-15.861,-26.549,9,"face",1
"40021",-1.18858372120709,1.21326421030894,-0.0246804891018554,4.1477,63.298,9.4224,9,"place",2
"40031",-1.23622906768866,1.36485653443401,-0.128627466745351,7.9094,63.55,9.4217,9,"place",2
"40211",-1.67614454688211,0.900917881539287,0.775226665342823,-3.5955,66.291,9.4987,9,"place",2
"40221",-1.90671041849281,1.7891633094643,0.117547109028511,0.16623,66.543,9.4983,9,"place",2
"4023",-1.92566778537714,1.47176194612417,0.453905839252965,3.9279,66.795,9.4976,9,"place",2
"4052",0.599706960215484,-0.193315641734398,-0.406391318481086,46.929,-9.8219,-26.563,9,"face",1
"4056",1.37429696523282,-0.853421818918177,-0.520875146314638,-22.844,72.025,9.6523,9,"face",1
"4057",1.5127383422636,-1.47138496715727,-0.0413533751063322,-19.082,72.277,9.6517,9,"object",3
"4064",-0.0296535228917899,1.75337618006208,-1.72372265717029,14.773,74.542,9.6461,9,"place",2
"40722",-1.62216470819386,0.460185088749566,1.16197961944429,-45.634,74.012,9.7312,9,"place",2
"4074",-1.21759577437346,1.62832111100194,-0.410725336628479,-38.11,74.515,9.7299,9,"place",2
"4089",-0.351381635078175,-1.50736713966055,1.85874877473872,22.077,78.54,9.7199,9,"object",3
"410",0.830505765232218,-0.446209839615371,-0.384295925616848,50.471,-6.0748,-26.489,9,"face",1
"4119",1.66283444677956,-1.11596705469098,-0.546867392088575,-8.6759,87.016,9.9505,9,"face",1
"4124",2.04648971257384,0.541246825588122,-2.58773653816196,-1.3723,91.014,10.024,9,"face",1
"4176",0.871223670315791,0.203318364497659,-1.07454203481345,3.6457,-49.604,10.824,9,"face",1
"4181",-0.767729200554887,-0.0956772633964349,0.863406463951322,33.739,-47.591,10.819,9,"object",3
"4187",1.36427410180413,0.0788984023230039,-1.44317250412714,-4.0975,-46.611,10.901,9,"face",1
"4188",0.738443709087379,-0.0264061155994575,-0.712037593487921,-0.33583,-46.359,10.9,9,"face",1
"41901",0.888099802140449,0.153907349958519,-1.04200715209897,10.949,-45.605,10.898,9,"face",1
"41912",0.921616626364338,0.112753212629737,-1.03436983899407,14.711,-45.353,10.897,9,"face",1
"4201",0.96478228811435,0.548295217319584,-1.51307750543393,-4.3173,-43.115,10.976,9,"face",1
"4230",0.706629274060651,-0.393062744427997,-0.313566529632654,-38.832,-34.892,11.207,9,"face",1
"4237",0.518939489933621,-0.0303285646648632,-0.488610925268757,-39.052,-31.396,11.282,9,"face",1
"42381",0.68337820067654,0.165955692855308,-0.849333893531848,-35.29,-31.144,11.281,9,"face",1
"4312",1.24577010176859,0.120730159809826,-1.36650026157842,55.016,34.577,12.544,9,"face",1
"4370",-0.93852559478147,1.78653967595634,-0.848014081174868,-21.757,54.016,13.082,9,"place",2
"4379",-0.802549794600828,1.90732106663817,-1.10477127203734,-25.738,57.26,13.158,9,"place",2
"4380",-1.12519936209894,1.66083123656663,-0.535631874467685,-18.215,57.763,13.157,9,"place",2
"43951",-1.47736673053397,1.45840885137093,0.0189578791630377,7.8973,63.02,13.227,9,"place",2
"4405",-1.73688623411123,3.32746900890563,-1.59058277479439,-44.986,62.994,13.312,9,"place",2
"4406",-1.2839861136714,2.49739675157009,-1.21341063789868,-41.225,63.246,13.311,9,"place",2
"4413",-1.79988990883048,0.993703863808825,0.806186045021656,-3.6076,65.761,13.304,9,"place",2
"4421",-2.28947736857638,2.39051394359563,-0.101036575019249,-52.729,65.987,13.388,9,"place",2
"4422",-2.0773864238554,1.76978022287662,0.307606200978786,-48.968,66.238,13.387,9,"place",2
"44231",-1.49439480037133,2.67695990394694,-1.18256510357561,-45.206,66.49,13.387,9,"place",2
"4424",-0.993530263346014,1.98505524844712,-0.991524985101108,-41.444,66.741,13.386,9,"place",2
"443",-0.201630604524486,-0.130915795499066,0.332546400023552,45.39,14.649,-26.038,9,"object",3
"4448",1.17495838281685,-0.974953238783516,-0.200005144033332,-15.332,71.999,13.457,9,"face",1
"4462",-2.09488184225673,1.11738418339419,0.977497658862548,-41.884,73.733,13.536,9,"place",2
"44671",2.12281657427999,-0.940486926564292,-1.1823296477157,-23.075,74.991,13.533,9,"face",1
"4479",-0.0808423474140727,-2.71831745630677,2.79915980372085,25.827,78.262,13.525,9,"object",3
"4480",0.362689258950693,-2.4525679987963,2.0898787398456,29.588,78.514,13.524,9,"object",3
"4487",1.85434328624278,-0.968613993133455,-0.885729293109329,-23.295,78.487,13.608,9,"face",1
"44881",1.59416952786673,-0.75557716572636,-0.838592362140369,-19.534,78.739,13.608,9,"face",1
"4493",1.50669906967168,-2.42010920265153,0.913410132979853,3.0367,80.248,13.604,9,"object",3
"4507",1.99174961770466,-0.918031631018422,-1.07371798668624,-0.94484,83.493,13.68,9,"face",1
"4517",1.58814400810355,-0.866770099518658,-0.721373908584888,-1.3844,90.485,13.83,9,"face",1
"4590",0.285210392409346,1.39609177021834,-1.68130216262768,-4.3294,-43.645,14.782,9,"place",2
"4633",-0.569544104966235,-0.596746066191436,1.16629017115767,43.693,-26.391,15.074,9,"object",3
"4642",-1.14789380450726,-0.304380203274347,1.45227400778161,35.95,-23.398,15.15,9,"object",3
"4644",-0.398198841347495,-0.669011661953964,1.06721050330146,43.474,-22.895,15.149,9,"object",3
"4786",1.18464378480648,2.04762559492928,-3.23226937973576,-48.32,55.221,16.968,9,"place",2
"4788",-1.17767927464213,3.22388962354946,-2.04621034890733,-29.512,56.478,16.965,9,"place",2
"47931",0.00778095532964161,1.24063975138365,-1.24842070671329,-59.825,57.962,17.045,9,"place",2
"4797",0.227988161225782,2.21684606091921,-2.44483422214499,-44.779,58.968,17.042,9,"place",2
"47981",-1.17628552621847,3.20714688656755,-2.03086136034908,-29.732,59.974,17.04,9,"place",2
"4800",-1.75500572193224,2.47101051366151,-0.716004791729273,22.932,63.496,17.031,9,"place",2
"4809",-1.39920543763591,2.5434741854694,-1.14426874783349,-41.237,62.716,17.117,9,"place",2
"4810",-1.12306541793519,2.02530476357472,-0.902239345639522,-37.475,62.968,17.116,9,"place",2
"4812",-0.210733743556489,1.87301246642777,-1.66227872287128,-26.19,63.722,17.114,9,"place",2
"4813",-0.613025697678731,2.8684105938865,-2.25538489620777,-22.428,63.974,17.113,9,"place",2
"4820",-1.21374031090142,2.00371637146127,-0.789976060559855,22.712,66.993,17.106,9,"place",2
"4821",-0.794359260898964,1.17270834287682,-0.378349081977856,26.474,67.245,17.105,9,"place",2
"4828",-1.24474638725468,1.61031740202226,-0.365571014767585,-52.742,65.457,17.193,9,"place",2
"4829",-1.30846802736934,1.59597647410126,-0.287508446731912,-48.98,65.708,17.193,9,"place",2
"4830",-1.47392301186773,2.51255038056703,-1.0386273686993,-45.218,65.96,17.192,9,"place",2
"48311",-0.20409499357559,1.96145675810158,-1.75736176452599,-41.456,66.212,17.192,9,"place",2
