...1,x,y,z,face,place,object,cluster,category
V38,-22.943,9.0193,-29.771,7.4780400145663e-4,-1.0225541103015e-4,-6.4554859042648e-4,1,face
V70,23.202,-5.3864,-26.092,-7.27885832555e-4,0.00101550206633084,-2.8761623377583e-4,2,place
V103,36.626,7.0345,-23.723,-6.9118031346157e-4,-0.00263066516374083,0.0033218454772024,3,object
V110,-51.454,17.136,-25.992,-0.00136298494926254,0.00193587287676249,-5.7288792749995e-4,2,place
V134,-43.283,-9.2292,-25.656,-9.6771833695848e-4,2.1891274040116e-4,7.4880559655731e-4,2,place
V153,43.991,-2.4182,-20.97,-0.00109359732797665,8.5228811255224e-4,2.413092154244e-4,2,place
V230,-25.666,62.252,-14.549,-9.3532084427608e-4,6.3921386979383e-4,2.9610697448225e-4,2,place
V243,-19.055,70.575,-13.063,5.3185254883503e-4,2.8999914860269e-4,-8.2185169743773e-4,1,face
V244,-15.548,70.51,-12.924,0.00144836806396041,7.2527326098605e-4,-0.00217364132494647,1,face
V262,19.321,74.08,-10.928,9.2806816242529e-4,9.0526406101707e-4,-0.00183333222344237,1,face
V263,-5.4296,78.768,-11.298,5.85219727284669e-5,-0.00166608901189912,0.00160756703917066,3,object
V268,-25.396,-18.88,-22.485,-0.00136612114358346,0.00246974422538479,-0.00110362308180134,2,place
V270,-43.133,-14.323,-22.576,0.00205811031493992,-4.5139989719973e-4,-0.00160671041774019,1,face
V277,-43.334,-10.095,-21.972,7.3374002521824e-4,-0.00136458075199462,6.3084072677637e-4,3,object
V286,-43.536,-5.8669,-21.368,0.00115338596533298,-9.79491504159772e-5,-0.00105543681491701,1,face
V298,-50.953,2.7208,-20.438,4.459359950105e-4,-0.0013391762550386,8.9324026002809e-4,3,object
V385,-28.62,48.767,-12.818,-9.6364364890165e-4,0.00206288735743533,-0.00109924370853368,2,place
V396,-28.822,52.996,-12.213,0.00104775673437894,2.5848630286553e-4,-0.00130624303724448,1,face
V397,-25.315,52.93,-12.074,0.00224701458707282,-0.00118045506803556,-0.00106655951903726,1,face
V400,27.291,51.942,-9.9882,0.00107408479462984,-6.6722415708435e-4,-4.0686063754548e-4,1,face
V402,37.813,51.744,-9.5706,0.00131106521740805,-9.0801579589711e-4,-4.0304942151093e-4,1,face
V403,41.32,51.679,-9.4316,0.00178907288462245,-0.00165112649225365,-1.3794639236879e-4,1,face
V411,-29.023,57.223,-11.61,-0.00125157149989701,-0.0015683992578424601,0.00281997075773947,3,object
V412,-25.516,57.157,-11.47,0.00090066407903160995,-0.00188564342584691,9.8497934681529e-4,3,object
V413,20.076,56.303,-9.6622,1.9636207781374e-4,-0.00123662908316194,0.0010402670053482,3,object
V414,23.583,56.236,-9.5226,-0.00149150121849684,-8.3330206762604e-4,0.00232480328612289,3,object
V422,-25.718,61.386,-10.866,5.8291033162612e-4,7.0003478241465e-4,-0.00128294511404078,1,face
V424,23.381,60.464,-8.9189,0.00126736028196904,-0.00161846932013902,3.5110903816998e-4,3,object
V434,-25.919,65.613,-10.262,0.00158576899592671,-6.6229019515405e-4,-9.2347880077265e-4,1,face
V450,-26.121,69.841,-9.6573,-7.5061796221969e-4,-9.0846030683445e-4,0.00165907826905414,3,object
V465,-26.322,74.07,-9.0536,-8.8281999185912e-4,-0.00111042240230387,0.001993242394163,3,object
V468,-8.7869,73.74,-8.3575,-0.00119697991193288,-6.2719008051191e-4,0.00182416999244479,3,object
V551,35.866,17.121,-10.86,7.1208690757063e-4,3.7125860113888e-4,-0.00108334550870951,1,face
V580,-38.79,39.644,-10.76,-1.1988961236369e-4,0.00147360246587156,-0.00135371285350786,2,place
V591,-24.963,43.608,-9.599,4.2921079492448e-4,-0.00133968254983043,9.1047175490594e-4,3,object
V615,-57.333,61.113,-8.4349,0.00108499633285545,-1.69867888349449e-5,-0.0010680095440205,1,face
V619,-32.783,60.652,-7.4608,1.53427724344224e-5,-0.00121623464173464,0.00120089186930022,3,object
V620,-25.769,60.52,-7.1832,-7.7818850904703e-5,-0.00181250907971305,0.00189032793061775,3,object
V630,-25.971,64.748,-6.5786,0.0015361682131526,-4.334519433775e-4,-0.00110271626977509,1,face
V643,-29.679,69.042,-6.113,0.00117569884466917,3.8672661926417e-4,-0.00156242546393334,1,face
V644,-26.172,68.976,-5.9743,-2.209892143077e-4,-8.3291426771942e-4,0.00105390348202713,3,object
V648,-8.6371,68.647,-5.2788,0.00120401104577853,-3.464308824788e-4,-8.5758016329972e-4,1,face
V649,-5.13,68.581,-5.1398,6.2796928518084e-4,9.7526129429238e-4,-0.00160323057947323,1,face
V662,-29.881,73.27,-5.5097,-8.8647379542093e-4,-5.5685865760834e-4,0.00144333245302927,3,object
V665,-5.3315,72.809,-4.5356,1.0504339963032e-4,-0.00120043428407465,0.00109539088444433,3,object
V666,-1.8244,72.743,-4.3966,5.8037102078481e-4,3.314878181272e-4,-9.1185883891201e-4,1,face
V670,22.725,72.282,-3.4225,-7.3959595914061e-4,-0.00164510496390605,0.00238470092304666,3,object
V683,22.524,76.511,-2.8188,-9.1134628851506e-4,-5.8035895883309e-4,0.00149170524734816,3,object
V817,26.986,54.439,-2.0177,-9.0225683231139e-4,-5.2832466077611e-4,0.00143058149308751,3,object
V819,41.015,54.175,-1.4611,-7.4714210315607e-4,-0.00137980051008201,0.00212694261323808,3,object
V826,-43.356,59.984,-4.1944,4.9340095128985e-4,0.00181885779696402,-0.00231225874825387,1,face
V829,26.785,58.667,-1.413,6.2446187125968e-4,4.3996617098964e-4,-0.00106442804224934,1,face
V835,-47.065,64.278,-3.7298,6.4561101975829e-4,0.00101689392550891,-0.00166250494526721,1,face
V836,-43.558,64.211,-3.5911,-0.00114873259446344,-0.00145047879121833,0.00259921138568177,3,object
V839,26.583,62.895,-0.80846,8.0533846893693e-4,7.1920441685922e-4,-0.00152454288579616,1,face
V855,26.382,67.123,-0.20515,4.1341837311373e-4,0.0013362800316991,-0.00174969840481283,1,face
V856,29.889,67.057,-0.065223,0.00160897498373575,-0.00292676385963638,0.00131778887590063,3,object
V862,-1.8761,71.877,-0.71363,1.6062540563515e-4,6.0456138991563e-4,-7.6518679555078e-4,2,place
V865,26.18,71.351,0.39945,-5.5718506210201e-4,-6.58557286456e-4,0.00121574234855802,3,object
V869,-51.177,77.027,-2.0563,-5.7700934965423e-4,0.00138897700384117,-8.1196765418693e-4,2,place
V907,22.069,84.1,2.073,3.9240675693357e-4,-6.17915759966301e-6,-3.862275993339e-4,1,face
V998,59.506,31.841,-0.10303,4.8929145216639e-4,3.3438662645386e-4,-8.2367807862026e-4,1,face
V1021,2.5868,49.806,0.087918,0.00173940560183582,-0.00127943426990033,-4.5997133193549e-4,1,face
V1038,-22.366,58.723,0.32268,-5.7634895179497e-4,6.2908147206923e-4,-5.27325202742543e-5,2,place
V1060,-5.2334,66.849,2.227,-6.8464825018487e-4,0.00141550273521229,-7.3085448502741e-4,2,place
V1075,-51.228,76.161,1.6267,9.3079647627223e-4,3.3941313859822e-4,-0.00127020961487047,1,face
V1076,-47.721,76.096,1.7657,-1.6255294536031e-4,6.2610674611347e-4,-4.6355380075316e-4,1,face
V1099,46.768,78.546,6.1258,-9.9241021863609e-4,0.00196942628225295,-0.00097701606361685011,2,place
V1133,-11.373,-26.834,-7.8,8.1685591099027e-4,-4.2416593849743e-4,-3.9268997249284e-4,1,face
V1228,-11.292,44.976,2.611,-7.9944374323805e-4,5.2829201842027e-4,2.7115172481777e-4,2,place
V1229,-7.7846,44.91,2.75,-7.4626970167927e-4,5.1341116328841e-4,2.3285853839086e-4,2,place
V1230,-0.77045,44.779,3.0276,-0.00110236540711415,0.00191201857169757,-8.0965316458342e-4,2,place
V1232,55.343,43.725,5.2534,0.00126580018172888,6.8785867787559e-4,-0.00195365885960447,1,face
V1263,-22.82,66.313,5.2148,5.1387220041031e-5,1.6109630610873e-4,-2.1248352614976e-4,1,face
V1282,-51.28,75.295,5.3097,-0.00102499423798009,-1.3017548536019e-4,0.00115516972334028,2,place
V1283,-47.773,75.23,5.4496,0.00107857359792917,-3.0735300384165e-4,-7.7122059408751e-4,1,face
V1379,46.986,-3.4512,1.873,6.6014332768094e-4,7.4144938512055e-4,-0.0014015927128015,1,face
V1422,-56.734,40.738,3.8812,0.00112672112080038,-0.00174309279918803,6.1637167838765e-4,3,object
V1423,-53.227,40.672,4.0211,0.00113156535198745,-3.1229880473e-4,-8.1926654725744e-4,1,face
V1425,-7.6348,39.816,5.8284,0.00196323500834427,-0.00179918072625658,-1.6405428208768e-4,1,face
V1426,-0.62064,39.685,6.1073,-6.4774948144867e-4,0.00191221895278778,-0.00126446947133911,2,place
V1431,-63.949,45.097,4.2078,0.00119260307399696,-5.3516879553864e-4,-6.5743427845831e-4,1,face
V1432,-60.442,45.032,4.3468,0.00143061594592087,-7.4660211159654e-4,-6.8401383432432e-4,1,face
V1433,-56.935,44.966,4.4858,-5.1920404082633e-4,0.0019644830585578,-0.00144527901773147,2,place
V1434,48.277,42.991,8.6588,-3.015746056178e-4,-0.00153086511614322,0.00183243972176103,3,object
V1438,-64.151,49.326,4.8114,-6.8805815580965e-5,-0.00163609755114301,0.00170490336672397,3,object
V1443,48.075,47.219,9.2624,2.45430099205386e-5,-0.00105138363541379,0.00102684062549325,3,object
V1449,47.874,51.447,9.867,6.3646892590855e-4,-0.0015902731844397,9.5380425853114e-4,3,object
V1461,-50.727,61.746,7.1805,-0.00101337489883053,-0.00118858049809414,0.00220195539692467,3,object
V1467,-50.929,65.974,7.7847,4.28703484682997e-5,0.00119185037979147,-0.00123472072825977,2,place
V1470,-22.872,65.447,8.8978,-7.7591209029828e-4,-0.00126164039753424,0.00203755248783252,3,object
V1482,-51.332,74.43,8.9939,5.1547438046889e-4,-1.58053157808884e-5,-4.99669064688e-4,1,face
V1490,-48.026,78.592,9.7371,-5.063885935094e-4,-0.00100368651583448,0.00151007510934388,3,object
V1505,46.665,76.814,13.493,-4.1995174635001e-4,-0.00100043322758486,0.00142038497393487,3,object
V1583,-36.63,-15.42,0.40562,-0.00104742741068396,5.27978181083053e-5,9.9462959257565e-4,2,place
V1588,37.018,-16.803,3.3266,-0.00111363559285768,-7.6071101416951e-4,0.00187434660702719,3,object
V1656,-56.785,39.872,7.5651,5.9771267242924e-4,-0.00180243050302605,0.00120471783059681,3,object
V1672,47.822,50.581,13.55,-4.86244913189098e-5,-0.00100372897385364,0.00105235346517255,3,object
V1673,51.329,50.515,13.689,1.3444866840667e-6,-7.9626418914604e-4,7.9491970246197e-4,3,object
V1674,54.836,50.449,13.828,8.7453917747112e-4,0.00115127899958199,-0.00202581817705312,1,face
V1684,47.621,54.809,14.154,0.0036006133721588,-0.00282870102101585,-7.7191235114294e-4,1,face
V1688,-43.765,60.748,11.142,-6.565785405404e-4,-5.2937663126393e-4,0.00118595517180434,3,object
V1689,43.912,59.103,14.62,7.0772168224204e-4,8.1072002396809e-4,-0.00151844170621014,1,face
V1694,-47.473,65.042,11.608,5.81642318183462e-5,-8.3284213980504e-4,7.746779079867e-4,3,object
V1695,-43.966,64.977,11.747,-4.4378258146956e-4,-7.5706197264031e-4,0.00120084455410988,3,object
V1697,-19.417,64.516,12.72,-8.2693359254592e-4,-1.3766479137875e-4,9.6459838392467e-4,2,place
V1698,43.71,63.331,15.223,-6.4985586078712e-4,-5.3021705363127e-4,0.0011800729144184,3,object
V1699,47.217,63.265,15.363,-0.0014281113024256001,0.0015675348347598,-1.3942353233419e-4,2,place
V1701,54.232,63.133,15.641,-7.1571983171783e-4,-8.3544529805866e-4,0.00155116512977651,3,object
V1702,-23.125,68.81,13.185,-4.3297980572851e-4,-6.4632410116257e-4,0.00107930390689109,3,object
V1705,8.4382,68.217,14.437,-8.35039462758123e-5,0.00190449048245811,-0.0018209865361823,1,face
V1717,15.251,72.314,15.32,1.2856979696679e-4,9.3360865528132e-4,-0.00106217845224811,2,place
V1718,39.8,71.853,16.294,4.8921099096621e-4,-1.5730337375331e-4,-3.3190761721289e-4,1,face
V1729,15.049,76.541,15.924,-3.8116785171657e-4,4.5613982288908e-4,-7.49719711725136e-5,2,place
V1861,-22.17,46.804,13.847,-0.00116131932721011,0.00147445542109823,-3.1313609388811e-4,2,place
V1864,12.7,50.374,15.843,-9.2626170768599e-4,0.00126994951922486,-3.4368781153886e-4,2,place
V1873,-43.816,59.883,14.825,-7.2875401815686e-4,2.904966231182e-4,4.3825739503865e-4,2,place
V1883,-47.525,64.177,15.291,5.6044556289442e-4,-2.3097157951937e-4,-3.2947398337505e-4,1,face
V1884,-44.018,64.111,15.43,-8.8514719948135e-4,5.70250740166e-4,3.1489645931535e-4,2,place
V1887,40.152,62.532,18.768,-0.00153514644984449,5.672460654414e-4,9.6790038440308e-4,2,place
V1894,36.443,66.825,19.233,-0.00129398094744251,0.0010210766598542,2.729042875883e-4,2,place
V1897,-19.872,72.106,17.612,-0.00197728583924696,0.00145986242650846,5.174234127385e-4,2,place
V1903,32.734,71.118,19.698,-8.970299917863e-4,7.5735016356509e-4,1.396798282212e-4,2,place
V1913,32.533,75.347,20.302,-2.0239548015191e-4,-0.00152977375427356,0.00173216923442548,3,object
V1942,-24.6,-51.173,3.356,0.00114150037252986,-6.06014056763184e-5,-0.00108089896685354,1,face
V2021,-59.187,12.839,11.167,2.0662093820504e-4,1.3126796975506e-4,-3.378889079601e-4,1,face
V2027,-59.388,17.067,11.771,5.0751169058535e-4,8.6870127273528e-4,-0.00137621296332064,1,face
V2052,45.219,27.776,17.756,9.5605857386047e-4,-5.4433735973976e-4,-4.117212141207e-4,1,face
V2053,48.726,27.71,17.896,1.230552963866e-4,7.66929228997029e-5,-1.997482192863e-4,1,face
V2074,48.122,40.394,19.708,8.3109084558344e-4,3.5686368112955e-4,-0.00118795452671301,1,face
V2080,44.413,44.688,20.174,7.6213103765836e-4,4.7404806403861e-4,-0.00123617910169698,1,face
V2081,47.92,44.622,20.313,4.9056780202537e-4,-0.00173114056032822,0.00124057275830285,3,object
V2090,-57.695,55.052,17.348,-3.00621406125017e-5,-0.00134196323119041,0.00137202537180291,3,object
V2102,-58.098,63.509,18.557,-9.8078338608333e-4,-6.2664162447384e-4,0.00160742501055718,3,object
V2106,-5.4919,62.521,20.643,-4.2765422869996e-4,-4.8188988226053e-4,9.095441109605e-4,3,object
