...1,x,y,z,face,place,object,cluster,category
V1160,-31.03,40.52,-10.064,1.22E-04,9.13E-05,-2.13E-04,1,place
V1161,29.253,41.284,-9.4166,-6.76E-04,3.01E-05,6.46E-04,3,object
V1168,-50.004,43.748,-9.4896,-7.45E-04,7.74E-04,-2.89E-05,1,place
V1169,-46.236,43.796,-9.4481,8.08E-04,-6.58E-04,-1.50E-04,2,face
V1170,-42.469,43.843,-9.408,2.46E-04,-5.20E-04,2.74E-04,2,face
V1171,-38.701,43.891,-9.3679,-4.62E-04,7.06E-04,-2.44E-04,1,place
V1176,29.118,44.75,-8.6382,3.20E-04,-7.12E-04,3.92E-04,2,face
V1185,-46.372,47.262,-8.671,-5.43E-04,7.26E-04,-1.83E-04,1,place
V1189,25.215,48.169,-7.9008,-1.82E-04,5.69E-04,-3.86E-04,1,place
V1198,-27.668,50.967,-7.6906,6.68E-04,-5.68E-04,-1.01E-04,2,face
V1201,17.544,51.54,-7.2048,-5.74E-04,3.17E-04,2.57E-04,3,object
V1212,-27.804,54.433,-6.9122,6.30E-05,2.94E-04,-3.57E-04,1,place
V1216,17.409,55.006,-6.4263,-2.08E-04,6.17E-04,-4.09E-04,1,place
V1217,21.177,55.054,-6.3862,-3.54E-05,5.54E-04,-5.18E-04,1,place
V1218,24.944,55.101,-6.3452,-3.09E-04,7.85E-04,-4.75E-04,1,place
V1230,-27.939,57.899,-6.1351,8.50E-05,3.30E-04,-4.15E-04,1,place
V1233,17.274,58.472,-5.6493,-2.58E-06,2.42E-04,-2.39E-04,1,place
V1237,51.183,58.902,-5.2837,-2.06E-04,-2.99E-04,5.05E-04,3,object
V1239,-43.145,61.175,-5.5194,-7.22E-05,-5.96E-04,6.68E-04,2,face
V1240,-39.377,61.223,-5.4788,3.13E-04,-8.22E-04,5.09E-04,2,face
V1244,17.138,61.938,-4.8708,-1.98E-04,-1.05E-04,3.03E-04,3,object
V1245,32.209,62.13,-4.709,2.79E-04,6.55E-04,-9.34E-04,1,place
V1246,39.745,62.225,-4.6279,-1.61E-04,-3.49E-04,5.10E-04,3,object
V1247,43.512,62.273,-4.5878,9.16E-04,-2.24E-04,-6.92E-04,2,face
V1249,-43.28,64.641,-4.7418,1.11E-04,-3.58E-04,2.46E-04,2,face
V1250,-39.512,64.689,-4.7008,-7.48E-05,-5.58E-04,6.33E-04,2,face
V1255,13.235,65.358,-4.1334,-5.60E-05,-3.34E-04,3.90E-04,3,object
V1258,35.842,65.644,-3.8904,8.33E-05,6.12E-04,-6.96E-04,1,place
V1260,43.377,65.739,-3.8093,2.83E-04,1.44E-04,-4.27E-04,1,place
V1273,31.939,69.062,-3.1535,8.73E-04,-4.54E-04,-4.19E-04,2,face
V1274,35.706,69.11,-3.1134,-1.36E-04,-1.67E-04,3.03E-04,3,object
V1285,9.1973,72.242,-2.6189,2.82E-04,-9.20E-05,-1.89E-04,1,place
V1287,20.5,72.386,-2.4971,2.56E-04,4.20E-04,-6.76E-04,1,place
V1288,24.268,72.433,-2.4562,2.96E-04,9.76E-05,-3.93E-04,1,place
V1289,28.036,72.481,-2.416,-2.22E-04,-7.09E-04,9.31E-04,2,face
V1301,9.062,75.709,-1.8404,-2.33E-04,-2.20E-04,4.53E-04,3,object
V1306,27.901,75.948,-1.6385,-4.76E-05,-2.63E-04,3.11E-04,3,object
V1320,5.1591,79.127,-1.1034,2.86E-04,5.37E-05,-3.40E-04,1,place
V1328,-13.815,82.355,-0.5287,-2.24E-04,2.39E-04,-1.51E-05,1,place
V1331,1.2561,82.546,-0.366,-4.81E-04,3.69E-04,1.13E-04,1,place
V1338,-29.021,85.63,0.087041,-6.05E-04,6.82E-05,5.37E-04,3,object
V1368,-36.21,-19.828,-20.043,8.55E-05,-9.19E-04,8.33E-04,2,face
V1369,-32.443,-19.781,-20.003,-1.88E-04,-5.39E-04,7.27E-04,2,face
V1375,-36.346,-16.362,-19.265,7.90E-04,-5.53E-04,-2.37E-04,2,face
V1376,-32.578,-16.314,-19.225,-4.15E-04,5.01E-04,-8.59E-05,1,place
V1391,-47.919,-9.5725,-17.831,-4.27E-04,-5.62E-04,9.89E-04,2,face
V1392,-44.151,-9.5248,-17.791,-2.36E-04,2.20E-04,1.55E-05,1,place
V1401,-48.054,-6.1058,-17.054,-4.43E-04,2.01E-04,2.41E-04,3,object
V1402,-44.287,-6.0585,-17.013,-3.35E-04,4.19E-04,-8.31E-05,1,place
V1413,-44.422,-2.5917,-16.235,-1.07E-04,-7.58E-04,8.65E-04,2,face
V1521,51.645,47.177,-4.2931,-5.14E-04,6.08E-04,-9.42E-05,1,place
V1539,47.607,54.062,-2.7777,-4.01E-04,-1.09E-04,5.10E-04,3,object
V1549,51.239,57.576,-1.96,8.50E-05,-0.001187848,0.001102817,2,face
V1550,-50.624,59.753,-2.2759,3.83E-04,-1.98E-04,-1.85E-04,2,face
V1555,5.8916,60.47,-1.6683,-4.57E-04,-4.61E-04,9.18E-04,2,face
V1559,51.104,61.043,-1.1816,4.74E-04,6.89E-05,-5.43E-04,1,place
V1561,-50.759,63.22,-1.4983,-6.44E-05,2.66E-04,-2.02E-04,1,place
V1564,-39.456,63.364,-1.3766,2.87E-04,-2.90E-04,2.33E-06,2,face
V1567,13.292,64.032,-0.80963,5.69E-04,-2.92E-04,-2.77E-04,2,face
V1572,54.737,64.557,-0.36389,-5.77E-05,1.59E-04,-1.01E-04,1,place
V1573,-47.127,66.734,-0.67976,2.66E-04,-5.87E-04,3.21E-04,2,face
V1583,13.156,67.498,-0.031196,-2.86E-04,3.83E-04,-9.64E-05,1,place
V1586,-47.262,70.201,0.097796,7.87E-05,3.03E-04,-3.81E-04,1,place
V1587,-43.494,70.248,0.1388,-4.20E-05,5.67E-04,-5.25E-04,1,place
V1592,-9.585,70.678,0.50296,6.92E-04,-3.80E-04,-3.12E-04,2,face
V1596,9.2535,70.916,0.70577,-8.44E-04,9.08E-04,-6.41E-05,1,place
V1598,16.789,71.012,0.78736,5.51E-04,-3.10E-04,-2.40E-04,2,face
V1599,20.557,71.06,0.82747,-2.05E-04,7.82E-04,-5.78E-04,1,place
V1601,31.86,71.203,0.94871,-3.67E-04,-1.92E-04,5.59E-04,3,object
V1618,20.421,74.527,1.605,-3.64E-04,3.18E-04,4.55E-05,1,place
V1695,23.513,91.905,5.5346,3.14E-04,-7.20E-04,4.06E-04,2,face
V1727,-47.863,-10.898,-14.507,7.78E-05,6.94E-04,-7.72E-04,1,place
V1728,-44.095,-10.851,-14.466,3.04E-04,1.92E-04,-4.96E-04,1,place
V1735,-47.998,-7.4318,-13.729,-2.36E-04,-2.18E-04,4.54E-04,3,object
V1737,27.356,-6.4775,-12.919,1.25E-04,-6.41E-04,5.15E-04,2,face
V1743,-48.133,-3.9653,-12.951,-5.81E-04,3.97E-05,5.42E-04,3,object
V1773,-48.674,9.8998,-9.8402,-3.19E-04,-5.35E-04,8.54E-04,2,face
V1778,-63.88,13.175,-9.2244,-8.14E-05,-2.34E-04,3.16E-04,3,object
V1779,-60.113,13.223,-9.1842,-2.02E-04,-2.69E-04,4.71E-04,3,object
V1782,-48.81,13.366,-9.0627,-1.67E-04,-3.97E-04,5.63E-04,3,object
V1851,40.533,42.242,-1.8681,1.79E-04,1.91E-04,-3.70E-04,1,place
V1862,40.398,45.709,-1.0897,3.29E-04,1.01E-05,-3.39E-04,1,place
V1872,44.031,49.223,-0.27202,1.80E-04,1.41E-04,-3.20E-04,1,place
V1873,47.798,49.27,-0.23102,3.53E-04,1.95E-04,-5.48E-04,1,place
V1878,-5.0848,52.068,-0.020911,1.41E-05,-4.73E-04,4.59E-04,3,object
V1879,43.895,52.689,0.50642,3.98E-04,1.69E-05,-4.15E-04,1,place
V1880,47.663,52.737,0.54654,2.55E-04,-1.79E-04,-7.50E-05,2,face
V1889,51.296,56.251,1.3651,-7.44E-05,-7.39E-04,8.13E-04,2,face
V1894,-16.658,58.858,1.4134,-1.24E-04,-6.12E-04,7.36E-04,2,face
V1902,-46.935,61.943,1.8669,1.47E-04,8.64E-04,-0.001011153,1,place
V1905,-13.026,62.372,2.2319,-4.72E-04,5.50E-04,-7.80E-05,1,place
V1906,-9.2583,62.419,2.2721,2.65E-04,-6.62E-04,3.96E-04,2,face
V1914,-43.303,65.457,2.6854,-3.54E-04,2.17E-04,1.37E-04,1,place
V1915,-39.535,65.504,2.7264,3.46E-04,-3.77E-04,3.10E-05,2,face
V1918,1.9096,66.029,3.1722,-4.28E-04,5.51E-05,3.73E-04,3,object
V1919,5.6773,66.077,3.2123,1.83E-04,-6.12E-04,4.29E-04,2,face
V1923,-47.206,68.875,3.4224,3.28E-04,-6.91E-04,3.63E-04,2,face
V1924,-43.438,68.922,3.4634,5.00E-04,-9.85E-05,-4.02E-04,2,face
V1930,5.5421,69.544,3.9899,3.72E-04,-2.50E-04,-1.22E-04,2,face
V1938,50.755,70.116,4.4766,-2.97E-04,3.52E-04,-5.51E-05,1,place
V1949,24.245,73.248,4.9698,-3.90E-04,4.54E-04,-6.37E-05,1,place
V1984,-43.979,82.788,6.574,0.001189098,-6.63E-04,-5.26E-04,2,face
V1986,-36.444,82.884,6.6556,4.79E-04,-8.44E-04,3.64E-04,2,face
V1987,-32.676,82.932,6.6958,3.03E-04,-8.95E-04,5.92E-04,2,face
V2041,-16.989,-29.174,-14.747,-3.00E-04,2.41E-04,5.94E-05,1,place
V2148,-45.662,29.419,-1.8082,-3.85E-04,3.90E-04,-5.05E-06,1,place
V2220,-39.344,60.712,5.2726,-3.25E-04,-2.66E-04,5.90E-04,3,object
V2222,5.8689,61.285,5.7585,-3.33E-04,-1.17E-04,4.50E-04,3,object
V2232,-43.247,64.131,6.0101,-9.15E-04,-2.40E-04,0.001154711,3,object
V2233,-39.479,64.179,6.0502,-6.68E-04,2.00E-05,6.48E-04,3,object
V2235,-1.8018,64.656,6.4558,5.10E-04,-2.43E-04,-2.67E-04,2,face
V2236,5.7336,64.751,6.5369,2.19E-04,2.24E-04,-4.43E-04,1,place
V2240,-47.15,67.549,6.747,2.92E-04,3.12E-04,-6.04E-04,1,place
V2244,1.8307,68.17,7.2744,-9.51E-04,7.90E-04,1.61E-04,1,place
V2245,9.3661,68.266,7.3546,4.20E-04,-4.82E-04,6.18E-05,2,face
V2249,47.043,68.743,7.7602,4.08E-04,-1.97E-05,-3.88E-04,1,place
V2273,-43.788,77.996,9.1207,2.54E-04,-3.78E-04,1.24E-04,2,face
V2284,35.334,78.998,9.9716,-3.55E-04,-2.09E-04,5.64E-04,3,object
V2285,-43.923,81.463,9.8991,-1.47E-04,-9.53E-05,2.42E-04,3,object
V2286,-36.387,81.558,9.9803,-6.04E-07,2.41E-04,-2.41E-04,1,place
V2287,-32.62,81.606,10.02,5.11E-04,-1.61E-04,-3.50E-04,2,face
V2300,-36.523,85.025,10.758,-3.47E-04,-1.88E-04,5.35E-04,3,object
V2322,19.858,89.207,12.143,-8.55E-04,9.09E-04,-5.31E-05,1,place
V2323,27.393,89.302,12.225,4.01E-04,-6.17E-04,2.16E-04,2,face
V2356,35.545,-22.898,-9.2995,7.40E-04,2.21E-04,-9.60E-04,1,place
V2370,38.772,-8.9847,-6.1479,6.41E-04,-7.24E-04,8.35E-05,2,face
V2414,56.528,18.984,0.27659,-2.45E-05,2.90E-04,-2.66E-04,1,place
V2444,-61.082,38.302,3.6873,-2.45E-04,4.25E-04,-1.80E-04,1,place
V2461,-57.585,45.283,5.2834,-1.71E-04,4.94E-04,-3.23E-04,1,place
V2494,-1.6103,59.864,9.002,5.13E-04,-1.13E-04,-4.00E-04,2,face
V2500,-43.19,62.805,9.3347,9.86E-05,3.20E-04,-4.18E-04,1,place
V2501,-39.423,62.852,9.3748,-1.91E-04,4.28E-04,-2.37E-04,1,place
V2503,-1.7455,63.33,9.7804,1.86E-04,3.05E-04,-4.91E-04,1,place
V2512,9.4223,66.939,10.679,-9.17E-06,5.84E-04,-5.74E-04,1,place
V2529,-47.364,73.156,11.627,2.47E-04,-1.89E-05,-2.28E-04,1,place
V2539,-47.499,76.623,12.405,-1.14E-04,6.66E-04,-5.51E-04,1,place
V2554,-36.331,80.232,13.304,-3.57E-04,7.54E-04,-3.97E-04,1,place
V2562,16.417,80.901,13.871,6.61E-05,5.67E-04,-6.33E-04,1,place
V2568,-40.234,83.651,14.041,3.72E-04,-2.88E-04,-8.34E-05,2,face
V2569,-36.466,83.698,14.082,6.36E-04,-3.62E-04,-2.74E-04,2,face
V2581,16.282,84.367,14.649,-1.53E-04,3.65E-04,-2.12E-04,1,place
V2592,23.682,87.929,15.509,-3.59E-04,-2.05E-04,5.64E-04,3,object
V2616,6.0006,-38.471,-9.4103,-1.86E-04,-6.18E-04,8.04E-04,2,face
V2788,-1.4188,55.072,11.55,-2.97E-04,-6.89E-05,3.66E-04,3,object
V2797,-1.554,58.539,12.327,-6.26E-05,-3.47E-04,4.10E-04,3,object
V2807,-46.902,61.431,12.618,-2.36E-04,-4.70E-04,7.05E-04,2,face
V2809,-39.366,61.527,12.7,1.30E-04,-4.91E-04,3.61E-04,2,face
V2810,-24.296,61.719,12.862,-4.63E-04,-1.14E-04,5.77E-04,3,object
V2821,-13.128,65.328,13.761,1.47E-04,4.99E-05,-1.97E-04,1,place
V2833,-13.263,68.795,14.539,-1.78E-04,7.69E-04,-5.91E-04,1,place
V2835,13.111,69.128,14.823,3.35E-04,2.89E-04,-6.23E-04,1,place
V2838,35.717,69.415,15.066,-1.87E-04,-6.09E-05,2.48E-04,3,object
V2839,39.485,69.463,15.106,-1.85E-04,-2.18E-05,2.07E-04,3,object
V2844,-47.308,71.831,14.952,-2.05E-04,-1.63E-04,3.68E-04,3,object
V2847,-17.166,72.213,15.276,1.74E-04,4.78E-04,-6.53E-04,1,place
V2848,-9.6304,72.308,15.357,1.07E-04,2.13E-04,-3.21E-04,1,place
V2857,-47.443,75.297,15.73,4.86E-04,4.45E-04,-9.31E-04,1,place
V2858,-39.907,75.393,15.81,1.31E-04,-4.55E-04,3.24E-04,2,face
V2859,-36.14,75.44,15.851,1.08E-04,5.14E-04,-6.22E-04,1,place
V2860,-32.372,75.488,15.892,5.34E-04,-3.21E-04,-2.13E-04,2,face
V2864,-9.7657,75.775,16.135,-1.63E-04,-1.18E-04,2.81E-04,3,object
V2874,-40.043,78.858,16.588,-1.35E-04,-2.65E-04,4.00E-04,3,object
V2875,-32.507,78.955,16.669,3.62E-04,-1.75E-04,-1.87E-04,2,face
V2883,16.473,79.575,17.196,3.75E-04,3.33E-04,-7.09E-04,1,place
V2884,24.008,79.67,17.277,2.70E-04,-5.09E-05,-2.20E-04,1,place
V2896,20.106,83.089,18.015,-1.49E-04,7.59E-04,-6.09E-04,1,place
V2897,23.873,83.137,18.055,2.45E-04,-6.54E-04,4.09E-04,2,face
V2907,16.203,86.508,18.752,0.001165716,-8.66E-04,-3.00E-04,2,face
V2908,19.97,86.556,18.792,-3.72E-04,9.72E-04,-6.00E-04,1,place
V2909,23.738,86.603,18.833,5.65E-04,-8.71E-04,3.06E-04,2,face
V2912,-10.307,89.64,19.246,3.04E-04,7.95E-05,-3.83E-04,1,place
V2913,-2.7713,89.735,19.327,3.85E-04,-3.86E-04,8.16E-07,2,face
V2942,-39.156,-40.37,-6.5716,-3.20E-04,7.86E-05,2.41E-04,3,object
V2962,47.231,-32.339,-4.0844,-3.74E-04,1.05E-04,2.68E-04,3,object
V2964,39.561,-28.967,-3.388,-2.63E-04,-3.25E-04,5.88E-04,3,object
V2968,39.425,-25.501,-2.6095,4.72E-04,-5.03E-04,3.12E-05,2,face
V2980,-47.638,-16.2,-1.2084,-5.98E-05,4.70E-04,-4.10E-04,1,place
V3000,34.846,-4.7513,2.0162,-3.00E-05,-7.90E-04,8.20E-04,2,face
V3070,-0.41578,29.482,9.4291,-3.35E-04,1.61E-04,1.74E-04,1,place
V3142,36.044,61.157,16.835,3.42E-04,-8.09E-04,4.67E-04,2,face
V3150,-39.445,63.668,16.802,-2.41E-04,1.99E-04,4.24E-05,1,place
V3151,-24.375,63.86,16.964,-2.65E-04,3.43E-04,-7.85E-05,1,place
V3165,-39.581,67.135,17.58,-4.31E-04,3.80E-04,5.12E-05,1,place
V3167,-5.6712,67.564,17.945,-4.55E-04,1.56E-04,2.99E-04,3,object
V3168,-1.9035,67.611,17.985,-6.10E-04,-2.17E-04,8.26E-04,3,object
V3178,-39.716,70.6,18.358,5.53E-04,-3.31E-04,-2.22E-04,2,face
V3183,-5.8065,71.03,18.722,1.55E-04,-6.73E-04,5.17E-04,2,face
V3190,-39.851,74.067,19.135,-5.18E-04,3.72E-04,1.46E-04,1,place
V3203,-32.451,77.629,19.994,6.35E-04,-8.35E-04,2.00E-04,2,face
V3213,16.529,78.249,20.521,-1.99E-04,-2.04E-04,4.02E-04,3,object
V3219,-43.889,80.951,20.651,-1.74E-04,4.48E-04,-2.73E-04,1,place
V3222,-32.586,81.095,20.772,7.86E-05,2.95E-04,-3.73E-04,1,place
V3230,20.162,81.763,21.339,2.42E-04,-9.85E-04,7.43E-04,2,face
V3231,27.697,81.859,21.42,4.03E-04,-1.85E-04,-2.18E-04,2,face
V3244,20.027,85.23,22.117,-9.19E-05,-4.77E-04,5.69E-04,2,face
V3245,27.562,85.325,22.198,1.49E-05,-7.26E-04,7.11E-04,2,face
V3304,-39.64,-27.83,-0.1363,7.51E-04,-8.71E-04,1.20E-04,2,face
V3307,-51.079,-24.507,0.51956,1.89E-04,5.71E-04,-7.60E-04,1,place
V3308,31.811,-23.456,1.411,6.28E-04,-0.001242324,6.14E-04,2,face
V3311,35.443,-19.942,2.2296,2.89E-04,-9.96E-06,-2.79E-04,1,place
V3461,-50.692,62.199,20.006,7.33E-04,-4.15E-04,-3.18E-04,2,face
V3463,-5.4797,62.772,20.491,5.91E-04,-2.15E-05,-5.69E-04,2,face
V3470,-50.827,65.665,20.783,-8.38E-05,1.35E-04,-5.14E-05,1,place
V3475,-5.6149,66.239,21.269,8.06E-04,-0.001393457,5.88E-04,2,face
V3481,-50.963,69.132,21.56,2.37E-04,-6.59E-05,-1.71E-04,1,place
V3483,-39.66,69.276,21.682,-4.61E-04,5.07E-04,-4.57E-05,1,place
V3494,-43.563,72.694,22.419,-2.65E-04,7.71E-04,-5.06E-04,1,place
V3495,-39.795,72.741,22.46,-9.68E-05,3.20E-04,-2.23E-04,1,place
V3502,16.721,73.458,23.067,-3.75E-04,8.45E-04,-4.70E-04,1,place
V3507,-39.93,76.208,23.237,5.52E-04,-6.41E-04,8.87E-05,2,face
V3516,16.586,76.924,23.846,3.13E-04,-3.24E-04,1.13E-05,2,face
V3522,-43.833,79.627,23.975,-8.55E-05,4.23E-04,-3.37E-04,1,place
V3523,-40.065,79.674,24.016,2.63E-04,3.72E-04,-6.35E-04,1,place
V3524,-36.298,79.722,24.056,-8.50E-04,8.19E-04,3.10E-05,1,place
V3535,27.753,80.534,24.745,-5.30E-04,2.06E-04,3.24E-04,3,object
V3538,-32.665,83.236,24.874,-2.73E-04,7.94E-04,-5.21E-04,1,place
V3546,12.547,83.809,25.36,1.43E-04,-6.67E-04,5.24E-04,2,face
V3547,20.083,83.904,25.441,-3.51E-06,2.79E-04,-2.75E-04,1,place
V3548,27.618,84,25.523,4.01E-04,-2.63E-04,-1.38E-04,2,face
V3549,31.386,84.047,25.563,-7.77E-05,3.77E-04,-2.99E-04,1,place
V3561,16.045,90.79,26.956,-5.21E-04,-5.28E-05,5.74E-04,3,object
V3588,-38.773,-49.953,-1.4787,7.17E-05,2.02E-04,-2.74E-04,1,place
V3595,-38.908,-46.487,-0.70029,-3.45E-04,-1.04E-04,4.49E-04,3,object
V3601,-39.043,-43.02,0.077271,-2.00E-04,-3.09E-04,5.09E-04,3,object
V3614,-50.887,-29.299,3.0671,1.32E-04,-4.94E-04,3.61E-04,2,face
V3616,-39.584,-29.155,3.1888,1.15E-04,-4.64E-04,3.49E-04,2,face
V3620,31.867,-24.782,4.7361,-5.11E-04,2.60E-04,2.50E-04,3,object
V3631,54.203,-17.563,6.5346,-4.91E-04,1.48E-04,3.43E-04,3,object
V3645,-59.369,-5.1298,8.4305,1.39E-04,3.74E-04,-5.13E-04,1,place
V3676,52.85,17.1,14.312,-3.55E-04,-2.73E-04,6.27E-04,3,object
V3685,48.812,23.986,15.828,-3.59E-04,-2.45E-04,6.04E-04,3,object
V3686,52.58,24.033,15.868,-1.12E-04,-9.64E-05,2.08E-04,3,object
V3706,59.574,37.994,19.06,0.000281042,-6.30E-04,3.49E-04,2,face
V3763,47.189,65.581,25.16,-1.55E-04,-2.88E-04,4.43E-04,3,object
V3764,50.957,65.629,25.201,6.05E-04,-8.59E-04,2.54E-04,2,face
