"","x","y","z","face","place","object"
"V2366",-3.6615,-53.299,11.556,0.000163015972972715,-0.00123298070801469,0.00106996473504197
"V2367",-0.15438,-53.365,11.695,0.00025669182087722,0.000355085308724364,-0.000611777129601584
"V2370",17.381,-53.695,12.392,-0.000703822863608009,-0.000323625381259665,0.00102744824486767
"V2399",-7.7731,-40.55,13.23,-0.000643895211797243,-0.000492423916097966,0.00113631912789521
"V2411",44.631,-37.31,15.92,0.000684210039273313,0.000364693204281321,-0.00104890324355463
"V2425",29.797,-20.134,17.781,0.000424044364751417,0.000884839870176293,-0.00130888423492771
"V2432",47.131,-16.236,19.081,0.00117977496481247,-0.000194499406609851,-0.000985275558202618
"V2465",-49.777,32.05,21.972,-0.000513192020358529,-0.000426314346622167,0.000939506366980697
"V2473",44.713,34.5,26.331,-0.000185765547655338,-0.00187934765709857,0.00206511320475391
"V2479",-50.18,40.505,23.18,0.000604784088779063,0.000561300732069076,-0.00116608482084814
"V2498",50.921,51.281,29.026,0.00104090594110582,0.000860553553277116,-0.00190145949438294
"V2500",-54.493,57.483,25.458,0.00098527193308419,-0.000544249616263202,-0.000441022316820989
"V2504",50.719,55.509,29.631,0.000328773245679079,-2.79670688251791e-05,-0.0003008061768539
"V2505",-51.187,61.646,26.201,0.000515117873609882,-0.000404852067089168,-0.000110265806520714
"V2517",4.7243,64.82,29.031,-0.000322334628535901,0.00031487796897722,7.45665955868084e-06
"V2521",-48.083,70.036,27.549,-0.000942927176212307,0.00133334797918878,-0.00039042080297647
"V2528",-2.4913,69.18,29.357,-0.000944351863033581,0.000692657104503002,0.000251694758530579
"V2589",37.969,-46.499,18.118,-0.00103873322059814,0.000538969214959563,0.000499764005638577
"V2620",-43.702,-23.845,17.939,-0.00143390557757105,0.000904102817531205,0.000529802760039846
"V2644",49.78,-0.25474,25.32,-0.00142231076894826,0.000484061365821993,0.000938249403126266
"V2660",52.078,25.047,29.085,-0.000885026071266515,0.00109769805644302,-0.000212671985176505
"V2669",-60.753,39.838,26.446,0.000857217814896726,-0.000142179527020302,-0.000715038287876424
"V2670",-50.231,39.64,26.863,0.000273225468629035,-1.56606522847079e-05,-0.000257564816344327
"V2678",-53.94,43.934,27.329,-0.000449749780505427,-0.00210138875986081,0.00255113854036623
"V2728",39.542,67.524,34.709,0.000475445169107605,-6.62187362400266e-05,-0.000409226432867578
"V2750",18.096,76.375,35.083,0.000800683103743544,0.000992916539220261,-0.0017935996429638
"V2772",20.382,-47.036,21.106,0.000251864182732935,7.809083830274e-05,-0.000329955021035675
"V2773",23.889,-47.102,21.244,0.000237304168347207,0.000183619835345955,-0.000420924003693162
"V2776",-32.426,-41.82,19.623,0.000206413585006356,2.72363669435977e-05,-0.000233649951949954
"V2803",-43.753,-24.711,21.622,0.000872015809771964,0.000317472778668971,-0.00118948858844094
"V2837",35.297,7.5987,29.655,0.000958063979722331,-0.00102044813557274,6.23841558504045e-05
"V2905",-40.971,63.945,34.589,0.000516451881994974,-0.000618870156834553,0.000102418274839579
"V2944",-18.046,-51.406,22.654,0.000967129782306297,-0.00035381780977091,-0.000613311972535387
"V2950",-28.769,-46.98,22.841,0.00126698799150902,-0.00096093024271224,-0.000306057748796781
"V2952",-18.248,-47.177,23.258,-0.000483650350164994,0.000933324109882766,-0.000449673759717772
"V2957",-25.464,-42.818,23.585,0.000585208089133585,-0.00109343252836367,0.000508224439230084
"V3025",35.85,-5.9508,31.526,0.000725000930382953,-0.00160151050102064,0.000876509570637686
"V3031",38.954,2.4392,32.874,-0.00112866104493849,0.00125648072797502,-0.000127819683036527
"V3036",31.738,6.7987,33.199,0.0011340186810524,-0.00116927479313899,3.52561120865829e-05
"V3055",-53.439,29.518,32.882,-0.000940650850143706,0.00226307085047299,-0.00132242000032928
"V3065",-4.5414,32.825,35.434,0.000293669682846474,-0.00113477309290807,0.000841103410061597
"V3104",50.564,52.912,40.68,-0.000113093784176262,0.000600915968351641,-0.00048782218417538
"V3113",46.856,57.206,41.146,-0.000262100293140594,-0.000641056015246018,0.000903156308386611
"V3147",13.264,-48.635,28.194,0.000385432449987574,-0.000747970126389444,0.000362537676401869
"V3149",-32.529,-43.552,26.989,-0.000551648947270964,-0.000136066011019641,0.000687714958290604
"V3153",23.584,-44.605,29.215,-0.000629340103131522,-0.000569890184185387,0.00119923028731691
"V3160",5.8468,-40.048,29.124,-0.00110245335108627,-0.000110271892255959,0.00121272524334223
"V3274",-1.6906,44.577,41.069,0.000482581654902471,-0.000390760706750784,-9.18209481516868e-05
"V3301",47.005,52.112,44.224,0.000114134749887874,-0.000591239316323358,0.000477104566435484
"V3346",-8.2331,-40.65,32.251,0.000249973819741642,-0.00147181344630231,0.00122183962656066
"V3348",5.7951,-40.914,32.807,-0.000625611730655065,-0.000753867177333162,0.00137947890798823
"V3349",12.809,-41.045,33.085,0.000935252601378239,-0.00158638009029931,0.000651127488921069
"V3354",-4.9276,-36.489,32.994,0.000477466382859842,-6.17946230154536e-05,-0.000415671759844389
"V3364",-22.664,-31.931,32.902,0.000987886055013079,-0.00071350018777803,-0.000274385867235049
"V3374",-5.3306,-28.032,34.202,-0.0006812168694537,-3.69779605426423e-05,0.000718194829996342
"V3394",18.816,-20.037,36.384,-0.000859433725709685,-0.000427238901018675,0.00128667262672836
"V3395",22.323,-20.103,36.524,0.000585835802098968,-0.00159347937101886,0.00100764356891989
"V3396",29.337,-20.235,36.802,0.00092415668452719,-0.000835437450326192,-8.87192342009973e-05
"V3399",-26.978,-14.953,35.18,-0.000675621896799161,-0.00043495790968636,0.00111057980648552
"V3400",18.614,-15.809,36.989,-0.000357861486233697,-0.000347104487146923,0.00070496597338062
"V3407",-6.1367,-11.12,36.619,-0.00036167048046886,0.00111474236855814,-0.000753071888089284
"V3415",25.225,-7.4849,38.475,0.000872272305411738,-0.000949095637664752,7.68233322530141e-05
"V3421",25.024,-3.257,39.08,0.00126502100498697,-0.000764441715131635,-0.000500579289855332
"V3439",-10.651,10.085,39.502,0.00114874860733339,-0.000170020892437206,-0.000978727714896184
"V3467",27.12,26.273,43.448,0.000175351207291063,-0.000910300525609317,0.000734949318318254
"V3502",-2.1453,52.167,45.961,0.00181854470135168,-0.00160788865282403,-0.000210656048527657
"V3515",-20.084,60.953,46.474,0.000221246723883437,0.000215859619651503,-0.00043710634353494
"V3516",-13.07,60.821,46.751,-0.00113813691585944,-3.33800055572943e-06,0.00114147491641517
"V3528",5.945,-46.008,35.886,-0.000664255106876997,-0.000378177418712316,0.00104243252558931
"V3529",-22.313,-41.253,35.377,0.000990232312023062,0.000181274694375885,-0.00117150700639895
"V3540",5.3404,-33.324,37.698,-5.77745767263443e-05,0.000918435430218272,-0.000860660853491928
"V3546",1.6318,-29.03,38.164,0.000822509188596046,0.000157677416495031,-0.000980186605091077
"V3554",15.459,-25.065,39.325,0.0016269089832757,-0.000402023502137207,-0.00122488548113849
"V3562",18.764,-20.903,40.068,0.00069258456422249,-0.00184114566565969,0.0011485611014372
"V3569",18.563,-16.675,40.672,0.000515887802936065,-1.04928914681966e-05,-0.000505394911467868
"V3573",-27.231,-11.591,39.468,0.000102939729090687,-0.00231564912894446,0.00221270939985377
"V3578",28.681,-8.4162,42.297,0.000860550285591501,0.000175236843623548,-0.00103578712921505
"V3625",48.313,20.784,47.362,-0.000172678880384195,-0.000733184281245051,0.000905863161629246
"V3634",48.111,25.013,47.965,-0.00129704922842852,0.000231095567051708,0.00106595366137681
"V3650",-43.677,39.408,46.162,-0.000198578187819531,-0.00037616457265303,0.00057474276047256
"V3699",-19.261,-33.728,40.408,0.000292661930498304,-0.00146970324116978,0.00117704131067147
"V3703",-22.969,-29.434,40.874,0.000202317889990806,0.000724236891796496,-0.000926554781787302
"V3706",1.5801,-29.895,41.847,-0.000969345652788902,0.000784688152296068,0.000184657500492834
"V3724",-19.865,-21.044,42.221,0.000851020624148594,0.000618693639785793,-0.00146971426393439
"V3728",18.712,-21.769,43.751,-5.04520848563442e-05,0.00106303288884028,-0.00101258080398394
"V3738",-30.79,-12.391,43.012,0.000935187233793966,-0.000287230841759419,-0.000647956392034547
"V3739",-27.283,-12.457,43.151,-0.00053094943527048,0.00038965881674279,0.00014129061852769
"V3749",14.601,-9.0189,45.425,-0.000213664515375482,0.000227517485851845,-1.3852970476363e-05
"V3772",17.503,3.599,47.376,-0.000394537797015673,0.000226491521822866,0.000168046275192807
"V3776",13.795,7.8927,47.842,0.000520776364308316,4.22004368200393e-05,-0.000562976801128355
"V3804",20.204,20.446,49.932,0.000754050063688086,0.000122188116390774,-0.000876238180078861
"V3819",23.51,24.608,50.675,0.000604968509292493,2.75136026923769e-05,-0.00063248211198487
"V3844",37.135,32.8,52.44,0.000554255358153671,-0.000865151799319487,0.000310896441165816
"V3873",1.2583,50.371,53.466,0.000303237817964664,-2.72730472424011e-05,-0.000275964770722263
"V3880",1.0568,54.598,54.07,0.000334491424825034,-0.000185336501486997,-0.000149154923338036
"V3918",11.042,-9.8187,48.969,-0.000191234811571532,-0.000253631366974947,0.000444866178546479
"V3930",-20.925,-0.77017,48.925,0.00053278203870767,-0.000271274157547646,-0.000261507881160025
"V3992",37.285,27.707,55.519,-0.000224770610520233,-9.79913452699071e-06,0.000234569745047224
"V4002",37.083,31.934,56.124,0.000837863004302365,-0.000880605766059034,4.27427617566692e-05
"V4037",-12.955,-22.907,49.865,0.00065372372890972,-0.00041102327215971,-0.000242700456750011
"V4039",-20.17,-18.548,50.191,0.000418706625560097,-0.000209674984446407,-0.00020903164111369
"V4127",-12.269,36.218,58.463,-0.000161146280767759,-0.000225266393561223,0.000386412674328982
"V4169",-15.828,35.419,62.007,-0.000768197572830617,0.000673500491784337,9.46970810462793e-05
