"","x","y","z","face","place","object"
"V3826",-54.146,57.152,29.984,3.20557964355394e-05,0.00108435194121007,-0.00111640773764561
"V3836",-54.628,60.933,29.901,-0.00085927685232857,0.00149481622852045,-0.000635539376191881
"V3839",-39.333,61.467,30.087,-0.000448321929179942,0.0003528336351061,9.54882940738422e-05
"V3846",44.79,64.405,31.113,0.000363415246841165,-0.000757175828473668,0.000393760581632503
"V3847",-51.286,64.848,29.864,0.000920180341312295,-0.000479583424857806,-0.00044059691645449
"V3849",-32.167,65.516,30.097,0.0014805793336271,-0.00072225677933197,-0.000758322554295131
"V3851",-20.696,65.916,30.237,0.000673672827819573,0.000132163781709569,-0.000805836609529142
"V3869",13.236,70.899,30.573,0.000402706332412533,-0.000668569872482076,0.000265863540069543
"V3877",-6.365,74.013,30.257,8.32101118972209e-05,-0.000488359068253408,0.000405148956356187
"V3909",-2.3438,-47.434,36.826,-0.000616192231672808,-0.00014491011319257,0.000761102344865379
"V3920",12.469,-43.118,36.929,0.000742884238018774,-0.000352508808539086,-0.000390375429479688
"V3926",11.987,-39.337,36.846,0.000222989742247856,-0.000322348626659301,9.93588844114448e-05
"V3927",19.635,-39.07,36.939,0.000788764870122783,-0.00046055697702692,-0.000328207893095863
"V3971",-40.132,-22.166,35.823,0.00016634640221279,-0.000383052826500592,0.000216706424287802
"V3976",-44.438,-18.519,35.693,-8.36226973765569e-06,-0.000816006112526557,0.000824368382264213
"V4041",53.983,22.899,36.12,0.000424649375304922,-0.00021297085256149,-0.000211678522743432
"V4068",-6.2663,43.584,34.921,-0.000484602088166573,0.00158952070377691,-0.00110491861561033
"V4072",39.619,45.186,35.48,0.000567396502453786,-0.000301689335013334,-0.000265707167440452
"V4082",31.489,48.701,35.304,-0.000286199393438658,-0.000310447806867068,0.000596647200305725
"V4083",35.313,48.834,35.351,0.000391286626675053,-0.000248550905065286,-0.000142735721609767
"V4084",39.137,48.968,35.397,-0.000863000736573814,0.00100998973933469,-0.000146989002760875
"V4094",34.831,52.615,35.267,0.000622317726462782,-0.0003455113696954,-0.000276806356767382
"V4098",-53.598,53.326,34.112,-0.000359785911361605,-1.2665280312144e-07,0.000359912564164727
"V4103",19.054,55.863,34.998,-0.000682480434028726,0.0016160493752647,-0.000933568941235977
"V4106",45.82,56.797,35.324,-0.000593976073573946,-0.000468451462759629,0.00106242753633357
"V4116",41.514,60.445,35.194,-0.000414751396927676,-0.000653561728713838,0.00106831312564151
"V4117",45.338,60.579,35.241,6.30724652915534e-05,-0.00144517471568499,0.00138210225039343
"V4134",9.9601,66.939,34.655,0.00113323775519038,-0.000408630212243417,-0.000724607542946967
"V4135",13.784,67.073,34.701,-0.000384132504826372,-0.00101711042358187,0.00140124292840824
"V4139",44.374,68.141,35.074,-0.000663553701235178,0.000387869913339607,0.000275683787895571
"V4144",-24.936,69.519,34.152,0.000442501717387573,-0.00127353329430122,0.000831031576913651
"V4191",12.053,-39.382,40.89,-0.000508169319215438,-0.000440543104383034,0.000948712423598471
"V4238",-36.725,-18.297,39.831,0.000690097582033023,0.000909098641074335,-0.00159919622310736
"V4247",-29.559,-14.248,39.841,0.00045443572277682,-0.00131181836584522,0.000857382643068396
"V4333",52.602,34.198,39.915,-0.00021364002377767,-0.000164479738839754,0.000378119762617424
"V4335",-54.945,34.241,38.526,8.376377367696e-05,0.00240940781383526,-0.00249317158751222
"V4348",-55.909,41.803,38.359,6.93510733272336e-05,-0.000645531644547801,0.000576180571220567
"V4351",35.861,45.008,39.478,0.00100172398590155,0.000538480192369056,-0.00154020417827061
"V4357",-14.33,47.053,38.789,0.0011362066260305,-0.00123615722049838,9.9950594467881e-05
"V4363",35.379,48.789,39.395,0.000510562148020017,-0.00021362979289353,-0.000296932355126487
"V4382",19.12,55.818,39.042,-0.000984462251793877,0.000687240560393172,0.000297221691400704
"V4385",42.062,56.619,39.322,-0.000190413659480106,0.000395936151894077,-0.000205522492413971
"V4386",45.886,56.752,39.369,-0.000413592027132869,0.000519007506909069,-0.0001054154797762
"V4395",-50.672,60.977,38.036,-0.000750257595140908,0.000818858744965931,-6.86011498250233e-05
"V4407",-28.212,65.559,38.233,-0.000364690451779049,0.000513414048679533,-0.000148723596900485
"V4410",13.85,67.028,38.746,-0.000123833838064931,0.000652813380233623,-0.000528979542168692
"V4411",17.673,67.161,38.792,-0.000344965193859073,0.000385986110045029,-4.10209161859567e-05
"V4415",-24.87,69.474,38.196,0.000705633458573985,-0.000232338795753592,-0.000473294662820393
"V4419",9.5438,70.676,38.616,0.00018086133956367,-0.000163726397675611,-1.71349418880591e-05
"V4444",12.119,-39.427,44.935,0.000705725888205394,-0.000751061767264017,4.53358790586225e-05
"V4495",-29.493,-14.293,43.886,8.6975630518006e-06,-3.55949791485853e-05,2.68974160967848e-05
"V4508",-45.753,-7.2649,43.533,0.000368106851315015,-0.000107208851976061,-0.000260897999338954
"V4514",-46.235,-3.4836,43.45,-0.000132233922510283,1.53123629353781e-05,0.000116921559574905
"V4588",-54.879,34.196,42.57,-0.000416485380354419,0.000877728440358206,-0.000461243060003787
"V4634",35.445,48.744,43.44,-0.000883660120549507,0.000618871092631789,0.000264789027917718
"V4647",42.61,52.792,43.45,-8.40869494500116e-05,-0.000504787465211151,0.000588874414661162
"V4653",-15.228,54.571,42.667,0.000320304392762351,-0.00032155131753971,1.24692477735864e-06
"V4658",42.128,56.574,43.367,-0.000294446129073884,0.000603866726117701,-0.000309420597043817
"V4660",-46.301,57.284,42.211,-0.000366940793290279,0.00090129267121031,-0.000534351877920031
"V4661",-42.477,57.417,42.257,-0.000767101227216197,0.000147135130519489,0.000619966096696708
"V4680",-43.441,64.98,42.091,-0.000439121148027018,0.00100326131871117,-0.000564140170684156
"V4708",11.703,-35.691,48.896,-0.00098297234299886,0.000602170117665684,0.000380802225333177
"V4744",-37.075,-14.605,47.837,0.000144182895839077,-0.000382929399514148,0.000238746503675071
"V4757",38.918,-8.1537,48.686,-0.000703125285759584,-0.000180709343576615,0.0008838346293362
"V4758",-45.687,-7.3099,47.577,-0.000307692221603567,6.58536020444712e-05,0.000241838619559096
"V4767",26.965,-4.773,48.463,-0.000782366139425573,0.00116968281569007,-0.000387316676264496
"V4768",30.789,-4.6395,48.51,0.000410832770985583,-8.62329439523396e-05,-0.000324599827033243
"V4769",38.436,-4.3724,48.603,0.000417765682612171,-9.49430554959556e-05,-0.000322822627116215
"V4771",-46.169,-3.5286,47.494,0.000244233014864576,-0.000176733752372763,-6.74992624918132e-05
"V4798",25.519,6.5709,48.214,-0.000521673671491875,0.000434559959442622,8.71137120492537e-05
"V4905",-22.81,54.259,46.618,0.000418152666063195,-0.000135663801209225,-0.00028248886485397
"V4915",-30.94,57.773,46.442,-0.000171922475138211,0.000400774834319264,-0.000228852359181053
"V5010",-8.3475,1.5428,51.922,0.000288600888838712,4.68588145979229e-05,-0.000335459703436635
"V5062",23.656,21.651,51.925,0.000648965591769557,-0.000407984401731814,-0.000240981190037743
"V5121",40.364,41.225,51.742,-0.000287108173925935,0.000270513035891796,1.6595138034139e-05
"V5356",2.1926,39.845,55.32,0.00103809690022759,-0.00114131617139758,0.000103219271169985
"V5362",36.607,41.046,55.74,0.000419113354530765,-0.000278050298526722,-0.000141063056004043
"V5430",-7.2516,-6.1098,60.177,-0.000784135644698253,0.000880386877766028,-9.62512330677757e-05
"V5446",-20.169,4.8335,59.788,0.000207053888702149,-0.000223537776749099,1.648388804695e-05
"V5448",-8.6979,5.234,59.928,-0.000976887792131989,0.000571066043805744,0.000405821748326246
"V5451",14.245,6.0352,60.207,0.000151346354282492,-0.000365504952889135,0.000214158598606644
"V5453",-28.299,8.3477,59.611,0.000570898244385578,-8.76383975086329e-05,-0.000483259846876945
"V5591",9.5226,13.419,64.039,0.000190294918549014,-0.000227473010102564,3.71780915535499e-05
"V5611",-26.82,27.343,63.286,-0.00049736770968026,7.20054337453191e-05,0.000425362275934941
"V5623",-27.784,34.905,63.12,-0.000141392140697317,0.000465326514248295,-0.000323934373550978
"V5624",-23.96,35.039,63.166,-0.000230613938204265,-0.000138030031723787,0.000368643969928052
