"","x","y","z","face","place","object"
"V25",14.748,-11.243,-35.363,-0.000945704489101049,0.00184549213066782,-0.000899787641566775
"V164",32.784,13.189,-30.974,-0.00115919968426301,0.00196496335082478,-0.000805763666561773
"V268",-33.502,21.071,-28.609,0.00186460728410329,-0.000846024162353998,-0.00101858312174929
"V316",-33.035,42.444,-28.643,0.00291800351688982,-0.0008513838350566,-0.00206661968183322
"V322",-39.874,49.674,-28.825,0.00219348805292608,0.00200286410921899,-0.00419635216214507
"V324",-39.796,53.236,-28.831,-0.000912321093840536,0.00156070163018844,-0.000648380536347901
"V329",-39.718,56.799,-28.836,-0.000273725130577349,-0.00160225108023045,0.0018759762108078
"V394",-47.875,3.2284,-24.922,-0.00151077625601464,-0.00132710471905171,0.00283788097506635
"V400",-47.797,6.7907,-24.928,-0.00163002748994137,0.0030874180612108,-0.00145739057126944
"V473",-22.694,34.921,-24.374,0.0011781876462706,-0.000919764155192692,-0.000258423491077909
"V553",-36.216,56.505,-24.75,-0.00219119545830923,0.00314824928236628,-0.000957053824057056
"V811",30.235,55.265,-19.125,0.00587903121476787,-0.00350094612071915,-0.00237808509404871
"V831",30.313,58.827,-19.13,-0.000547492100708559,0.0015314149632877,-0.000983922862579137
"V832",33.81,58.774,-19.045,0.00120346583617656,-0.00214316788730042,0.000939702051123865
"V835",47.798,58.564,-18.703,0.00314528250014105,-0.00393010302627083,0.000784820526129775
"V853",30.39,62.389,-19.136,-0.00234358207754437,0.00118073938738301,0.00116284269016136
"V854",33.888,62.337,-19.051,-0.00229975892833296,0.00181934467560028,0.000480414252732674
"V855",37.385,62.284,-18.965,0.00372305668888084,-0.00162477389596634,-0.00209828279291451
"V896",37.696,76.533,-18.988,-0.00054679122009245,0.000912218667715083,-0.000365427447622633
"V908",-7.1452,-54.881,-15.805,-0.00173200046100877,-8.81093971282863e-05,0.00182010985813706
"V938",-41.338,-18.733,-16.716,-0.000533194561588714,-0.00196900015818745,0.00250219471977616
"V979",53.474,-2.3409,-14.436,0.000262518981584488,-0.00306702099134436,0.00280450200975987
"V1083",47.57,47.636,-14.685,-0.00107533792858662,-0.00142651648764173,0.00250185441622834
"V1092",-25.793,52.302,-16.486,-0.00205697701210827,0.00218356078299439,-0.000126583770886121
"V1106",-25.715,55.864,-16.492,-0.00148902331535219,0.0032281841647511,-0.00173916084939891
"V1113",44.228,54.813,-14.782,0.00252240375752634,-0.000887300364804967,-0.00163510339272137
"V1133",30.317,58.586,-15.13,0.00167337532336707,-1.83982441566147e-05,-0.00165497707921046
"V1152",26.898,62.2,-15.221,-0.000619128310148006,0.00206092953233258,-0.00144180122218458
"V1250",34.359,83.469,-15.084,-0.000621833571989075,0.00126165753966085,-0.000639823967671772
"V1276",24.49,-48.471,-11.046,-0.00144813938437408,-0.00141000976879837,0.00285814915317245
"V1443",47.496,43.832,-10.679,0.00021680029397437,-0.00101149893685692,0.00079469864288255
"V1463",30.166,51.22,-11.118,-0.000250964400531194,0.00341368563013209,-0.0031627212296009
"V1467",61.641,50.747,-10.348,-0.001488638161979,0.00230230519334312,-0.000813667031364118
"V1480",-57.107,59.658,-13.266,0.00204986014778757,0.00115203955524989,-0.00320189970303746
"V1491",30.322,58.344,-11.129,-0.000888096442343338,0.00228911217303424,-0.00140101573069091
"V1511",30.4,61.906,-11.135,0.00189804703191063,0.000994749346941265,-0.0028927963788519
"V1619",37.861,83.175,-10.997,-0.00240785301884981,0.00149768969870962,0.00091016332014019
"V1641",-21.202,-58.716,-8.1397,0.000187587622078929,-0.000992624460363577,0.000805036838284648
"V1846",58.226,54.12,-6.4385,-0.000914259609398191,0.00246373384457383,-0.00154947423517564
"V1885",30.482,65.227,-7.1394,-0.000639480531106876,0.00248378463789416,-0.00184430410678728
"V2193",54.656,50.369,-2.5176,0.00164037651211889,-0.000436896829307237,-0.00120347968281166
"V2201",58.231,53.879,-2.4377,-0.0016116480461909,-0.0012681478473246,0.0028797958935155
"V2204",-60.595,59.228,-5.3502,-0.0010892317079945,-0.001070679290374,0.0021599109983685
"V2210",54.811,57.493,-2.5289,0.000544032903692546,0.0011733272903873,-0.00171736019407985
"V2211",58.309,57.441,-2.4434,-0.00155309496231769,0.00281683768474938,-0.00126374272243169
"V2223",58.386,61.003,-2.449,0.00198258573169896,-0.000676742956204376,-0.00130584277549458
"V2363",34.529,89.869,-3.0924,0.000668463586421147,-0.00146237005319036,0.000793906466769213
"V2437",-55.386,-23.05,-1.0492,0.000354843792782058,-0.00252798014719074,0.00217313635440869
"V2458",49.918,-6.8161,1.4876,-0.00173332843926207,-0.00165650377316431,0.00338983221242639
"V2543",-60.668,55.424,-1.3438,-0.00136130371278304,-0.000393510535082076,0.00175481424786512
"V2689",-35.487,87.117,-0.79591,-0.00226626656097818,-0.000186351426095506,0.00245261798707369
"V2811",-51.884,-23.344,3.037,-0.00174462393603603,-0.000826667622555397,0.00257129155859142
"V2934",-60.663,55.183,2.657,-0.000693609963883856,-0.000500243023731394,0.00119385298761525
"V2935",-57.166,55.131,2.7425,-0.000447052533933338,-0.000928178892023958,0.0013752314259573
"V2952",-22.039,61.729,3.5862,-0.00239415767973049,0.00376370793722689,-0.0013695502574964
"V2953",-18.542,61.677,3.6717,-0.000937120139753104,0.00225891036929592,-0.00132179022954282
"V2955",-8.0503,61.519,3.9282,-0.00134083594485951,-0.00130293788542563,0.00264377383028514
"V3072",44.952,85.667,5.1713,-4.66829177871222e-05,-0.00154871317248904,0.00159539609027616
"V3167",38.657,-42.764,9.2888,-0.00194719268324556,0.000417856616883394,0.00152933606636216
"V3289",-43.095,58.241,7.0796,0.00078450047447912,-0.00272163572399033,0.00193713524951121
"V3301",-22.034,61.488,7.587,-0.00149639727676965,-0.000604288812256987,0.00210068608902663
"V3302",-18.537,61.436,7.6725,0.000879588750069564,-0.0015310064768076,0.000651417726738038
"V3312",-56.928,65.576,6.7264,9.64902404053064e-05,-0.00234597653041754,0.00224948629001223
"V3325",-21.879,68.613,7.5757,0.000912141947024924,-0.00122258964539792,0.000310447698372998
"V3338",-53.275,72.648,6.8007,0.00176685400819534,0.00204918110137364,-0.00381603510956899
"V3421",41.46,85.478,9.0866,-0.000653318807819007,0.00293362264860697,-0.00228030384078796
"V3441",-35.322,93.759,7.1944,-0.000903112029275941,0.00276272155102369,-0.00185960952174775
"V3508",-17.448,-49.289,11.933,0.00152768962307913,0.00144501242328451,-0.00297270204636364
"V3516",-34.856,-45.464,11.5,-0.0010099710500163,0.00184046085540258,-0.000830489805386282
"V3526",38.662,-43.005,13.29,0.00275225783710545,-0.00154135079675105,-0.00121090704035441
"V3548",-58.947,-27.284,10.873,0.00156073387764865,0.0016520145455599,-0.00321274842320855
"V3583",-65.241,4.8813,10.652,0.00285151372416161,-0.000734487316544568,-0.00211702640761704
"V3712",27.009,64.073,12.779,-0.000197596518630137,-0.00166119616052613,0.00185879267915627
"V4457",30.749,74.225,20.849,0.00308584606557965,-0.000756901416421903,-0.00232894464915775
"V4547",-14.171,-60.752,24.038,-0.000536852683985355,-0.0014662297951188,0.00200308247910416
"V4556",-14.093,-57.19,24.032,-0.00129596519680314,-0.000566842836554361,0.0018628080333575
"V4566",-10.518,-53.68,24.112,-0.00156905145706189,0.000313292524745953,0.00125575893231593
"V4567",-3.5234,-53.785,24.283,0.000610047439888861,0.000155442114558158,-0.00076548955444702
"V4617",-52.017,-31.676,23.052,-0.00109487680825329,0.00191597668810678,-0.000821099879853484
"V4630",-58.777,-20.884,22.864,0.00329638673924434,-0.00247447992817072,-0.000821906811073621
"V4631",-55.28,-20.936,22.95,-0.00207386404944463,0.00286043511675684,-0.000786571067312212
"V4654",43.029,-4.5968,25.316,0.00232816654153831,-0.00174102350021394,-0.00058714304132437
"V4678",-47.352,21.706,23.053,-0.00150735362230662,0.000309081121191514,0.00119827250111511
"V4783",-39.112,78.597,23.135,-0.00145682963050937,0.00153743947573183,-8.06098452224628e-05
"V4881",-10.435,-50.359,28.107,0.00235257560869559,-0.00222440058625139,-0.000128175022444205
"V4897",-34.76,-42.867,27.497,-0.001907009956511,0.00174973083858924,0.000157279117921754
"V4923",35.339,-36.793,29.196,-0.00168375141793099,0.00323299442593717,-0.00154924300800618
"V4969",49.951,-8.5056,29.493,-0.000574643509593471,-0.000773308502367259,0.00134795201196073
"V4974",43.034,-4.8382,29.316,0.00243532459523969,-0.00201317490640435,-0.000422149688835339
"V4975",46.531,-4.8908,29.402,-0.000861705224850335,-0.00111110767598718,0.00197281290083751
"V5358",57.806,30.333,33.603,0.00159139526003244,0.000318261624233289,-0.00190965688426573
"V5472",44.751,73.29,33.194,0.000170152600101668,0.001560163722486,-0.00173031632258767
"V5482",23.846,77.168,32.675,0.0033549264179994,-0.000769066974090964,-0.00258585944390843
"V5487",44.829,76.853,33.188,0.00136841301054885,-0.000513827898505101,-0.000854585112043747
"V5498",13.432,80.888,32.413,-0.000777768849937204,0.00117811933168947,-0.000400350481752271
"V5566",38.924,-33.766,37.277,-0.00116087987386214,0.00251352866658369,-0.00135264879272156
"V5665",-50.757,24.596,34.965,0.000191856078743073,0.00127048499056799,-0.00146234106931107
"V5690",54.313,30.144,37.518,0.00138076054961837,0.000575644637953041,-0.00195640518757141
"V6017",-40.572,9.9483,39.244,0.000347802191472992,-0.00138353994743003,0.00103573775595704
"V6070",57.815,29.85,41.605,-0.00023693695765029,0.00191087016476468,-0.00167393320711439
"V6198",-7.8525,66.471,39.924,-0.00144153846580101,0.000649332634957661,0.000792205830843351
"V6271",0.38637,-37.233,44.344,0.00198720014958474,-0.000618306825530465,-0.00136889332405428
"V6290",0.54205,-30.109,44.333,0.00149423915682866,-0.00086152333830664,-0.000632715818522025
"V6337",18.339,-16.122,44.738,0.000527862299834109,0.000498347837634786,-0.00102621013746889
"V6358",-33.963,-8.2095,43.444,-0.000485362533203034,-0.00106893794092455,0.00155430047412759
"V6359",-30.465,-8.2621,43.53,-0.00106649701235847,-0.000305816004098638,0.0013723130164571
"V6582",-28.831,66.545,43.412,0.0010009266441743,-0.00187872422829593,0.000877797584121631
"V6584",-21.836,66.44,43.583,-0.000941369680025291,-0.00086336317366074,0.00180473285368603
"V6677",-2.7948,-23.173,48.237,-0.000157878061319245,-0.0016421494139669,0.00180002747528615
"V6680",21.685,-23.541,48.836,-0.00176461197273458,-0.00106310200344971,0.00282771397618429
"V6725",1.0138,-8.9765,48.3,-0.0013412770739881,-0.000470940362072428,0.00181221743606053
"V6734",-37.377,-4.836,47.354,0.000651043402273049,0.0006402309571195,-0.00129127435939255
"V6740",22.075,-5.7296,48.807,-0.000578752213190664,0.00113599044445475,-0.000557238231264082
"V6765",22.23,1.3949,48.796,0.00107902338767806,-0.00199634500007493,0.000917321612396878
"V6766",25.727,1.3424,48.882,-0.00157626799865944,-0.000140813405278857,0.0017170814039383
"V7036",-9.5509,-12.622,52.05,0.00243867247190047,-0.00297844538200226,0.000539772910101785
"V7057",-44.367,-4.9723,51.184,-0.00207493806278813,0.000380258003534938,0.00169468005925319
"V7420",-37.134,5.368,55.339,-0.00192221526768098,0.00108348742123409,0.000838727846446886
"V7644",11.597,-6.296,60.553,-0.00111871771143705,-0.000886440623102425,0.00200515833453948
"V7774",-36.429,37.187,59.289,0.00099630595890891,-0.00123111235759258,0.000234806398683668
"V7775",-32.932,37.134,59.374,0.000364973993607583,-0.00200684179475966,0.00164186780115207
"V7947",1.8887,29.243,64.241,-0.00076894529687688,0.00213332311013042,-0.00136437781325354
