"","x","y","z","face","place","object"
"V699",-44.881,56.945,-13.616,-0.000251168044676647,0.00178318182824471,-0.00153201378356806
"V700",-41.277,57.104,-13.779,0.000121528398650155,-0.00171999786522891,0.00159846946657876
"V710",-45.063,60.694,-13.459,-0.000573307318381669,0.00123911375023639,-0.000665806431854719
"V711",-41.459,60.854,-13.621,0.000491566043417114,-0.00160343836501166,0.00111187232159454
"V722",16.216,63.405,-16.226,0.000523424180528029,-0.00162555320380803,0.00110212902328
"V723",19.82,63.565,-16.389,-0.000663224353929977,0.001953056899758,-0.00128983254582802
"V728",-45.246,64.445,-13.301,-0.000486605626234718,-0.000677496539697257,0.00116410216593197
"V729",-41.641,64.604,-13.464,0.000913302233373145,-0.00174158457706736,0.000828282343694216
"V730",-38.036,64.763,-13.627,-0.000608789557876558,0.00173423085452726,-0.0011254412966507
"V732",-27.222,65.242,-14.115,-0.000733642009784565,0.0010228607185405,-0.000289218708755932
"V742",16.034,67.155,-16.068,6.86169643741589e-05,-0.00127468138600507,0.00120606442163091
"V743",19.638,67.314,-16.23,0.000777803366439543,-0.00205802548454587,0.00128022211810633
"V749",-23.8,69.151,-14.12,0.000540226735261915,0.0010665311829731,-0.00160675791823502
"V901",28.364,40.99,-13.793,7.40653980082473e-05,-0.00106828726562426,0.000994221867616009
"V906",28.182,44.741,-13.636,-0.000236903174161461,0.00173375281273271,-0.00149684963857125
"V915",35.209,48.809,-13.804,-0.000582766098963896,-0.000754147477921109,0.001336913576885
"V916",38.814,48.969,-13.967,-0.000154487051364377,0.000948410559492357,-0.00079392350812798
"V925",35.027,52.559,-13.647,-0.000259390785655362,-0.00118949650927888,0.00144888729493425
"V926",38.632,52.718,-13.809,5.82326911550094e-05,-0.00190627795196887,0.00184804526081386
"V928",49.446,53.197,-14.297,-0.000182015011067738,0.00113479217162278,-0.000952777160555038
"V934",-44.458,52.801,-9.9078,0.000464904429234837,0.000300355076462727,-0.000765259505697563
"V938",31.24,56.15,-13.326,0.000671616538169983,0.000178093166239119,-0.000849709704409102
"V939",34.845,56.309,-13.489,0.000689190886716343,-0.000496229533033508,-0.000192961353682835
"V954",31.058,59.899,-13.169,0.000932256174118594,-0.000495207831803049,-0.000437048342315544
"V959",-44.822,60.3,-9.593,0.000502068566633038,9.76232165602478e-05,-0.000599691783193286
"V960",-41.217,60.461,-9.7553,0.00066448932754283,-0.000459611413219684,-0.000204877914323146
"V961",-37.613,60.62,-9.9187,-0.000592326142379129,0.000652592205391816,-6.02660630126875e-05
"V970",12.852,62.852,-12.197,-0.000219893360623991,-0.00147823684371089,0.00169813020433489
"V971",30.876,63.649,-13.011,-6.21543318540103e-05,-0.00131956066355025,0.00138171499540426
"V973",-41.4,64.21,-9.5979,0.00067103538221027,-0.00154830295941635,0.000877267577206079
"V974",-37.795,64.369,-9.7614,-0.000394743662435338,-0.000699638310803329,0.00109438197323867
"V975",-34.19,64.529,-9.9238,-0.000423038905931716,0.000194205835557751,0.000228833070373964
"V978",-23.376,65.007,-10.412,-0.000666469761030567,0.000491151407014144,0.000175318354016423
"V989",16.275,66.761,-12.202,-0.000567464635005164,0.000704000319321077,-0.000136535684315913
"V990",19.88,66.921,-12.366,-0.000483011770468916,0.00087843203028842,-0.000395420259819504
"V997",-27.163,68.598,-10.092,-1.24567976173787e-05,0.000556408033613909,-0.00054395123599653
"V998",-23.559,68.757,-10.255,-0.000349146020749891,-0.000817447126296735,0.00116659314704663
"V1006",12.488,70.352,-11.882,-0.000109632807483471,0.00171184392513308,-0.00160221111764961
"V1007",19.697,70.67,-12.207,-0.00101475527913073,0.00101797879267993,-3.22351354920275e-06
"V1015",-23.741,72.507,-10.097,0.000404688588777659,0.000203626336284784,-0.000608314925062444
"V1022",15.91,74.261,-11.887,-0.000501883401542984,-0.000742221574596543,0.00124410497613953
"V1029",-16.714,76.576,-10.264,0.00133685165457842,-0.00143984361259048,0.000102991958012064
"V1148",54.385,30.463,-11.54,0.000276423899549357,-0.00166155623691504,0.00138513233736568
"V1152",-57.541,29.27,-6.3369,0.000406443971731752,-0.000265058959992485,-0.000141385011739267
"V1153",-14.286,31.184,-8.2896,0.000908905038024807,-0.000444545605097327,-0.000464359432927481
"V1202",-26.193,53.204,-6.8559,0.00121898097593068,-0.000295081877581643,-0.000923899098349037
"V1205",31.482,55.756,-9.4602,0.000546584069726561,0.000440078844248111,-0.000986662913974672
"V1207",45.9,56.394,-10.112,0.000507999327947112,-0.00157358927488584,0.00106558994693873
"V1217",24.09,59.187,-8.977,0.00162942238727489,-0.000719113697123408,-0.000910308690151483
"V1218",31.299,59.505,-9.3028,-0.00065010999371734,0.000565174925942796,8.49350677745438e-05
"V1222",45.718,60.143,-9.9544,-0.000933039740175745,-0.000123166274959947,0.00105620601513569
"V1223",49.323,60.302,-10.117,0.00137162443175171,-0.000333642270487573,-0.00103798216126414
"V1224",52.927,60.462,-10.279,0.0006165423513886,-0.000295942057603313,-0.000320600293785287
"V1229",-22.953,60.864,-6.7035,-0.000333805438365884,0.000516369294446218,-0.000182563856080334
"V1234",20.303,62.777,-8.6572,0.00167349060957129,-0.00199928934189087,0.000325798732319586
"V1246",-23.135,64.613,-6.5461,0.000215801973892281,-0.00138768816072441,0.00117188618683213
"V1252",12.912,66.208,-8.174,-0.000249681280512171,-0.000398795366325262,0.000648476646837433
"V1253",20.121,66.527,-8.4998,-0.000414831701275108,-0.000114066462374156,0.000528898163649264
"V1263",-23.317,68.364,-6.3886,-0.000414962726624196,-0.000528623396608562,0.000943586123232759
"V1270",16.334,70.117,-8.179,-0.000303936522467661,0.00088485177855001,-0.000580915256082349
"V1271",19.939,70.276,-8.3415,-0.000586202430759056,0.00101209938047229,-0.000425896949713234
"V1286",12.547,73.708,-7.8592,0.000673360245603004,-0.00249210462646528,0.00181874438086228
"V1287",16.152,73.867,-8.0216,5.88180203874003e-07,-0.000995711568491594,0.00099512338828772
"V1293",-27.286,75.704,-5.9104,-0.000644884420030268,-0.000522182896948203,0.00116706731697847
"V1302",12.365,77.458,-7.7007,-0.000203540424512102,-0.000691370061146956,0.000894910485659059
"V1303",15.97,77.617,-7.8641,0.000606630971076053,0.000596973873483277,-0.00120360484455933
"V1309",-27.469,79.453,-5.7531,0.000785073393684274,-0.00157164000522696,0.00078656661154269
"V1392",52.662,-3.839,-8.93,-0.000301389661970839,-0.00073003013247972,0.00103141979445056
"V1396",56.084,0.070342,-8.935,0.000819778478679843,-0.000375143025709429,-0.000444635452970415
"V1433",-64.145,21.058,-2.4606,-1.8072917207713e-05,-0.00091993794373349,0.000938010860941204
"V1526",-55.336,62.785,-1.2157,-0.00048950490435259,0.000291714829315405,0.000197790075037184
"V1539",41.99,67.09,-5.6103,-0.000165184258489003,-0.000328858032257634,0.000494042290746636
"V1540",45.595,67.249,-5.7727,-0.000370272929606234,-0.000287001060540164,0.000657273990146398
"V1594",-27.227,79.059,-1.8873,-0.000593063376882033,-0.000371847958625583,0.000964911335507616
"V1615",26.66,85.201,-4.1717,-0.000463279179323392,0.000170525420003965,0.000292753759319428
"V1661",43.547,-34.71,-5.8361,-0.000350015106417798,-0.000543959042349748,0.000893974148767546
"V1709",53.086,-7.9826,-5.2214,0.000578476565916838,-0.00031422605988824,-0.000264250506028597
"V1713",49.299,-4.3923,-4.9011,0.0010781366695058,-0.000725548358018811,-0.000352588311486987
"V1714",52.903,-4.2328,-5.0638,0.000616315155006757,-7.69906145171973e-05,-0.00053932454048956
"V1717",45.512,-0.80185,-4.5807,-0.000385245104827398,0.000153953817276999,0.000231291287550398
"V1718",56.326,-0.32354,-5.069,0.000647986678029701,-0.000344519934505868,-0.000303466743523833
"V1721",41.725,2.7886,-4.2604,-0.000437871642825116,0.000326865248248045,0.000111006394577071
"V1762",-64.633,35.663,2.0354,-0.000370691470954316,-0.000709087019919263,0.00107977849087358
"V1768",-61.21,39.573,2.0303,0.00105673989846571,-0.000853669907478196,-0.000203069990987513
"V1773",-64.997,43.163,2.3506,0.000527533093901275,0.00010736005217425,-0.000634893146075525
"V1818",13.394,65.421,-0.44235,-0.000437096763464287,0.000396867661792777,4.02291016715104e-05
"V1836",-51.854,70.05,2.8025,-0.000513008863613038,0.000490021373756428,2.29874898566101e-05
"V1837",-48.249,70.209,2.6397,-0.000269182201224041,-0.000335636211149949,0.00060481841237399
"V2077",-57.911,50.588,6.2059,-0.000182278267587565,0.000285869991128305,-0.00010359172354074
"V2088",-18.442,56.092,4.5731,-0.00043913993180644,0.000680680254843784,-0.000241540323037345
"V2096",49.864,62.871,1.6382,-0.000466149267085804,0.000449061497143846,1.70877699419582e-05
"V2121",13.453,68.776,3.5809,-0.00054043755983651,-0.000169266516091285,0.000709704075927796
"V2130",-15.566,71.25,5.0405,-0.000239707653753567,-0.000481351811891277,0.000721059465644844
"V2144",-22.958,74.681,5.5237,0.000187501949649128,0.000289109624837875,-0.000476611574487003
"V2335",-46.673,46.922,9.4258,0.00039495595723188,0.000483249347936703,-0.000878205305168582
"V2342",-54.065,50.353,9.9089,-0.000357335608948807,0.000530563545015184,-0.000173227936066377
"V2343",-50.46,50.513,9.7461,0.000372473509614992,-0.000143667278153383,-0.000228806231461608
"V2347",-57.852,53.944,10.229,0.000352031591882151,-0.000191959216878115,-0.000160072375004035
"V2348",-54.247,54.104,10.067,-0.000832404816498885,0.000244476971329084,0.0005879278451698
"V2350",-7.3865,56.177,7.9506,0.00127076021856796,-0.000921757076294201,-0.000349003142273764
"V2356",-58.034,57.694,10.387,0.000262781096957651,-0.00118983807367327,0.000927056976715622
"V2368",-43.798,62.082,9.8934,0.00070823421170508,-0.00121879343386925,0.00051055922216417
"V2369",-40.193,62.241,9.7306,-0.000659927670055759,0.000906078988436504,-0.000246151318380745
"V2378",-40.375,65.99,9.8881,0.00063304679507317,-0.00158833521481503,0.000955288419741856
"V2387",13.695,68.383,7.4466,-0.000348745359940683,0.000982237939452796,-0.000633492579512113
"V2411",-44.344,73.331,10.366,0.000339585314866485,-0.00129222533202808,0.000952640017161592
"V2412",-40.74,73.491,10.203,-0.000152790915201932,-0.000741275822091611,0.000894066737293543
"V2424",-37.317,77.4,10.198,-0.000633925662797259,-0.000216716470501244,0.000850642133298503
"V2427",-26.503,77.878,9.7098,-0.0002274832619724,0.000475732168723253,-0.000248248906750853
"V2428",-22.899,78.038,9.5471,-0.000535702212898822,0.000837890169194391,-0.000302187956295569
"V2436",13.148,79.632,7.9194,-9.19959003106354e-05,-0.000822651362536273,0.000914647262846908
"V2442",-26.685,81.629,9.8674,-0.000486929836374904,6.67112887559659e-05,0.000420218547618938
"V2615",-53.277,38.71,13.302,0.000616574759962509,-0.000446407791816117,-0.000170166968146392
"V2616",-49.672,38.87,13.139,-0.000165601808808155,-0.00149072823371792,0.00165633004252607
"V2621",-57.064,42.3,13.622,0.000243910685973055,-0.000812297391837009,0.000568386705863954
"V2622",-53.459,42.461,13.46,-0.000585203195157333,0.000698713339561591,-0.000113510144404258
"V2631",-53.823,49.96,13.775,-4.1369595464322e-05,-0.000427190878874113,0.000468560474338435
"V2640",-50.401,53.869,13.77,8.29935530458554e-05,-0.000629858600094638,0.000546865047048783
"V2641",46.925,58.174,9.3748,-0.000526877903720759,-8.21936228296495e-05,0.000609071526550409
"V2642",50.529,58.334,9.2121,2.5199971946466e-05,0.00122512870908483,-0.0012503286810313
"V2648",-39.769,58.097,13.439,-0.000115883972653244,-6.39122338803195e-05,0.000179796206533563
"V2655",-43.556,61.688,13.759,-0.000729433802817458,0.000550434687679633,0.000178999115137825
"V2656",-39.952,61.847,13.596,-0.00106737237272187,0.00090339075900928,0.000163981613712589
"V2659",14.118,64.239,11.155,0.000762451166622555,-0.000734176073807832,-2.82750928147225e-05
"V2674",13.936,67.989,11.312,0.000143911930338726,-0.000954354131769732,0.000810442201431006
"V2689",13.754,71.738,11.47,0.000895772078648037,-0.00091748808729617,2.17160086481327e-05
"V2690",28.172,72.376,10.819,0.000631986653758807,-0.00063661644531739,4.62979155858378e-06
"V2694",49.8,73.333,9.8424,0.00103349216619054,-9.02498553824672e-05,-0.000943242310808071
"V2697",-36.894,73.256,13.906,0.000708804951237712,3.28432680103238e-06,-0.000712089278038745
"V2711",-33.471,77.166,13.901,-0.000366782817036191,-0.00130469269520379,0.00167147551223998
"V2746",23.839,87.216,11.612,0.00012923524575215,-0.00102130446470696,0.000892069218954813
"V2754",-23.065,-58.064,11.931,0.000496447534538967,-6.83599589593079e-05,-0.000428087575579659
"V2835",-39.123,-24.953,14.001,0.000516798248064622,-0.000470420340289063,-4.63779077755589e-05
"V2922",47.713,46.531,12.768,-0.000657793884429234,0.00035348474912377,0.000304309135305464
"V2934",-49.977,49.726,17.478,-0.000375298777233975,-6.45718713800472e-05,0.000439870648614022
"V2943",-50.16,53.475,17.635,0.000680055663735566,-0.000712624750737779,3.25690870022125e-05
"V2947",50.771,57.94,13.078,-0.000283531475061888,0.00025241887497687,3.1112600085018e-05
"V2954",0.12328,59.458,15.514,-0.000301960787132064,0.000492024072673814,-0.000190063285541749
"V2956",46.984,61.531,13.398,-0.000580223836341834,-0.000319901924425492,0.000900125760767326
"V2957",50.588,61.69,13.235,-0.000104023760135468,0.00036413512782836,-0.000260111367692893
"V2958",54.193,61.849,13.073,-0.000623125715573545,0.000736549927150343,-0.000113424211576798
"V2959",-57.733,60.656,18.276,-0.000166970776942585,0.00039919144958448,-0.000232220672641895
"V2960",-54.129,60.815,18.113,-0.000779084606598706,0.00111537514844661,-0.000336290541847899
"V2963",-25.292,62.091,16.811,0.000335309659772203,-4.70223339040968e-05,-0.000288287325868107
"V2964",-21.687,62.25,16.648,-0.000271527406028414,0.000242633191495029,2.88942145333853e-05
"V2976",-21.869,66.001,16.806,0.000502618826353199,-4.73886562928513e-06,-0.000497879960723914
"V2980",14.177,67.595,15.178,-0.000118057786321454,5.59920485255518e-05,6.20657377959027e-05
"V2991",13.995,71.345,15.336,-0.000231014232667181,0.000411743488836223,-0.000180729256169041
"V2999",-40.257,72.703,17.935,-0.000454113476027084,0.000591617039721608,-0.000137503563694524
"V3013",-33.23,76.772,17.767,-0.000366090527205149,0.000508253868756656,-0.000142163341551507
"V3017",-15.207,77.569,16.953,-0.000470849581264021,-0.000228318407541678,0.000699167988805699
"V3042",-33.594,84.272,18.082,0.000610294583822919,-0.000134373456982298,-0.000475921126840621
"V3068",13.223,-56.864,14.17,-0.00016689582367145,0.000587337244213113,-0.000420441420541663
"V3081",13.041,-53.114,14.328,-6.77549802336015e-05,0.000790431305543787,-0.000722676325310186
"V3120",-2.1066,-38.752,15.609,-0.000421079536919368,-0.000471255559079834,0.000892335095999202
"V3248",-17.476,54.517,20.036,-0.000434667451256104,0.00117039396430633,-0.000735726513050225
"V3259",43.621,60.977,17.427,-0.000306779413244899,-0.00017274188610134,0.000479521299346239
"V3260",47.225,61.137,17.264,-0.000913422955553102,0.000546441961356288,0.000366980994196814
"V3261",50.83,61.296,17.101,-0.000270124231848022,-0.000286185179029102,0.000556309410877125
"V3267",-21.446,61.857,20.514,-0.000318271782093466,-7.20564506256976e-05,0.000390328232719164
"V3268",-17.841,62.017,20.351,-0.000584314860559452,0.000628044004844237,-4.37291442847854e-05
"V3275",54.252,65.206,17.096,-0.00033119447268292,-0.000416222632225057,0.000747417104907977
"V3276",-50.465,64.331,21.974,-0.000155400196458193,-0.000568656689748435,0.000724056886206628
"V3280",-3.6045,66.404,19.858,-0.00037917381472429,0.000104756946394629,0.000274416868329661
"V3281",0.00016258,66.563,19.695,-0.000370484399897265,0.00020136337209808,0.000169121027799184
"V3287",-54.252,67.922,22.294,-0.000349681746013415,-1.32953510228499e-05,0.000362977097036265
"V3288",-50.647,68.081,22.132,-0.000391337960739555,7.35888562335771e-05,0.000317749104505978
"V3292",-29.019,69.038,21.155,-0.000219110494728498,-0.000269518751835287,0.000488629246563785
"V3295",-0.18207,70.314,19.853,0.00054958484643554,3.75979291146232e-05,-0.000587182775550163
"V3306",-29.202,72.788,21.312,0.000357812394067789,0.000238030974120779,-0.000595843368188568
"V3319",-29.384,76.537,21.47,0.000498828996133644,0.000156914827997977,-0.000655743824131622
"V3329",35.5,79.408,18.54,0.0003130055491346,-1.55582269590568e-06,-0.000311449726438695
"V3330",-29.566,80.288,21.627,0.000441645884260378,-0.00028345788441489,-0.000158187999845488
"V3341",-29.748,84.037,21.785,0.000520978569950353,-0.000222552213219437,-0.000298426356730916
"V3350",13.647,-61.007,17.878,0.000730065565064387,0.000105073294252846,-0.000835138859317233
"V3427",-38.459,-29.49,21.575,-0.000245354782933141,0.000304900312660223,-5.95455297270818e-05
"V3554",-50.224,63.938,25.839,-0.000580604139312913,-7.28747408826627e-05,0.000653478880195576
"V3566",54.311,68.561,21.119,-0.000628084066956143,-8.88897994810951e-06,0.000636973046904253
"V3573",-28.778,68.644,25.02,-0.000293030708716163,-0.00054627567842589,0.000839306387142053
"V3589",-43.379,71.756,25.829,-0.000481406934271413,0.000336362341743074,0.000145044592528339
"V3592",-32.565,72.235,25.341,-0.000362479625341256,0.00058156027978955,-0.000219080654448294
"V3604",35.924,75.263,22.248,0.00039401289107633,-0.000137863350177123,-0.000256149540899207
"V3610",-32.747,75.984,25.498,0.000838871235768776,-0.00021678895160895,-0.000622082284159826
"V3611",-29.142,76.143,25.336,-0.000437470369707508,0.00024024757787778,0.000197222791829728
"V3613",-11.119,76.941,24.522,0.0010927722589397,-2.52295266201181e-05,-0.00106754273231958
"V3620",-36.534,79.575,25.819,7.37961433756103e-05,-0.000739679152801393,0.000665883009425783
"V3621",-29.325,79.894,25.493,-0.00055899064091736,0.000426814103551296,0.000132176537366064
"V3625",-11.301,80.691,24.679,-0.000464640533175897,0.000518649641763019,-5.40091085871217e-05
"V3631",-29.507,83.644,25.651,-0.000373659974796177,0.00084350516786682,-0.000469845193070643
"V3655",-15.496,-51.427,23.519,0.000468089952542816,4.93117134409532e-05,-0.000517401665983769
"V3714",-34.43,-33.474,25.12,-0.000393346984521902,0.000434739249820504,-4.13922652986012e-05
"V3721",-38.217,-29.884,25.441,-0.000710113296420629,0.000962676538823731,-0.000252563242403103
"V3731",-42.186,-22.544,25.919,-0.000433734423098424,0.00123938117061797,-0.000805646747519549
"V3733",40.721,-18.876,22.175,-0.000879283792745973,0.00135286288709531,-0.000473579094349333
"V3829",58.704,57.077,24.35,-0.00019587913353439,-0.000244325894188517,0.000440205027722907
"V3881",18.324,70.323,26.771,-0.000272709253426818,-0.000100837543119971,0.000373546796546789
"V3900",-39.715,75.272,29.69,-0.000131464404648312,9.98785479800618e-05,3.158585666825e-05
"V3962",13.036,-39.296,26.555,-0.000319319689610439,0.000365504988084106,-4.61852984736671e-05
"V4001",-49.154,-23.256,30.11,-0.000128200439449271,-0.000293657849005193,0.000421858288454464
"V4120",-49.377,55.65,33.256,-0.00060999128506612,0.000771911094776211,-0.000161919809710091
"V4136",58.763,60.434,28.373,-0.000340894469967997,0.00038849212790383,-4.75976579358321e-05
"V4147",-49.741,63.15,33.571,0.000335877964798505,7.72673133577742e-05,-0.00041314527815628
"V4170",14.961,69.77,30.799,0.000549675067455164,2.61918118907083e-05,-0.000575866879345872
"V4184",11.174,73.361,31.119,-9.68553021863853e-05,-0.00063912000948502,0.000735975311671405
"V4190",10.991,77.11,31.277,-0.000466390534501814,0.000278670640841036,0.000187719893660778
"V4206",-4.1991,-51.736,30.761,0.000803824243267885,-0.000858369912808092,5.45456695402063e-05
"V4210",24.638,-50.461,29.459,0.000319712061311993,1.74375833516578e-05,-0.00033714964466365
"V4211",31.847,-50.142,29.134,0.000441041436439201,-0.000199617120232219,-0.000241424316206981
"V4214",-11.591,-48.305,31.244,-0.000371309216463384,0.000297965583385243,7.33436330781409e-05
"V4218",24.456,-46.711,29.617,-0.00100243606181288,0.000127692474196484,0.000874743587616395
"V4219",28.061,-46.551,29.454,-0.000521397067889454,0.000323846743164357,0.000197550324725098
"V4285",-45.49,-19.741,33.97,-0.000282806017591024,0.00024674396595664,3.60620516343833e-05
"V4376",52.889,37.221,31.619,-6.7250135639973e-05,-0.000269129906076107,0.00033638004171608
"V4438",-49.317,59.006,37.279,-0.000371361267105814,-0.000246446219067241,0.000617807486173055
"V4474",15.202,69.376,34.665,-0.000344499870054372,0.000551601497322811,-0.000207101627268439
"V4508",13.883,-47.583,33.972,-0.000459212094562298,0.00113098856250826,-0.000671776467945957
"V4518",17.306,-43.674,33.965,0.000156701648296009,0.000452231568882627,-0.000608933217178636
"V4673",49.525,36.668,35.647,-0.00013297543768465,-0.00101756919657984,0.00115054463426449
"V4729",-48.894,54.862,40.987,0.000118069484146436,0.000207502628307831,-0.000325572112454267
"V4743",-49.076,58.613,41.145,0.000275973625161185,8.61903131552184e-05,-0.000362163938316403
"V4808",13.942,-44.227,37.995,-0.000580561699216131,-0.000867425466131148,0.00144798716534728
"V4894",30.326,-9.6806,38.599,-0.000185548928120313,6.27333671653511e-05,0.000122815560954962
"V5050",-8.6368,48.723,42.747,0.00114019372532838,-0.000796230929448839,-0.000343962795879542
"V5119",-20.726,74.494,44.339,0.000702755916550912,-0.000825148531592355,0.000122392615041444
"V5200",30.567,-10.075,42.464,0.000106858528475598,0.00104389358954803,-0.00115075211802363
"V5208",30.385,-6.3245,42.622,-0.000596501848942945,-0.00127987470927579,0.00187637655821873
"V5359",-8.3954,48.33,46.613,0.000763202882580295,-0.00079475210027754,3.15492176972449e-05
"V5361",9.6279,49.126,45.8,0.000830036936882529,-0.000431178688086475,-0.000398858248796053
"V5435",-18.746,-31.45,47.822,0.000577189783891149,0.000189817675612217,-0.000767007459503367
"V5441",13.696,-30.015,46.356,0.000670992942293128,-0.000613429136445622,-5.75638058475054e-05
"V5445",-18.928,-27.701,47.979,0.000439979290825362,7.03796438518293e-05,-0.000510358934677191
"V5446",-15.323,-27.54,47.816,0.000765760621906121,0.000424013147115039,-0.00118977376902116
"V5447",-11.719,-27.381,47.653,-0.000289785045799574,-0.000677693631043895,0.000967478676843469
"V5452",13.514,-26.265,46.514,-0.000575901199066522,0.000295995324035587,0.000279905875030935
"V5461",13.332,-22.515,46.672,-0.000320660835612231,0.000722389916863168,-0.000401729081250937
"V5484",23.781,-14.537,46.498,-0.000684851090925464,6.92885764403573e-05,0.000615562514485106
"V5496",30.808,-10.468,46.33,1.56445354065889e-05,-0.000802056687627017,0.000786412152220428
"V5509",30.626,-6.7184,46.488,-0.000494695466898179,-0.000303213005574088,0.000797908472472266
"V5513",-30.835,-5.6792,49.413,-0.000503515634048523,0.000106717236218119,0.000396798397830404
"V5515",-12.812,-4.8819,48.599,-0.000878102656052043,0.000624932666591207,0.000253169989460836
"V5518",30.444,-2.9685,46.645,-0.000852930654102391,0.000126896014652292,0.000726034639450099
"V5549",-42.196,5.0924,50.373,0.000594409763427088,0.000192173176066077,-0.000786582939493165
"V5583",51.161,16.738,46.457,-0.000302924541498233,0.000618316923780975,-0.000315392382282742
"V5709",42.129,53.917,48.358,-0.000177363406549823,0.00011376453975483,6.35988667949939e-05
"V5756",-18.687,-28.094,51.845,-0.000198040012279126,-9.87595147061964e-05,0.000296799526985323
"V5757",-15.082,-27.934,51.681,-0.000711460217774899,0.000257514761971853,0.000453945455803046
"V5767",-4.4502,-23.706,51.351,-5.9129262789376e-05,0.000578698004486347,-0.000519568741696971
"V5784",5.9993,-15.728,51.178,-0.000107954523725992,-0.00122844947844374,0.00133640400216973
"V5792",2.2124,-12.138,51.498,-0.000648780174514079,0.00057453743202409,7.42427424899889e-05
"V5793",5.817,-11.978,51.336,-0.000243040657807759,0.000314122795854215,-7.10821380464559e-05
"V5802",-1.5745,-8.5472,51.819,0.000236780392113582,0.000356396749566655,-0.000593177141680236
"V5803",2.0301,-8.3877,51.656,-0.000358722483893205,-0.000255846408501098,0.000614568892394303
"V5805",16.449,-7.75,51.005,4.24529184330411e-05,-0.000512033707726103,0.000469580789293062
"V5826",26.898,0.22807,50.832,0.000418956576134401,-0.000970040707466179,0.000551084131331778
"V5830",41.317,0.86596,50.18,-0.000972778299551184,0.00110103427874611,-0.000128255979194928
