"","x","y","z","face","place","object"
"V5831",44.922,1.0254,50.018,0.000485940480623579,0.000248948298732891,-0.000734888779356469
"V5832",-38.168,1.1079,53.919,-0.00041305094076404,0.00107798258264676,-0.000664931641882718
"V5843",26.716,3.9781,50.989,-0.000296345234656206,0.00100835320129981,-0.000712007966643609
"V5845",41.135,4.6157,50.338,-0.000703747184866802,0.000854479834453549,-0.000150732649586747
"V5847",-38.35,4.8577,54.077,2.59498265236593e-05,-0.000367365205518165,0.000341415378994506
"V5855",26.534,7.7275,51.146,-0.000365351408866614,0.000478289296496648,-0.000112937887630034
"V5865",29.956,11.637,51.141,-0.000659979239054208,0.000841581991053616,-0.000181602751999408
"V5984",17.32,48.657,53.206,-0.000302901821193507,8.21392522792988e-05,0.000220762568914208
"V6054",-22.779,-13.648,56.504,0.000620984314122566,-0.000347415115331401,-0.000273569198791165
"V6087",37.954,0.31262,54.209,-0.000229013823452903,-4.36365358231982e-05,0.000272650359276101
"V6281",10.816,-31.356,58.116,-0.000295498027206481,7.47339870677209e-05,0.00022076404013876
"V6312",-12.088,-6.0633,60.196,0.00016768128932187,-0.000557306413748816,0.000389625124426946
