"","x","y","z","face","place","object"
"V57",21.11,56.075,-27.889,0.001036947030198,0.000486610837248684,-0.00152355786744669
"V69",17.207,59.493,-27.152,-0.000534922235460735,0.000510752945269924,2.41692901908108e-05
"V415",17.973,40.325,-16.965,0.000350698633669559,0.00031221711333605,-0.000662915747005609
"V416",21.74,40.374,-16.924,0.000162313468241803,0.00101133191192658,-0.00117364538016838
"V428",-31.143,43.172,-16.714,0.000892851268824159,-0.000656287814671904,-0.000236563454152255
"V432",17.837,43.792,-16.187,-0.000128940669801487,-0.0011211200233209,0.00125006069312239
"V433",21.605,43.84,-16.147,0.000995666474046948,-0.000461467188664955,-0.000534199285381993
"V436",32.908,43.983,-16.025,-0.000349200504993421,0.000292293811164057,5.69066938293638e-05
"V443",-31.278,46.638,-15.935,-0.000599424890069495,0.000258178981187576,0.000341245908881918
"V450",21.47,47.306,-15.368,0.000888519168731231,-0.00131254191612073,0.000424022747389503
"V453",32.773,47.45,-15.246,-0.000211093955021456,0.000760774493361168,-0.000549680538339712
"V455",-42.716,49.961,-15.279,-0.000427105744408871,0.000654438734211593,-0.000227332989802722
"V459",-27.646,50.151,-15.118,-0.000332667699167433,0.000842353343909425,-0.000509685644741992
"V463",21.335,50.773,-14.591,-0.000180886231031777,-0.000547346839728593,0.00072823307076037
"V472",-31.549,53.571,-14.38,-0.000316406358372087,-0.000354986580463298,0.000671392938835384
"V473",-27.781,53.618,-14.339,0.000856272883227928,-0.00149846497813357,0.000642192094905638
"V481",21.199,54.239,-13.813,0.00062804853960825,0.000169010962632875,-0.000797059502241124
"V482",24.967,54.287,-13.772,0.000661356098167326,-0.000391029948909645,-0.000270326149257682
"V483",28.735,54.334,-13.732,0.000956682236460767,-0.00120314400821335,0.000246461771752582
"V486",-46.755,56.846,-13.765,0.000575488315463831,0.00025891460592633,-0.000834402921390162
"V487",-42.987,56.893,-13.724,-0.000500811541742608,-0.000290327716561575,0.000791139258304183
"V490",-31.684,57.037,-13.602,-0.00110661248454821,0.000200213673341043,0.000906398811207172
"V491",-27.916,57.084,-13.562,-3.04869672495854e-05,0.000274282565922439,-0.000243795598672854
"V499",21.064,57.705,-13.035,0.00096971807531719,-0.000679006567774046,-0.000290711507543144
"V500",24.832,57.752,-12.995,-0.000349479537634651,0.000672834451813178,-0.000323354914178528
"V501",28.6,57.801,-12.954,-0.000843405000937524,0.000920210527622259,-7.68055266847342e-05
"V503",36.135,57.896,-12.873,-0.000294371560617838,0.000729032927095774,-0.000434661366477936
"V517",20.929,61.172,-12.258,0.000109862269015446,0.000197304213839501,-0.000307166482854947
"V519",28.464,61.267,-12.176,-4.54735308697457e-05,0.000482141834224201,-0.000436668303354455
"V594",16.35,81.922,-7.6315,4.63266260705297e-05,0.000627135106271107,-0.000673461732341637
"V642",38.761,-9.2899,-24.327,-0.000664981263100443,0.00116150785796437,-0.000496526594863925
"V757",-26.778,28.028,-16.459,0.000287596711618684,0.000362986770641178,-0.000650583482259862
"V793",-38.487,38.284,-14.248,-0.000394522371189524,0.000709330196694726,-0.000314807825505202
"V796",25.564,39.095,-13.559,-0.000472329415923879,0.00106955633286949,-0.000597226916945606
"V806",-38.622,41.751,-13.47,-0.000984379978119194,0.000694369110093464,0.00029001086802573
"V807",-23.551,41.941,-13.307,-0.000647840692439594,0.000411560178470727,0.000236280513968867
"V808",-19.783,41.989,-13.267,-0.00012728010080578,-0.000685511409255667,0.000812791510061448
"V811",17.894,42.466,-12.862,0.0004930647429053,-0.000234911259829839,-0.000258153483075462
"V812",25.429,42.562,-12.781,-0.000984332788423434,0.000523815601225036,0.000460517187198399
"V821",-42.525,45.169,-12.733,-0.000380828137320975,0.000288617368186436,9.22107691345382e-05
"V822",-38.757,45.217,-12.692,-0.00012482989786729,-0.000991881204225356,0.00111671110209265
"V828",21.526,45.98,-12.044,-0.000225020292384465,-0.000406789665029197,0.000631809957413662
"V829",25.294,46.029,-12.003,-0.000138366360060353,-0.00074250097120009,0.000880867331260443
"V836",-31.357,48.779,-11.833,0.000316887122215787,0.000417845781195248,-0.000734732903411035
"V837",-23.822,48.874,-11.753,0.000443710420533088,-0.00101159887724405,0.000567888456710961
"V841",21.391,49.447,-11.266,-5.9738553726826e-05,-0.000709754870661505,0.000769493424388331
"V842",25.159,49.494,-11.226,-0.00011865997662068,-0.000674891561836742,0.000793551538457422
"V848",-31.492,52.244,-11.056,-0.000213066216663425,-0.000587770642051476,0.0008008368587149
"V849",-23.957,52.34,-10.974,-0.000274697759892734,-0.000553376797874153,0.000828074557766887
"V852",17.488,52.866,-10.528,-0.000473417235838569,-0.00033964365758643,0.000813060893424999
"V859",-24.092,55.806,-10.197,0.000264119877422831,-0.00147950969114417,0.00121538981372134
"V865",17.353,56.331,-9.7514,0.000766217020281637,-0.00101458421776402,0.000248367197482387
"V866",21.12,56.38,-9.71,0.000384634073491498,0.000372353615970026,-0.000756987689461524
"V886",20.985,59.846,-8.9329,0.000823623260879873,0.000528823095484754,-0.00135244635636463
"V887",24.753,59.893,-8.8928,-0.000275571112934392,-0.00078416655510842,0.00105973766804281
"V888",32.288,59.989,-8.8112,0.000699224292661463,-0.00011710820260572,-0.000582116090055743
"V902",20.85,63.312,-8.1553,0.000400805789415359,0.000187755392746452,-0.000588561182161811
"V915",20.715,66.778,-7.3769,0.00067158602463735,-0.000226085297948264,-0.000445500726689086
"V943",24.212,73.758,-5.7812,0.00051720025658334,-1.92272006697709e-05,-0.000497973055913569
"V1153",29.388,37.818,-10.194,0.00114349648683962,-0.00106830423570002,-7.51922511396019e-05
"V1160",-31.03,40.52,-10.064,0.000468435552508643,-0.00122244260415446,0.000754007051645821
"V1161",29.253,41.284,-9.4166,0.000883895527257006,-0.000318182480541989,-0.000565713046715016
"V1170",-42.469,43.843,-9.408,0.00055132419199227,-0.00115796131923444,0.000606637127242171
"V1171",-38.701,43.891,-9.3679,-0.000814812857420895,0.00082847774444398,-1.36648870230855e-05
"V1176",29.118,44.75,-8.6382,-0.000156402343015448,-0.00133635949396319,0.00149276183697864
"V1189",25.215,48.169,-7.9008,-0.000810497777565562,-7.55667751295852e-05,0.000886064552695147
"V1198",-27.668,50.967,-7.6906,-0.000431140954128329,0.000479967144443991,-4.88261903156615e-05
"V1201",17.544,51.54,-7.2048,0.000647966033547153,-0.000433174070572735,-0.000214791962974418
"V1212",-27.804,54.433,-6.9122,-0.000551491102501552,0.000236644314760222,0.00031484678774133
"V1216",17.409,55.006,-6.4263,-0.000500965077619732,0.000354254918387713,0.000146710159232018
"V1217",21.177,55.054,-6.3862,-0.000150700093152437,-0.000977893126666145,0.00112859321981858
"V1218",24.944,55.101,-6.3452,-0.000420515549971369,0.000679601370513233,-0.000259085820541864
"V1230",-27.939,57.899,-6.1351,-0.000296438772005631,0.000721908445268449,-0.000425469673262819
"V1233",17.274,58.472,-5.6493,-0.000436379899382038,0.000606936892212833,-0.000170556992830794
"V1239",-43.145,61.175,-5.5194,-0.000254936782519245,0.000661113604774439,-0.000406176822255194
"V1245",32.209,62.13,-4.709,-0.000229456672261274,-0.000603518682452131,0.000832975354713406
"V1247",43.512,62.273,-4.5878,0.000348481645909166,0.000655883641446408,-0.00100436528735557
"V1249",-43.28,64.641,-4.7418,0.00028652310905779,0.000453567776302144,-0.000740090885359933
"V1250",-39.512,64.689,-4.7008,4.57169186064131e-05,-0.00158864914264404,0.00154293222403762
"V1260",43.377,65.739,-3.8093,0.000550219602936127,-0.000537089779442277,-1.31298234938504e-05
"V1273",31.939,69.062,-3.1535,0.000557193881239663,-0.000471677147761267,-8.55167334783959e-05
"V1285",9.1973,72.242,-2.6189,0.000488370593508251,-0.000318076347621272,-0.000170294245886979
"V1287",20.5,72.386,-2.4971,-0.000718351400547689,-0.000194791081296186,0.000913142481843875
"V1288",24.268,72.433,-2.4562,0.00107486303192118,-0.00127424072742674,0.000199377695505559
"V1301",9.062,75.709,-1.8404,-3.00357398776603e-05,-0.000898495896803488,0.000928531636681148
"V1306",27.901,75.948,-1.6385,0.00146296053008356,-0.00109150439387069,-0.000371456136212866
"V1320",5.1591,79.127,-1.1034,0.000294430490688227,-0.000523274296251968,0.000228843805563741
"V1368",-36.21,-19.828,-20.043,0.000218589866862635,-0.000384631660834613,0.000166041793971978
"V1376",-32.578,-16.314,-19.225,0.000166011365182256,0.000125941213630003,-0.000291952578812259
"V1391",-47.919,-9.5725,-17.831,-0.000910434611480973,-1.6708983151983e-05,0.000927143594632956
"V1392",-44.151,-9.5248,-17.791,-0.000456973447327152,-0.000222295669065438,0.00067926911639259
"V1401",-48.054,-6.1058,-17.054,-0.00091174139958708,0.00105447476531502,-0.000142733365727937
"V1402",-44.287,-6.0585,-17.013,0.00113851782127946,-0.000965785540353981,-0.000172732280925484
"V1413",-44.422,-2.5917,-16.235,-1.58006937837366e-05,0.0003571432384186,-0.000341342544634863
"V1521",51.645,47.177,-4.2931,0.000263289295948669,-0.000703419105753101,0.000440129809804432
"V1539",47.607,54.062,-2.7777,-0.000612861033343934,0.000852634375593126,-0.000239773342249192
"V1549",51.239,57.576,-1.96,0.000343469924116685,-0.00082810202531729,0.000484632101200605
"V1550",-50.624,59.753,-2.2759,0.000342690839224092,-0.000776217862504114,0.000433527023280023
"V1559",51.104,61.043,-1.1816,-0.000457610715855789,0.000941436063214536,-0.000483825347358746
