"","x","y","z","face","place","object"
"V1682",-13.065,76.233,8.5556,-0.000498627963328015,-0.00172066761433623,0.00221929557766425
"V1857",51.895,37.131,10.445,0.00159494174301332,-0.000925109910337365,-0.000669831832675951
"V1861",44.281,40.547,10.466,-0.000652538463976631,-0.00105573209970966,0.00170827056368629
"V1874",-49.85,48.765,5.6369,-0.000297691001535132,-0.00145926902172601,0.00175696002326114
"V1910",13.496,65.093,12.15,0.000980841212813329,-0.000502897017887895,-0.000477944194925434
"V1921",13.386,68.722,12.685,0.00137261725895785,-0.000280160148216597,-0.00109245711074126
"V1975",-32.078,81.955,11.736,0.00143257524861204,-0.000340061076003778,-0.00109251417260826
"V2198",47.78,46.908,15.19,0.000834121315246742,0.000522592202677303,-0.00135671351792405
"V2209",-16.224,52.352,11.886,-0.000614533865912013,-0.000469921746200767,0.00108445561211278
"V2216",-23.838,55.767,11.906,-0.000910697563803337,0.00111256168392044,-0.000201864120117107
"V2246",13.463,64.091,15.548,-0.00133463098847223,0.000516187911473221,0.00081844307699901
"V2253",13.353,67.72,16.083,0.000779891547725186,-0.00181334479760147,0.00103345324987629
"V2264",9.491,71.241,16.36,-0.00148795616151587,-0.000378684438235824,0.00186664059975169
"V2351",-5.6779,-50.037,0.82449,-0.00139097994247674,0.000913477780833725,0.000477502161643017
"V2371",35.375,-41.607,4.7251,-0.00123487731629802,0.0012263089169358,8.5683993622211e-06
"V2408",49.724,-19.408,8.9629,-0.000706107470968779,0.00178449315647389,-0.00107838568550511
"V2422",-44.406,-11.19,4.1338,-0.00149409004958696,0.00178822445014129,-0.000294134400554323
"V2567",-27.843,61.916,16.116,-0.000411842564657484,0.00283101962593976,-0.00241917706128228
"V2571",9.6776,62.983,18.689,0.000466837717716655,-0.000925649460348194,0.000458811742631539
"V2577",-27.953,65.544,16.65,0.000789454186760528,5.34712230109966e-05,-0.000842925409771525
"V2582",5.8157,66.504,18.966,0.00136205906716088,-0.000404346528695476,-0.000957712538465409
"V2591",5.7059,70.133,19.501,0.00124510206593273,0.00149522971122081,-0.00274033177715354
"V2592",9.4579,70.24,19.758,0.000196108415645844,0.000467220928658059,-0.000663329344303903
"V2680",-24.471,-51.573,2.9356,0.00104857984012117,-0.0014771990841789,0.000428619244057726
"V2688",35.561,-49.865,7.053,0.00155097547180788,-0.00110538919287716,-0.000445586278930719
"V2727",49.801,-24.038,11.826,0.0015570114116319,-0.000597787294678647,-0.000959224116953256
"V2734",-51.724,-19.662,5.9472,0.00019918367612725,-0.00125779812305413,0.00105861444692688
"V2738",-51.834,-16.033,6.4826,0.0013281948753864,-0.00238331952755351,0.00105512465216712
"V2790",-64.298,23.561,11.593,0.00167206087716337,-0.00128967455908344,-0.00038238631807993
"V2837",-5.144,54.297,19.988,-0.000895427019696941,0.0016485808384209,-0.000753153818723954
"V2842",-46.526,56.752,17.692,0.000244150482163435,-0.00226161803054944,0.002017467548386
"V2858",-27.986,64.542,20.048,-0.000684309355293447,0.000964942359039626,-0.000280633003746179
"V2937",-1.7723,-59.191,6.8086,-0.00114311051271626,0.000846460516064826,0.000296649996651432
"V2972",-39.842,-42.115,6.9088,-0.000776144891693243,0.00159634827703518,-0.000820203385341933
"V3055",44.149,36.539,24.057,-0.000523883368820623,-0.00103208723914134,0.00155597060796196
"V3079",-57.596,48.172,19.249,-0.000629086494226679,-0.00105556346721495,0.00168464996144163
"V3086",-5.177,53.295,23.386,0.000886236827609014,-0.000268468288562145,-0.000617768539046868
"V3118",-24.377,67.276,24.238,0.00119430545040601,-0.00106711619914567,-0.000127189251260339
"V3201",16.845,-56.03,12.028,0.00104869728955036,-0.000571375209774062,-0.0004773220797763
"V3248",-2.5742,-34.793,13.95,0.000565606792290174,0.000649287145548385,-0.00121489393783856
"V3249",1.1779,-34.686,14.207,0.000798736436803887,0.00025981655289321,-0.0010585529896971
"V3274",-55.981,-7.2577,14.625,0.000713509916332015,0.000213631157952248,-0.000927141074284263
"V3441",5.5558,-57.352,14.654,0.000791378629421849,0.0017729328215981,-0.00256431145101995
"V3447",-20.818,-54.471,13.387,0.000858316935686202,-0.00179758537030459,0.000939268434618385
"V3455",27.958,-53.084,16.733,-7.35346334290218e-05,0.00236577935244892,-0.0022922447190199
"V3461",27.848,-49.455,17.267,0.000881257194421276,0.00100304442479485,-0.00188430161921612
"V3582",-4.9137,40.406,28.578,-0.000269186334595971,-0.00123785134775116,0.00150703768234713
"V3591",32.497,45.101,31.686,-0.000774824480447103,-0.000620688264435811,0.00139551274488291
"V3634",-16.939,65.486,31.549,-0.00049474114971858,-0.000905085022318907,0.00139982617203749
"V3641",39.342,67.087,35.409,0.000261112383523675,-0.00189405970913116,0.00163294732560748
"V3688",24.173,-54.191,19.873,0.000801725932749623,-0.00037812209262523,-0.000423603840124392
"V3697",-21.071,-48.216,17.854,-0.00154416263794161,0.000135529641263895,0.00140863299667772
"V3737",38.303,-24.736,25.181,-0.000246151472214293,-0.000556486676983932,0.000802638149198226
"V3738",42.055,-24.63,25.438,-6.16657085358111e-05,-0.00170500868612223,0.00176667439465804
"V3825",-53.723,38.017,28.631,0.000829062795338321,0.000133813086710555,-0.000962875882048876
"V3843",28.602,47.622,35.36,-0.000771020096873891,-0.000690739252833653,0.00146175934970754
"V3844",32.354,47.729,35.619,0.000447817006188607,-0.00131527745911675,0.000867460452928141
"V3905",1.6787,68.646,36.768,0.000880547967010704,-0.000674404573962073,-0.000206143393048631
"V3920",20.219,76.437,39.125,-0.000423651857013319,0.00106436981469927,-0.000640717957685955
"V4249",-52.252,-14.787,27.94,0.000683236163369467,0.000529165124687676,-0.00121240128805714
"V4367",-9.0944,48.18,40.118,-0.000977517828942967,0.000440220549190234,0.000537297279752733
"V4447",4.8744,-43.217,30.919,0.000518275246311956,-0.000216736013772097,-0.000301539232539859
"V4702",23.162,-29.17,37.743,-0.000807794935378293,0.000449075049342557,0.000358719886035736
"V4742",-26.163,-12.415,37.072,-0.000819123448147492,0.00104893026173867,-0.00022980681359118
"V4768",37.292,0.2858,43.05,-0.000726558637293442,0.000313151622791426,0.000413407014502017
"V4927",4.6985,-41.591,38.25,-7.75387535092147e-05,0.00031426808985327,-0.000236729336344055
"V4945",23.129,-30.172,41.141,-0.00121864590766785,0.00214065234767166,-0.00092200644000381
"V4946",26.881,-30.066,41.398,0.000711098743603192,0.00029146850255969,-0.00100256724616288
"V5000",41.23,-7.8668,45.636,0.00142119039340381,-0.000489126212930287,-0.000932064180473523
"V5012",33.507,-0.82305,46.191,-0.000853466841145654,0.000956391831150995,-0.000102924990005341
"V5018",-4.1235,1.7384,44.153,-0.00082804244649974,0.000765374757792801,6.266768870694e-05
"V5028",-0.48133,5.4737,44.945,-0.000637825473480182,0.000575500313939999,6.23251595401831e-05
"V5074",-38.551,22.549,45.045,-0.00144812296932934,0.000921813135627731,0.000526309833701612
"V5078",28.986,24.47,49.676,0.000626966711782245,0.000737157705817217,-0.00136412441759946
"V5254",40.978,-1.6111,50.104,0.0012618375551266,-0.00105656494861957,-0.000205272606507029
"V5469",-37.848,-4.8539,48.098,0.000623648043463599,-1.52440906653032e-05,-0.000608403952798296
"V5492",36.973,4.5369,54.314,0.00111548611026106,0.000210238112719428,-0.00132572422298049
"V5549",13.802,25.669,55.979,-0.000623287601358881,0.00134516324916791,-0.000721875647809029
"V5578",-24.048,35.487,55.009,-0.000918061879645355,-0.000393376330026231,0.00131143820967159
"V5603",20.647,47.654,59.701,-8.25854076991254e-05,-0.000303123533614481,0.000385708941313607
"V5623",-7.2059,-26.773,50.346,0.000750966097771842,0.000119659618318836,-0.000870625716090678
"V5631",-11.287,-15.994,51.693,0.000865751274752427,0.000114272963174473,-0.0009800242379269
"V5638",-7.6453,-12.259,52.485,0.000494824947292853,6.60196972251312e-05,-0.000560844644517984
"V5770",7.4396,-16.462,56.377,0.000860515894815608,0.0007250291038483,-0.00158554499866391
