voxel,face,place,object,x,y,z,subject,class,cluster
199,7.23139301402264e-5,4.078509278532272e-5,-1.1309902292554912e-4,-41.352,-18.009,-28.718,6,face,1
200,1.5311576303487799e-4,-1.137336966663617e-4,-3.938206636851629e-5,-34.358,-18.114,-28.547,6,face,1
2015,-1.4881092552953839e-5,8.690635142441174e-5,-7.20252588714579e-5,-24.773,-62.467,-4.2188,6,face,1
202,1.2087371374876569e-4,5.505717198096454e-5,-1.759308857297302e-4,-51.766,-14.289,-28.981,6,face,1
2081,1.5870120504371803e-5,6.575979307740204e-5,-8.162991358177383e-5,46.183,-17.209,-2.5819,6,face,1
2091,1.2540489116572598e-4,8.358680383237319e-5,-2.0899169499809917e-4,49.835,-10.137,-2.5076,6,face,1
2099,5.8211824836504215e-5,1.4526811885940733e-4,-2.0347994369591154e-4,56.985,-3.1176,-2.3479,6,face,1
2116,2.0940274304682914e-5,4.1250364670535996e-5,-6.219063897521891e-5,-44.121,12.656,-4.8497,6,face,1
2193,-1.0899936292368789e-4,-1.7641575350324908e-4,2.8541511642693696e-4,54.656,50.369,-2.5176,6,object,3
2201,-1.2354556371889947e-4,-9.822172862101523e-5,2.217672923399147e-4,58.231,53.879,-2.4377,6,object,3
2204,2.5947535457272584e-4,-1.5412267130835214e-4,-1.0535268326437371e-4,-60.595,59.228,-5.3502,6,face,1
2210,-7.985243724018814e-5,-2.0545920192528233e-4,2.853116391654705e-4,54.811,57.493,-2.5289,6,object,3
2211,-8.712561603031094e-5,-1.996228650027802e-4,2.8674848103309115e-4,58.309,57.441,-2.4434,6,object,3
2223,-1.3328605217580988e-4,-1.1396045839591075e-4,2.4724651057172066e-4,58.386,61.003,-2.449,6,object,3
2229,2.1265396037441168e-4,-4.048731138025617e-6,-2.086052292363861e-4,-39.456,66.037,-4.8485,6,face,1
2237,3.5517102123779025e-6,-2.0846329129661063e-4,2.0491158108423274e-4,51.47,64.671,-2.6256,6,object,3
2242,7.219394222753191e-5,1.9580041427039765e-4,-2.6799435649792956e-4,-32.384,69.494,-4.6831,6,face,1
2273,6.165153946258343e-5,-1.9943539131550537e-4,1.3778385185292193e-4,51.626,71.795,-2.6368,6,object,3
2363,-2.493373256415444e-4,1.8376239049219738e-4,6.557493514934703e-5,34.529,89.869,-3.0924,6,place,2
2399,3.009851510336988e-5,-1.009953536373131e-4,7.089683853394323e-5,-31.529,-51.917,-0.40583,6,object,3
2435,1.6212430783321783e-4,5.369544460945914e-5,-2.1581975244267695e-4,-55.464,-26.613,-1.0436,6,face,1
2437,1.278512396017139e-4,8.313025676320427e-5,-2.1098149636491817e-4,-55.386,-23.05,-1.0492,6,face,1
2440,1.1994088707529723e-4,3.609343887206181e-5,-1.5603432594735905e-4,-55.308,-19.488,-1.0549,6,face,1
2446,9.872487005033101e-5,6.56812860260094e-6,-1.0529299865293195e-4,42.69,-17.398,1.3334,6,face,1
2458,1.6367596368219996e-5,1.39434103864376e-4,-1.55801700232596e-4,49.918,-6.8161,1.4876,6,face,1
2463,-4.648141542250468e-5,1.3562570739199034e-4,-8.914429196948567e-5,49.996,-3.2538,1.4819,6,place,2
25,7.24337990742469e-5,1.8333156512397893e-4,-2.557653641982258e-4,14.748,-11.243,-35.363,6,face,1
2514,-1.4854509464960747e-4,2.448744233744182e-4,-9.632932872481072e-5,-68.052,37.718,-1.4867,6,place,2
252,2.557909876687365e-5,-1.208654262349506e-4,9.528632746807697e-5,18.8,13.158,-27.316,6,object,3
2543,4.1416711529230105e-4,-6.074570896508849e-5,-3.534214063272126e-4,-60.668,55.424,-1.3438,6,face,1
2555,-1.077824530986763e-4,2.6674101264965576e-4,-1.5895855955097945e-4,-46.602,58.776,-1.0075,6,place,2
2579,-1.5910804859443244e-4,1.87194351863668e-4,-2.808630326923556e-5,23.497,64.85,0.69123,6,place,2
267,-4.623674891206828e-5,1.3329879789433116e-4,-8.706204898226287e-5,-40.496,21.176,-28.78,6,place,2
2674,-1.2923297023714167e-4,-9.74334861099626e-5,2.266664563471043e-4,-11.085,83.187,-0.19182,6,object,3
268,-9.506421437420698e-5,1.939131730503313e-4,-9.884895867612428e-5,-33.502,21.071,-28.609,6,place,2
2689,-1.3965030257411792e-4,3.387492010926214e-4,-1.9909889851850353e-4,-35.487,87.117,-0.79591,6,place,2
2701,-1.4037097025717163e-4,3.1449357164624515e-4,-1.741226013890735e-4,-35.41,90.679,-0.80153,6,place,2
2720,-1.5487553340521028e-4,2.1895534913619815e-4,-6.407981573098785e-5,13.629,93.506,0.3898,6,place,2
2799,1.0362096281636507e-4,-1.722698776179558e-4,6.864891480159073e-5,42.15,-42.575,5.3735,6,object,3
2811,2.536295518056552e-4,-7.037870223604527e-5,-1.8325084956960993e-4,-51.884,-23.344,3.037,6,face,1
2814,1.788377381579823e-4,-3.584730923245431e-5,-1.4299042892552803e-4,-51.807,-19.782,3.0314,6,face,1
2825,4.100960290135898e-5,3.869117351594824e-5,-7.970077641730721e-5,49.767,-14.182,5.4996,6,face,1
2829,5.6355275051562464e-5,-1.331776691697959e-4,7.682239411823345e-5,-41.082,-9.253,3.2711,6,object,3
2857,6.16528177763135e-5,1.0205973146982325e-4,-1.6371254924613674e-4,60.803,10.596,5.7167,6,face,1
2862,5.267592343057023e-5,7.675217668333569e-5,-1.2942810011390592e-4,64.378,14.106,5.7966,6,face,1
2934,2.42212623485425e-4,1.704211840474334e-5,-2.592547418901683e-4,-60.663,55.183,2.657,6,face,1
2935,1.9806374226926388e-4,-2.198527758225489e-5,-1.76078464687009e-4,-57.166,55.131,2.7425,6,face,1
2952,-1.528677031448751e-4,2.6105941165283894e-4,-1.0819170850796388e-4,-22.039,61.729,3.5862,6,place,2
2953,-1.4377183026260853e-4,2.1035364079192498e-4,-6.658181052931643e-5,-18.542,61.677,3.6717,6,place,2
2954,-1.3920976172954752e-4,1.482665295245876e-4,-9.056767795040068e-6,-15.045,61.624,3.7572,6,place,2
2955,-1.1649904840254812e-4,1.5406728294175501e-4,-3.756823453920689e-5,-8.0503,61.519,3.9282,6,place,2
2962,-1.3338826304407485e-4,2.7327405432368216e-4,-1.3988579127960734e-4,-25.458,65.344,3.4951,6,place,2
3037,2.1970871865826188e-4,-2.4211725281070254e-5,-1.9549699337719165e-4,55.288,78.384,5.439,6,face,1
3038,-2.6636673401476106e-4,-3.3494193966001865e-5,2.9986092798076286e-4,-42.555,83.418,3.0395,6,object,3
3072,-1.0808674415816183e-4,-1.9402752758313976e-4,3.021142717413016e-4,44.952,85.667,5.1713,6,object,3
3112,5.33721406697083e-6,6.280616490203096e-5,-6.81433789690018e-5,-17.764,-63.296,7.9546,6,face,1
3115,7.920420619706378e-6,3.5803815980609195e-5,-4.3724236600315576e-5,-0.27846,-63.559,8.3821,6,face,1
3145,3.9886122768916815e-5,-4.1929309975644034e-5,2.0431872067272224e-6,-7.0393,-52.767,8.1942,6,object,3
316,-1.0641010158470042e-4,1.9582343178968048e-4,-8.941333020498006e-5,-33.035,42.444,-28.643,6,place,2
3167,-6.5494461601791315e-6,-1.2990128902311984e-4,1.36450735183299e-4,38.657,-42.764,9.2888,6,object,3
3168,3.73995603798411e-5,-1.2179738792285436e-4,8.43978275430133e-5,42.155,-42.816,9.3743,6,object,3
3174,-7.789878888186907e-5,-4.610666641302862e-5,1.2400545529489768e-4,45.73,-39.307,9.4542,6,object,3
322,2.4230196352978194e-4,-1.1166550594785639e-4,-1.3063645758192556e-4,-39.874,49.674,-28.825,6,face,1
324,2.928407406617116e-4,-1.3129366035024862e-4,-1.6154708031146297e-4,-39.796,53.236,-28.831,6,face,1
325,2.4798192035342323e-4,-2.035356128749182e-4,-4.4446307478504986e-5,-36.299,53.184,-28.745,6,object,3
3270,1.0976008219571636e-4,2.487208935552245e-5,-1.346321715512388e-4,61.586,45.977,9.6614,6,face,1
3271,2.0115712064144194e-4,-6.303105560067328e-5,-1.3812606504076867e-4,65.083,45.925,9.7469,6,face,1
3289,-5.207620510053327e-5,2.7944454599718567e-4,-2.273683408966524e-4,-43.095,58.241,7.0796,6,place,2
329,3.293425691496734e-4,-1.4657381097994945e-4,-1.8276875816972395e-4,-39.718,56.799,-28.836,6,face,1
3295,1.2935485406180607e-4,1.1286513707354781e-4,-2.4221999113535386e-4,-60.503,62.066,6.6465,6,face,1
3301,-2.093467704034166e-4,3.001440659123631e-4,-9.079729550894651e-5,-22.034,61.488,7.587,6,place,2
3302,-2.2987954815853465e-4,2.922810377387168e-4,-6.240148958018214e-5,-18.537,61.436,7.6725,6,place,2
3311,2.794935697673333e-4,-2.6641643669494957e-5,-2.528519260978384e-4,-60.425,65.629,6.6409,6,face,1
3312,2.1527959012035617e-4,5.0977805631014825e-5,-2.66257395751371e-4,-56.928,65.576,6.7264,6,face,1
3325,-1.2191523076114027e-4,2.376611961518101e-4,-1.1574596539066983e-4,-21.879,68.613,7.5757,6,place,2
3338,1.998096516873396e-4,5.232479915794237e-5,-2.5213445084528195e-4,-53.275,72.648,6.8007,6,face,1
3350,-1.9556366648604276e-4,7.409003137565399e-5,1.2147363511038875e-4,6.1766,71.754,8.2541,6,place,2
3374,-2.8934013145898125e-4,3.2459910804855254e-4,-3.525897658957125e-5,-39.131,79.562,7.1314,6,place,2
3392,-3.3250328750450767e-4,1.1192161399022436e-4,2.2058167351428332e-4,-42.55,83.177,7.0403,6,object,3
3393,-1.4585345089610207e-4,2.765527679369589e-4,-1.306993170408568e-4,-35.556,83.072,7.2113,6,place,2
342,1.2287882285807542e-4,-7.97982709001903e-5,-4.3080551957885106e-5,-34.353,-18.355,-24.547,6,face,1
3421,-2.9944581641134946e-4,1.7021330919127223e-4,1.292325072200772e-4,41.46,85.478,9.0866,6,place,2
3441,-5.7269146722021804e-5,1.6182022992003624e-4,-1.0455108319801446e-4,-35.322,93.759,7.1944,6,place,2
3453,-1.9392352878461346e-4,6.795525721459925e-5,1.2596827157001424e-4,41.615,92.602,9.0753,6,place,2
348,-7.086142829685715e-5,-1.363564543171015e-4,2.0721788261395866e-4,-51.761,-14.53,-24.98,6,object,3
3508,6.830014139838057e-5,1.0583697165437084e-4,-1.741371130527514e-4,-17.448,-49.289,11.933,6,face,1
3516,4.2760766109434684e-5,-1.224544931441525e-4,7.96937270347178e-5,-34.856,-45.464,11.5,6,object,3
3517,3.284181456222237e-5,-9.059064103774432e-5,5.774882647552194e-5,-31.359,-45.516,11.585,6,object,3
3526,4.207893306134008e-5,-1.528770199736251e-4,1.1079808691228503e-4,38.662,-43.005,13.29,6,object,3
3527,2.3551096111047132e-5,-1.1747956995234075e-4,9.392847384129363e-5,42.159,-43.058,13.375,6,object,3
353,1.642398741370992e-4,-7.434866289216674e-5,-8.989121124493247e-5,-34.276,-14.793,-24.552,6,face,1
3538,5.427301242513081e-5,-1.2091875002646953e-4,6.664573760133873e-5,-45.114,-34.619,11.226,6,object,3
3548,-9.584161038536407e-5,1.9768629850012274e-4,-1.0184468811475869e-4,-58.947,-27.284,10.873,6,place,2
3583,-8.776131134759482e-5,2.6319431455626153e-4,-1.7543300320866672e-4,-65.241,4.8813,10.652,6,place,2
359,4.032161248944881e-5,-8.898147137021732e-5,4.865985888076851e-5,-51.684,-10.968,-24.985,6,object,3
3690,1.5637667956257598e-4,2.0488478219971483e-6,-1.5842552738457315e-4,61.825,56.423,13.645,6,face,1
3712,-1.9725305571972003e-4,1.3608226307033907e-4,6.117079264938097e-5,27.009,64.073,12.779,6,place,2
3722,-8.236699518685262e-5,2.351065563462714e-4,-1.527395611594188e-4,-21.874,68.371,11.577,6,place,2
3730,-1.480858932935074e-4,1.1084278395616482e-4,3.724310933734255e-5,27.086,67.635,12.773,6,place,2
3739,-2.1273375929981389e-4,1.906664967301168e-4,2.2067262569697095e-5,16.673,71.355,12.511,6,place,2
3766,-7.129062897542295e-5,2.0242504375168722e-4,-1.3113441477626426e-4,-32.132,79.216,11.303,6,place,2
3781,-2.3178766053827345e-4,3.543607193090629e-5,1.9635158860736718e-4,44.806,78.059,13.184,6,object,3
3788,-1.2474407643673513e-4,2.026370856874502e-4,-7.789300925071507e-5,-32.054,82.778,11.298,6,place,2
383,1.0380503652180724e-4,-3.150161551229127e-5,-7.230342100951595e-5,-55.025,-3.791,-25.082,6,face,1
3888,9.997153236306739e-5,-1.08818550460341e-5,-8.908967731703328e-5,-10.605,-56.76,16.116,6,face,1
3934,4.4452456110422835e-5,-1.0442639546719848e-4,5.997393935677565e-5,-45.032,-31.298,15.222,6,object,3
3935,4.961506699171326e-5,-1.5025968730521445e-4,1.0064462031350119e-4,-41.535,-31.351,15.307,6,object,3
394,2.068376472616379e-4,7.59010537136887e-5,-2.827387009753266e-4,-47.875,3.2284,-24.922,6,face,1
3945,-6.43232968977299e-5,-9.931664352050466e-5,1.6363994041823456e-4,-51.87,-24.068,15.039,6,object,3
400,1.5200846373878413e-4,1.4534458642096528e-4,-2.9735305015974944e-4,-47.797,6.7907,-24.928,6,face,1
4019,5.5412985930407605e-5,9.371580694159408e-5,-1.4912879287200167e-4,-36.558,36.28,15.286,6,face,1
4045,1.145204304669844e-4,3.84208701770768e-5,-1.5294130064406119e-4,65.171,49.004,17.743,6,face,1
405,-1.1227759507416431e-5,1.6016429841156268e-4,-1.4893653890414623e-4,-58.211,10.511,-25.19,6,face,1
4068,1.6664348004989435e-4,-1.2158746985197355e-5,-1.5448473306469698e-4,-1.0419,60.69,16.102,6,face,1
4135,-1.4230370676089076e-4,2.3354272291190083e-4,-9.123901615101005e-5,23.827,78.133,16.672,6,place,2
4143,-1.4856673560728078e-4,2.106346353757076e-4,-6.206789976842683e-5,-32.049,82.537,15.298,6,place,2
4171,-2.1506386468969169e-4,8.362532648578592e-5,1.3143853820390578e-4,44.966,84.942,17.174,6,place,2
4223,1.4720289924339964e-4,-8.654029877767679e-5,-6.066260046572285e-5,-0.10874,-57.159,20.373,6,face,1
4264,5.853858834176189e-5,-1.2698284998337834e-4,6.844426164161644e-5,28.18,-43.33,21.035,6,object,3
4271,2.0976833121840362e-5,-1.0974680851432991e-4,8.876997539248953e-5,-45.105,-35.102,19.228,6,object,3
4278,7.446290033430065e-5,-1.266017015908889e-4,5.2138801256588254e-5,38.827,-36.363,21.28,6,object,3
4311,4.764258993075883e-5,-1.6744363537108653e-4,1.1980104544032769e-4,-54.896,-2.8837,18.921,6,object,3
4432,9.227559185188526e-5,1.1765978746587351e-4,-2.099353793177588e-4,51.576,66.785,21.374,6,face,1
4453,4.440968377664532e-5,-1.0665155742719763e-4,6.224187365055231e-5,2.7713,74.645,20.165,6,object,3
4457,-9.826368741010612e-5,2.3077927148944263e-4,-1.325155840793365e-4,30.749,74.225,20.849,6,place,2
4472,9.928727472509621e-5,-1.6647894355491743e-4,6.71916688298212e-5,20.335,77.945,20.587,6,object,3
4547,1.849394615536534e-4,-3.669966135722388e-5,-1.4823980019642953e-4,-14.171,-60.752,24.038,6,face,1
4556,1.959400451003574e-4,-7.129648203259373e-5,-1.2464356306776366e-4,-14.093,-57.19,24.032,6,face,1
4565,1.969869231885236e-4,-1.1325345734832643e-4,-8.373346584019715e-5,-14.015,-53.628,24.026,6,face,1
4566,1.565267993037977e-4,-9.668708456862438e-5,-5.9839714735173316e-5,-10.518,-53.68,24.112,6,face,1
4567,1.0353206033219651e-4,1.5643525061060642e-5,-1.1917558539325715e-4,-3.5234,-53.785,24.283,6,face,1
4576,5.9846018919781766e-5,-1.1470263656714264e-4,5.485661764736089e-5,-27.926,-49.855,23.679,6,object,3
4615,5.502726161703824e-5,-1.1444766986085897e-4,5.942040824382073e-5,38.832,-36.605,25.281,6,object,3
4617,-6.218346326947263e-5,-1.0174695434552697e-4,1.639304176149996e-4,-52.017,-31.676,23.052,6,object,3
4621,8.295229996044594e-5,-1.1980294294663121e-4,3.685064298618525e-5,38.91,-33.042,25.275,6,object,3
4630,-1.0317361456256173e-4,-1.2413218529665164e-4,2.2730579985921336e-4,-58.777,-20.884,22.864,6,object,3
4631,-1.6267435082083676e-4,-1.382835660673403e-4,3.00957916888177e-4,-55.28,-20.936,22.95,6,object,3
4654,-1.1974017214368834e-4,-6.92950971044091e-5,1.8903526924809745e-4,43.029,-4.5968,25.316,6,object,3
4655,-4.872653342180432e-5,-8.906499393811494e-5,1.3779152735991928e-4,46.527,-4.6494,25.401,6,object,3
4662,1.632618505427937e-5,1.1809433499205939e-4,-1.3442052004633876e-4,57.252,5.8797,25.641,6,face,1
4678,4.8131920808832446e-5,1.546049799297399e-4,-2.0273690073857232e-4,-47.352,21.706,23.053,6,face,1
473,-1.461448956030391e-4,2.071546246904763e-4,-6.10097290874372e-5,-22.694,34.921,-24.374,6,place,2
4744,1.8704811924942765e-4,-1.3145041519878493e-5,-1.7390307772954916e-4,2.5425,63.717,24.183,6,face,1
477,-1.1264999930981557e-4,-2.2583096784438855e-5,1.3523309609425442e-4,40.255,33.975,-22.835,6,object,3
4783,-1.8471082238788082e-4,2.579720249029895e-4,-7.326120251510862e-5,-39.112,78.597,23.135,6,place,2
4870,1.390393715654927e-4,-1.1340227625743522e-5,-1.2769914393974917e-4,-10.513,-53.921,28.113,6,face,1
4881,1.6029335442205065e-4,-2.0906303835194732e-5,-1.3938705058685587e-4,-10.435,-50.359,28.107,6,face,1
4890,1.42931922267499e-4,-1.8738624457419777e-5,-1.2419329781007926e-4,-10.357,-46.797,28.101,6,face,1
4897,7.27551051255902e-5,-1.51641911896518e-4,7.88868067709278e-5,-34.76,-42.867,27.497,6,object,3
4914,5.850596269766773e-6,-1.3381700896848508e-4,1.2796641269871833e-4,31.764,-40.303,29.116,6,object,3
4923,4.913118174975364e-5,-1.5847203773623574e-4,1.0934085598648207e-4,35.339,-36.793,29.196,6,object,3
4953,1.5116049331326175e-4,-1.7354371085170277e-4,2.2383217538441012e-5,-44.706,-17.773,27.202,6,object,3
4954,7.70572614080493e-5,-1.1641561789365907e-4,3.935835648560976e-5,-2.7403,-18.404,28.227,6,object,3
4969,-4.807393356283171e-6,-1.9035298096449773e-4,1.951603743207809e-4,49.951,-8.5056,29.493,6,object,3
4974,-1.1732019985387448e-4,-3.884701610218575e-5,0.00015616721595606022,43.034,-4.8382,29.316,6,object,3
4975,-7.271771314252031e-5,-9.311709365451407e-5,1.6583480679703438e-4,46.531,-4.8908,29.402,6,object,3
4982,-6.18751129401799e-5,-5.4647254621249114e-5,1.1652236756142903e-4,39.615,-1.2234,29.225,6,object,3
5002,-1.6423976440624476e-4,2.4236736227557378e-4,-7.812759786932904e-5,-57.917,18.06,26.803,6,place,2
5004,-5.0693192846145964e-5,1.9426357999528497e-4,-1.43570387149139e-4,57.49,16.325,29.625,6,place,2
5034,1.2512276649446e-4,8.865533059285276e-5,-2.1377809708731274e-4,54.46,37.751,29.506,6,face,1
5084,1.387727220408589e-4,-4.6006847633289126e-5,-9.27658744075698e-5,6.0443,63.423,28.269,6,face,1
5126,-7.664975495417566e-5,1.3438716382339785e-4,-5.773740886922219e-5,-21.699,74.53,27.568,6,place,2
5138,-1.287768984330266e-4,-2.8983296823712653e-5,1.5776019525673928e-4,44.747,73.532,29.193,6,object,3
5139,-1.2139720048836498e-4,1.8021739197121513e-4,-5.882019148285015e-5,48.244,73.479,29.278,6,place,2
5289,7.410602064767172e-5,1.688256360072952e-4,-2.4293165665496692e-4,-58.535,-10.68,30.849,6,face,1
529,3.9139337869628176e-5,1.4365415537617645e-4,-1.827934932458046e-4,-36.372,49.38,-24.739,6,face,1
5319,-8.32445551120004e-5,-5.238651932995762e-5,1.35631074441958e-4,39.62,-1.4647,33.226,6,object,3
5353,-1.052736462405019e-4,-6.911048983603121e-5,1.7438413607653313e-4,47.237,26.928,33.352,6,object,3
5358,-1.3798153622210412e-4,-1.2006740736070604e-4,2.580489435828102e-4,57.806,30.333,33.603,6,object,3
5380,2.044896871796623e-6,-1.3271589039875735e-4,1.306709935269607e-4,-46.72,49.721,31.01,6,object,3
54,1.6720226062176094e-4,-2.2378244697408156e-4,5.6580186352320636e-5,-12.84,6.9891,-36.075,6,object,3
544,2.7065433258202285e-4,-4.2034601614633976e-5,-2.2861973096738891e-4,-36.294,52.942,-24.744,6,face,1
5472,-1.689938963058749e-4,-4.823690469571792e-5,2.1723080100159283e-4,44.751,73.29,33.194,6,object,3
5482,-1.9938670334912953e-4,-7.953744616094629e-5,2.789241495100758e-4,23.846,77.168,32.675,6,object,3
5483,-5.760574528784737e-5,-1.24503805894472e-4,1.8210955118231934e-4,27.343,77.115,32.761,6,object,3
5487,-2.4581717978894356e-4,-4.132354303182666e-5,2.871407228207702e-4,44.829,76.853,33.188,6,object,3
5507,-6.844487859306069e-5,-6.576296325393339e-5,1.3420784184699406e-4,10.013,84.503,32.322,6,object,3
553,3.2310790638292216e-4,-8.314426730274982e-5,-2.3996363908017237e-4,-36.216,56.505,-24.75,6,face,1
5530,4.708741204400233e-5,9.243041341620842e-5,-1.3951782546021074e-4,21.126,-47.753,36.872,6,face,1
5566,2.233491545926285e-5,1.1335086675100877e-4,-1.356857822102716e-4,38.924,-33.766,37.277,6,face,1
5638,-1.2817678192952672e-4,2.466342654814092e-4,-1.1845748355188246e-4,-58.063,10.452,34.816,6,place,2
564,-1.9694430198334542e-4,1.1591840522302856e-4,8.102589676031685e-5,-25.647,59.909,-24.499,6,place,2
